o_cell_id,o_cell_x,o_cell_y,역사명,호선
다사68755100,968875,1951125,고덕,5호선
다사69004425,969125,1944375,마천,5호선
다사69004450,969125,1944625,마천,5호선
다사69005100,969125,1951125,고덕,5호선
다사69005125,969125,1951375,고덕,5호선
다사69254350,969375,1943625,마천,5호선
다사69254375,969375,1943875,마천,5호선
다사69254400,969375,1944125,마천,5호선
다사69254425,969375,1944375,마천,5호선
다사69254450,969375,1944625,마천,5호선
다사69255000,969375,1950125,고덕,5호선
다사69255025,969375,1950375,고덕,5호선
다사69255050,969375,1950625,고덕,5호선
다사69255075,969375,1950875,고덕,5호선
다사69255100,969375,1951125,고덕,5호선
다사69255125,969375,1951375,고덕,5호선
다사69504325,969625,1943375,마천,5호선
다사69504375,969625,1943875,마천,5호선
다사69504400,969625,1944125,마천,5호선
다사69504725,969625,1947375,중앙보훈병원,9호선(연장)
다사69505000,969625,1950125,고덕,5호선
다사69505025,969625,1950375,고덕,5호선
다사69505050,969625,1950625,고덕,5호선
다사69505075,969625,1950875,고덕,5호선
다사69505100,969625,1951125,고덕,5호선
다사69505125,969625,1951375,고덕,5호선
다사69754350,969875,1943625,마천,5호선
다사69754375,969875,1943875,마천,5호선
다사69754400,969875,1944125,마천,5호선
다사69754425,969875,1944375,마천,5호선
다사70005100,970125,1951125,상일동,5호선
다사70005125,970125,1951375,상일동,5호선
다사70255075,970375,1950875,상일동,5호선
다사70255100,970375,1951125,상일동,5호선
다사70255150,970375,1951625,상일동,5호선
다사70505000,970625,1950125,상일동,5호선
다사70505025,970625,1950375,상일동,5호선
다사70505050,970625,1950625,상일동,5호선
다사70505125,970625,1951375,상일동,5호선
다사70505150,970625,1951625,상일동,5호선
다사71255025,971375,1950375,강일,5호선
다사71255050,971375,1950625,강일,5호선
다사71255075,971375,1950875,강일,5호선
다사71255100,971375,1951125,강일,5호선
다사71255125,971375,1951375,강일,5호선
다사71255150,971375,1951625,강일,5호선
다사71505050,971625,1950625,강일,5호선
다사71505075,971625,1950875,강일,5호선
다사71505100,971625,1951125,강일,5호선
다사71505125,971625,1951375,강일,5호선
다사71505150,971625,1951625,강일,5호선
다사71755025,971875,1950375,강일,5호선
다사71755050,971875,1950625,강일,5호선
다사71755075,971875,1950875,강일,5호선
다사71755100,971875,1951125,강일,5호선
다사71755125,971875,1951375,강일,5호선
다사72005075,972125,1950875,강일,5호선
다사72005100,972125,1951125,강일,5호선
다사38255150,938375,1951625,김포공항,5호선
다사38255175,938375,1951875,김포공항,5호선
다사38255200,938375,1952125,김포공항,5호선
다사38255300,938375,1953125,개화산,5호선
다사38255325,938375,1953375,개화,9호선
다사38505100,938625,1951125,김포공항,5호선
다사38505200,938625,1952125,김포공항,5호선
다사38755100,938875,1951125,송정,5호선
다사38755125,938875,1951375,송정,5호선
다사38755150,938875,1951625,공항시장,9호선
다사38755175,938875,1951875,공항시장,9호선
다사38755200,938875,1952125,공항시장,9호선
다사38755225,938875,1952375,개화산,5호선
다사38755275,938875,1952875,개화산,5호선
다사39005100,939125,1951125,송정,5호선
다사39005125,939125,1951375,송정,5호선
다사39005150,939125,1951625,송정,5호선
다사39005175,939125,1951875,공항시장,9호선
다사39005200,939125,1952125,공항시장,9호선
다사39005225,939125,1952375,신방화,9호선
다사39005250,939125,1952625,개화산,5호선
다사39005275,939125,1952875,개화산,5호선
다사39005300,939125,1953125,방화,5호선
다사39005325,939125,1953375,방화,5호선
다사39255100,939375,1951125,송정,5호선
다사39255125,939375,1951375,송정,5호선
다사39255150,939375,1951625,송정,5호선
다사39255175,939375,1951875,공항시장,9호선
다사39255200,939375,1952125,신방화,9호선
다사39255225,939375,1952375,신방화,9호선
다사39255250,939375,1952625,신방화,9호선
다사39255275,939375,1952875,방화,5호선
다사39255300,939375,1953125,방화,5호선
다사39505150,939625,1951625,송정,5호선
다사39505175,939625,1951875,신방화,9호선
다사39505200,939625,1952125,신방화,9호선
다사39505225,939625,1952375,신방화,9호선
다사39505250,939625,1952625,신방화,9호선
다사39505275,939625,1952875,방화,5호선
다사39755100,939875,1951125,마곡,5호선
다사39755125,939875,1951375,마곡,5호선
다사39755150,939875,1951625,마곡,5호선
다사39755175,939875,1951875,신방화,9호선
다사39755200,939875,1952125,신방화,9호선
다사39755225,939875,1952375,신방화,9호선
다사39755275,939875,1952875,신방화,9호선
다사40005150,940125,1951625,마곡,5호선
다사40005225,940125,1952375,신방화,9호선
다사40005250,940125,1952625,신방화,9호선
다사40255150,940375,1951625,마곡,5호선
다사40255200,940375,1952125,마곡나루,9호선
다사40255225,940375,1952375,마곡나루,9호선
다사40505125,940625,1951375,마곡,5호선
다사40505150,940625,1951625,마곡,5호선
다사40505175,940625,1951875,마곡나루,9호선
다사40505200,940625,1952125,마곡나루,9호선
다사40754350,940875,1943625,온수(성공회대입구),7호선
다사40755075,940875,1950875,마곡,5호선
다사40755100,940875,1951125,마곡,5호선
다사40755125,940875,1951375,마곡,5호선
다사40755150,940875,1951625,마곡,5호선
다사41004950,941125,1949625,우장산,5호선
다사41005050,941125,1950625,우장산,5호선
다사41005100,941125,1951125,발산,5호선
다사41005125,941125,1951375,발산,5호선
다사41005150,941125,1951625,발산,5호선
다사41254375,941375,1943875,천왕,7호선
다사41254925,941375,1949375,화곡,5호선
다사41254950,941375,1949625,화곡,5호선
다사41254975,941375,1949875,우장산,5호선
다사41255050,941375,1950625,우장산,5호선
다사41255075,941375,1950875,발산,5호선
다사41255175,941375,1951875,양천향교,9호선
다사41255200,941375,1952125,양천향교,9호선
다사41504350,941625,1943625,천왕,7호선
다사41504375,941625,1943875,오류동,경인선
다사41504850,941625,1948625,화곡,5호선
다사41504950,941625,1949625,화곡,5호선
다사41504975,941625,1949875,우장산,5호선
다사41505000,941625,1950125,우장산,5호선
다사41505050,941625,1950625,우장산,5호선
다사41505075,941625,1950875,발산,5호선
다사41505150,941625,1951625,발산,5호선
다사41505175,941625,1951875,양천향교,9호선
다사41754350,941875,1943625,천왕,7호선
다사41754375,941875,1943875,오류동,경인선
다사41754850,941875,1948625,까치산,5호선
다사41754875,941875,1948875,화곡,5호선
다사41754950,941875,1949625,화곡,5호선
다사41754975,941875,1949875,화곡,5호선
다사41755150,941875,1951625,발산,5호선
다사41755175,941875,1951875,양천향교,9호선
다사42004350,942125,1943625,오류동,경인선
다사42004975,942125,1949875,화곡,5호선
다사42005150,942125,1951625,발산,5호선
다사42254725,942375,1947375,신정네거리,2호선
다사42254750,942375,1947625,까치산,5호선
다사42254875,942375,1948875,까치산,5호선
다사42255175,942375,1951875,양천향교,9호선
다사42504400,942625,1944125,오류동,경인선
다사42504675,942625,1946875,신정네거리,2호선
다사42504700,942625,1947125,신정네거리,2호선
다사42504725,942625,1947375,신정네거리,2호선
다사42504750,942625,1947625,신정(은행정),5호선
다사42504775,942625,1947875,까치산,5호선
다사42504800,942625,1948125,까치산,5호선
다사42754375,942875,1943875,개봉,경인선
다사42754400,942875,1944125,개봉,경인선
다사42754425,942875,1944375,개봉,경인선
다사42754675,942875,1946875,신정네거리,2호선
다사42754700,942875,1947125,신정네거리,2호선
다사42754725,942875,1947375,신정(은행정),5호선
다사42754750,942875,1947625,신정(은행정),5호선
다사42754775,942875,1947875,신정(은행정),5호선
다사42754800,942875,1948125,까치산,5호선
다사42755075,942875,1950875,가양,9호선
다사42755100,942875,1951125,가양,9호선
다사43004675,943125,1946875,신정네거리,2호선
다사43004700,943125,1947125,신정네거리,2호선
다사43004725,943125,1947375,신정(은행정),5호선
다사43004750,943125,1947625,신정(은행정),5호선
다사43005075,943125,1950875,증미,9호선
다사43005100,943125,1951125,가양,9호선
다사43005125,943125,1951375,가양,9호선
다사43005150,943125,1951625,가양,9호선
다사43254675,943375,1946875,신정네거리,2호선
다사43254700,943375,1947125,신정(은행정),5호선
다사43254725,943375,1947375,신정(은행정),5호선
다사43254750,943375,1947625,신정(은행정),5호선
다사43254775,943375,1947875,신정(은행정),5호선
다사43254800,943375,1948125,신정(은행정),5호선
다사43255025,943375,1950375,등촌,9호선
다사43255050,943375,1950625,증미,9호선
다사43255075,943375,1950875,증미,9호선
다사43255100,943375,1951125,증미,9호선
다사43255125,943375,1951375,증미,9호선
다사43255150,943375,1951625,가양,9호선
다사43504400,943625,1944125,개봉,경인선
다사43504425,943625,1944375,개봉,경인선
다사43504700,943625,1947125,목동,5호선
다사43504725,943625,1947375,목동,5호선
다사43504750,943625,1947625,목동,5호선
다사43504775,943625,1947875,목동,5호선
다사43505025,943625,1950375,등촌,9호선
다사43505050,943625,1950625,등촌,9호선
다사43505075,943625,1950875,증미,9호선
다사43505100,943625,1951125,증미,9호선
다사43505125,943625,1951375,증미,9호선
다사43505150,943625,1951625,증미,9호선
다사43754375,943875,1943875,개봉,경인선
다사43754400,943875,1944125,개봉,경인선
다사43754425,943875,1944375,구일,경인선
다사43754450,943875,1944625,구일,경인선
다사43754725,943875,1947375,목동,5호선
다사43754750,943875,1947625,목동,5호선
다사43755025,943875,1950375,등촌,9호선
다사43755050,943875,1950625,등촌,9호선
다사43755075,943875,1950875,증미,9호선
다사43755100,943875,1951125,증미,9호선
다사44004375,944125,1943875,구일,경인선
다사44004425,944125,1944375,구일,경인선
다사44004725,944125,1947375,목동,5호선
다사44004750,944125,1947625,목동,5호선
다사44004950,944125,1949625,염창,9호선
다사44004975,944125,1949875,등촌,9호선
다사44005000,944125,1950125,등촌,9호선
다사44005050,944125,1950625,등촌,9호선
다사44005075,944125,1950875,증미,9호선
다사44254700,944375,1947125,오목교(목동운동장앞),5호선
다사44254725,944375,1947375,오목교(목동운동장앞),5호선
다사44254750,944375,1947625,오목교(목동운동장앞),5호선
다사44254775,944375,1947875,목동,5호선
다사44254975,944375,1949875,염창,9호선
다사44255000,944375,1950125,등촌,9호선
다사44255025,944375,1950375,등촌,9호선
다사44255075,944375,1950875,등촌,9호선
다사44504475,944625,1944875,구일,경인선
다사44504725,944625,1947375,오목교(목동운동장앞),5호선
다사44504750,944625,1947625,오목교(목동운동장앞),5호선
다사44504975,944625,1949875,염창,9호선
다사44505000,944625,1950125,염창,9호선
다사44505025,944625,1950375,염창,9호선
다사44505050,944625,1950625,등촌,9호선
다사44754450,944875,1944625,구일,경인선
다사44754475,944875,1944875,구로,경부선
다사44754900,944875,1949125,염창,9호선
다사44754950,944875,1949625,염창,9호선
다사44754975,944875,1949875,염창,9호선
다사45004275,945125,1942875,가산디지털단지,7호선
다사45004300,945125,1943125,가산디지털단지,7호선
다사45004425,945125,1944375,구로,경부선
다사45004450,945125,1944625,구로,경부선
다사45004550,945125,1945625,구로,경부선
다사45004775,945125,1947875,오목교(목동운동장앞),5호선
다사45254250,945375,1942625,가산디지털단지,7호선
다사45254275,945375,1942875,가산디지털단지,7호선
다사45254300,945375,1943125,남구로,7호선
다사45254550,945375,1945625,구로,경부선
다사45254700,945375,1947125,양평,5호선
다사45254725,945375,1947375,양평,5호선
다사45254950,945375,1949625,신목동,9호선
다사45504250,945625,1942625,가산디지털단지,7호선
다사45504275,945625,1942875,남구로,7호선
다사45504300,945625,1943125,남구로,7호선
다사45504500,945625,1945125,구로,경부선
다사45504525,945625,1945375,구로,경부선
다사45504550,945625,1945625,신도림,2호선
다사45504575,945625,1945875,도림천,2호선
다사45504600,945625,1946125,도림천,2호선
다사45504675,945625,1946875,도림천,2호선
다사45504875,945625,1948875,신목동,9호선
다사45754225,945875,1942375,가산디지털단지,7호선
다사45754250,945875,1942625,가산디지털단지,7호선
다사45754275,945875,1942875,남구로,7호선
다사45754300,945875,1943125,남구로,7호선
다사45754350,945875,1943625,남구로,7호선
다사45754375,945875,1943875,대림(구로구청),2호선
다사45754500,945875,1945125,구로,경부선
다사45754525,945875,1945375,신도림,2호선
다사45754550,945875,1945625,신도림,2호선
다사45754575,945875,1945875,신도림,2호선
다사45754625,945875,1946375,도림천,2호선
다사45754650,945875,1946625,도림천,2호선
다사45754675,945875,1946875,문래,2호선
다사45754700,945875,1947125,양평,5호선
다사45754725,945875,1947375,양평,5호선
다사45754750,945875,1947625,양평,5호선
다사46004025,946125,1940375,독산,경부선
다사46004250,946125,1942625,남구로,7호선
다사46004275,946125,1942875,남구로,7호선
다사46004325,946125,1943375,남구로,7호선
다사46004350,946125,1943625,대림(구로구청),2호선
다사46004375,946125,1943875,대림(구로구청),2호선
다사46004500,946125,1945125,신도림,2호선
다사46004600,946125,1946125,신도림,2호선
다사46004625,946125,1946375,문래,2호선
다사46004650,946125,1946625,문래,2호선
다사46004675,946125,1946875,문래,2호선
다사46004700,946125,1947125,영등포구청,5호선
다사46004725,946125,1947375,양평,5호선
다사46004750,946125,1947625,양평,5호선
다사46004900,946125,1949125,선유도,9호선
다사46004925,946125,1949375,선유도,9호선
다사46004950,946125,1949625,신목동,9호선
다사46254025,946375,1940375,금천구청,경부선
다사46254275,946375,1942875,남구로,7호선
다사46254300,946375,1943125,남구로,7호선
다사46254325,946375,1943375,남구로,7호선
다사46254350,946375,1943625,대림(구로구청),2호선
다사46254600,946375,1946125,신도림,2호선
다사46254625,946375,1946375,문래,2호선
다사46254650,946375,1946625,문래,2호선
다사46254675,946375,1946875,문래,2호선
다사46254700,946375,1947125,영등포구청,5호선
다사46254725,946375,1947375,영등포구청,5호선
다사46254750,946375,1947625,영등포구청,5호선
다사46254775,946375,1947875,영등포구청,5호선
다사46254800,946375,1948125,영등포구청,5호선
다사46255300,946375,1953125,수색,경의중앙선
다사46504300,946625,1943125,구로디지털단지,2호선
다사46504325,946625,1943375,구로디지털단지,2호선
다사46504350,946625,1943625,대림(구로구청),2호선
다사46504600,946625,1946125,문래,2호선
다사46504675,946625,1946875,문래,2호선
다사46504700,946625,1947125,영등포구청,5호선
다사46504725,946625,1947375,영등포구청,5호선
다사46504800,946625,1948125,영등포구청,5호선
다사46504825,946625,1948375,선유도,9호선
다사46504850,946625,1948625,선유도,9호선
다사46504875,946625,1948875,선유도,9호선
다사46505200,946625,1952125,월드컵경기장(성산),6호선
다사46505250,946625,1952625,월드컵경기장(성산),6호선
다사46505275,946625,1952875,월드컵경기장(성산),6호선
다사46505300,946625,1953125,디지털미디어시티,6호선
다사46505325,946625,1953375,수색,경의중앙선
다사46505350,946625,1953625,수색,경의중앙선
다사46754325,946875,1943375,구로디지털단지,2호선
다사46754350,946875,1943625,대림(구로구청),2호선
다사46754675,946875,1946875,문래,2호선
다사46754700,946875,1947125,영등포구청,5호선
다사46754725,946875,1947375,영등포구청,5호선
다사46754750,946875,1947625,영등포구청,5호선
다사46754775,946875,1947875,영등포구청,5호선
다사46754825,946875,1948375,당산,2호선
다사46754850,946875,1948625,당산,2호선
다사46754875,946875,1948875,선유도,9호선
다사46755175,946875,1951875,마포구청,6호선
다사46755300,946875,1953125,디지털미디어시티,6호선
다사46755325,946875,1953375,디지털미디어시티,6호선
다사46755350,946875,1953625,수색,경의중앙선
다사46755375,946875,1953875,수색,경의중앙선
다사47004350,947125,1943625,구로디지털단지,2호선
다사47004425,947125,1944375,대림(구로구청),2호선
다사47004650,947125,1946625,영등포,경부선
다사47004675,947125,1946875,영등포시장,5호선
다사47004700,947125,1947125,영등포시장,5호선
다사47004725,947125,1947375,영등포시장,5호선
다사47004750,947125,1947625,영등포시장,5호선
다사47004775,947125,1947875,당산,2호선
다사47004850,947125,1948625,당산,2호선
다사47004875,947125,1948875,당산,2호선
다사47004900,947125,1949125,당산,2호선
다사47005100,947125,1951125,마포구청,6호선
다사47005175,947125,1951875,마포구청,6호선
다사47005200,947125,1952125,월드컵경기장(성산),6호선
다사47005225,947125,1952375,월드컵경기장(성산),6호선
다사47005250,947125,1952625,월드컵경기장(성산),6호선
다사47005275,947125,1952875,디지털미디어시티,6호선
다사47005300,947125,1953125,디지털미디어시티,6호선
다사47005325,947125,1953375,디지털미디어시티,6호선
다사47005350,947125,1953625,디지털미디어시티,6호선
다사47254300,947375,1943125,구로디지털단지,2호선
다사47254325,947375,1943375,구로디지털단지,2호선
다사47254650,947375,1946625,영등포,경부선
다사47254675,947375,1946875,영등포시장,5호선
다사47254700,947375,1947125,영등포시장,5호선
다사47254775,947375,1947875,영등포시장,5호선
다사47255100,947375,1951125,망원,6호선
다사47255125,947375,1951375,마포구청,6호선
다사47255175,947375,1951875,마포구청,6호선
다사47255200,947375,1952125,마포구청,6호선
다사47255225,947375,1952375,월드컵경기장(성산),6호선
다사47255250,947375,1952625,월드컵경기장(성산),6호선
다사47255275,947375,1952875,디지털미디어시티,6호선
다사47255350,947375,1953625,디지털미디어시티,6호선
다사47504275,947625,1942875,구로디지털단지,2호선
다사47504325,947625,1943375,신대방,2호선
다사47504350,947625,1943625,신대방,2호선
다사47504650,947625,1946625,영등포,경부선
다사47504675,947625,1946875,영등포시장,5호선
다사47504700,947625,1947125,영등포시장,5호선
다사47504775,947625,1947875,영등포시장,5호선
다사47505025,947625,1950375,망원,6호선
다사47505050,947625,1950625,망원,6호선
다사47505100,947625,1951125,망원,6호선
다사47505125,947625,1951375,마포구청,6호선
다사47505150,947625,1951625,마포구청,6호선
다사47505200,947625,1952125,마포구청,6호선
다사47505225,947625,1952375,월드컵경기장(성산),6호선
다사47505250,947625,1952625,디지털미디어시티,6호선
다사47505325,947625,1953375,디지털미디어시티,6호선
다사47505425,947625,1954375,증산(명지대앞),6호선
다사47754300,947875,1943125,신대방,2호선
다사47754375,947875,1943875,신대방,2호선
다사47754400,947875,1944125,신풍,7호선
다사47754425,947875,1944375,신풍,7호선
다사47754650,947875,1946625,영등포,경부선
다사47754675,947875,1946875,영등포,경부선
다사47754700,947875,1947125,영등포시장,5호선
다사47754750,947875,1947625,영등포시장,5호선
다사47754775,947875,1947875,국회의사당,9호선
다사47755000,947875,1950125,합정,2호선
다사47755025,947875,1950375,합정,2호선
다사47755050,947875,1950625,망원,6호선
다사47755075,947875,1950875,망원,6호선
다사47755125,947875,1951375,망원,6호선
다사47755150,947875,1951625,마포구청,6호선
다사47755200,947875,1952125,가좌,경의중앙선
다사47755275,947875,1952875,가좌,경의중앙선
다사47755325,947875,1953375,증산(명지대앞),6호선
다사47755400,947875,1954125,증산(명지대앞),6호선
다사47755425,947875,1954375,증산(명지대앞),6호선
다사47755450,947875,1954625,새절(신사),6호선
다사47755525,947875,1955375,응암,6호선
다사48004375,948125,1943875,보라매공원,신림선
다사48004400,948125,1944125,보라매공원,신림선
다사48004425,948125,1944375,신풍,7호선
다사48004450,948125,1944625,신풍,7호선
다사48004475,948125,1944875,신풍,7호선
다사48004500,948125,1945125,신풍,7호선
다사48004600,948125,1946125,영등포,경부선
다사48004625,948125,1946375,신길,경부선
다사48004650,948125,1946625,신길,경부선
다사48004675,948125,1946875,신길,경부선
다사48004700,948125,1947125,영등포시장,5호선
다사48005025,948125,1950375,합정,2호선
다사48005050,948125,1950625,망원,6호선
다사48005075,948125,1950875,망원,6호선
다사48005425,948125,1954375,새절(신사),6호선
다사48005450,948125,1954625,새절(신사),6호선
다사48005500,948125,1955125,새절(신사),6호선
다사48005525,948125,1955375,응암,6호선
다사48254375,948375,1943875,보라매공원,신림선
다사48254400,948375,1944125,보라매공원,신림선
다사48254425,948375,1944375,보라매공원,신림선
다사48254450,948375,1944625,보라매,7호선
다사48254475,948375,1944875,보라매,7호선
다사48254500,948375,1945125,보라매,7호선
다사48254575,948375,1945875,신길,경부선
다사48254600,948375,1946125,신길,경부선
다사48254625,948375,1946375,신길,경부선
다사48254650,948375,1946625,신길,경부선
다사48254725,948375,1947375,국회의사당,9호선
다사48254950,948375,1949625,합정,2호선
다사48254975,948375,1949875,합정,2호선
다사48255000,948375,1950125,합정,2호선
다사48255025,948375,1950375,합정,2호선
다사48255050,948375,1950625,합정,2호선
다사48255075,948375,1950875,망원,6호선
다사48255100,948375,1951125,망원,6호선
다사48255400,948375,1954125,증산(명지대앞),6호선
다사48255425,948375,1954375,새절(신사),6호선
다사48255475,948375,1954875,새절(신사),6호선
다사48255600,948375,1956125,응암,6호선
다사48255625,948375,1956375,역촌,6호선
다사48255650,948375,1956625,구산,6호선
다사48255675,948375,1956875,구산,6호선
다사48255725,948375,1957375,구산,6호선
다사48255750,948375,1957625,연신내,3호선
다사48504325,948625,1943375,신대방,2호선
다사48504425,948625,1944375,보라매공원,신림선
다사48504450,948625,1944625,보라매,7호선
다사48504475,948625,1944875,보라매,7호선
다사48504500,948625,1945125,서울지방병무청,신림선
다사48504525,948625,1945375,서울지방병무청,신림선
다사48504575,948625,1945875,서울지방병무청,신림선
다사48504600,948625,1946125,신길,경부선
다사48504625,948625,1946375,신길,경부선
다사48504650,948625,1946625,신길,경부선
다사48504700,948625,1947125,여의도,9호선
다사48504750,948625,1947625,국회의사당,9호선
다사48504975,948625,1949875,상수,6호선
다사48505000,948625,1950125,합정,2호선
다사48505025,948625,1950375,합정,2호선
다사48505050,948625,1950625,홍대입구,2호선
다사48505075,948625,1950875,홍대입구,2호선
다사48505100,948625,1951125,홍대입구,2호선
다사48505150,948625,1951625,가좌,경의중앙선
다사48505400,948625,1954125,증산(명지대앞),6호선
다사48505475,948625,1954875,새절(신사),6호선
다사48505500,948625,1955125,새절(신사),6호선
다사48505525,948625,1955375,응암,6호선
다사48505575,948625,1955875,응암,6호선
다사48505600,948625,1956125,역촌,6호선
다사48505625,948625,1956375,역촌,6호선
다사48505650,948625,1956625,구산,6호선
다사48505675,948625,1956875,구산,6호선
다사48505725,948625,1957375,구산,6호선
다사48505750,948625,1957625,연신내,3호선
다사48754300,948875,1943125,당곡,신림선
다사48754350,948875,1943625,보라매병원,신림선
다사48754425,948875,1944375,보라매,7호선
다사48754450,948875,1944625,보라매,7호선
다사48754475,948875,1944875,보라매,7호선
다사48754500,948875,1945125,서울지방병무청,신림선
다사48754525,948875,1945375,서울지방병무청,신림선
다사48754550,948875,1945625,서울지방병무청,신림선
다사48754575,948875,1945875,대방,경부선
다사48754600,948875,1946125,대방,경부선
다사48754625,948875,1946375,신길,경부선
다사48754675,948875,1946875,여의도,9호선
다사48754700,948875,1947125,여의도,9호선
다사48754975,948875,1949875,상수,6호선
다사48755000,948875,1950125,상수,6호선
다사48755025,948875,1950375,상수,6호선
다사48755050,948875,1950625,홍대입구,2호선
다사48755500,948875,1955125,응암,6호선
다사48755575,948875,1955875,응암,6호선
다사48755600,948875,1956125,역촌,6호선
다사48755625,948875,1956375,역촌,6호선
다사48755650,948875,1956625,역촌,6호선
다사48755675,948875,1956875,구산,6호선
다사48755700,948875,1957125,구산,6호선
다사48755725,948875,1957375,구산,6호선
다사48755750,948875,1957625,연신내,3호선
다사49004225,949125,1942375,신림,2호선
다사49004275,949125,1942875,신림,2호선
다사49004325,949125,1943375,당곡,신림선
다사49004350,949125,1943625,당곡,신림선
다사49004375,949125,1943875,보라매병원,신림선
다사49004425,949125,1944375,신대방삼거리,7호선
다사49004450,949125,1944625,신대방삼거리,7호선
다사49004475,949125,1944875,보라매,7호선
다사49004500,949125,1945125,서울지방병무청,신림선
다사49004525,949125,1945375,서울지방병무청,신림선
다사49004550,949125,1945625,서울지방병무청,신림선
다사49004575,949125,1945875,대방,경부선
다사49004600,949125,1946125,대방,경부선
다사49004625,949125,1946375,대방,경부선
다사49004675,949125,1946875,여의도,9호선
다사49004700,949125,1947125,여의도,9호선
다사49004725,949125,1947375,여의도,9호선
다사49004775,949125,1947875,국회의사당,9호선
다사49004950,949125,1949625,상수,6호선
다사49004975,949125,1949875,상수,6호선
다사49005000,949125,1950125,상수,6호선
다사49005025,949125,1950375,상수,6호선
다사49005050,949125,1950625,홍대입구,2호선
다사49005575,949125,1955875,역촌,6호선
다사49005625,949125,1956375,역촌,6호선
다사49005650,949125,1956625,역촌,6호선
다사49005675,949125,1956875,역촌,6호선
다사49005700,949125,1957125,구산,6호선
다사49005725,949125,1957375,연신내,3호선
다사49254200,949375,1942125,서원,신림선
다사49254225,949375,1942375,서원,신림선
다사49254250,949375,1942625,신림,2호선
다사49254275,949375,1942875,신림,2호선
다사49254300,949375,1943125,신림,2호선
다사49254325,949375,1943375,당곡,신림선
다사49254350,949375,1943625,당곡,신림선
다사49254375,949375,1943875,당곡,신림선
다사49254400,949375,1944125,보라매병원,신림선
다사49254425,949375,1944375,신대방삼거리,7호선
다사49254450,949375,1944625,신대방삼거리,7호선
다사49254475,949375,1944875,신대방삼거리,7호선
다사49254500,949375,1945125,서울지방병무청,신림선
다사49254575,949375,1945875,대방,경부선
다사49254600,949375,1946125,대방,경부선
다사49254650,949375,1946625,샛강,9호선
다사49254675,949375,1946875,샛강,9호선
다사49254700,949375,1947125,여의도,9호선
다사49254725,949375,1947375,여의도,9호선
다사49254750,949375,1947625,여의나루,5호선
다사49254950,949375,1949625,상수,6호선
다사49254975,949375,1949875,상수,6호선
다사49255050,949375,1950625,홍대입구,2호선
다사49255625,949375,1956375,역촌,6호선
다사49255650,949375,1956625,역촌,6호선
다사49255675,949375,1956875,불광,3호선
다사49255700,949375,1957125,불광,3호선
다사49255725,949375,1957375,불광,3호선
다사49255750,949375,1957625,연신내,3호선
다사49255775,949375,1957875,연신내,3호선
다사49255800,949375,1958125,연신내,3호선
다사49504150,949625,1941625,서울대벤처타운,신림선
다사49504175,949625,1941875,서울대벤처타운,신림선
다사49504200,949625,1942125,서원,신림선
다사49504225,949625,1942375,서원,신림선
다사49504250,949625,1942625,신림,2호선
다사49504275,949625,1942875,신림,2호선
다사49504300,949625,1943125,신림,2호선
다사49504325,949625,1943375,당곡,신림선
다사49504350,949625,1943625,당곡,신림선
다사49504375,949625,1943875,당곡,신림선
다사49504400,949625,1944125,신대방삼거리,7호선
다사49504425,949625,1944375,신대방삼거리,7호선
다사49504550,949625,1945625,대방,경부선
다사49504575,949625,1945875,대방,경부선
다사49504600,949625,1946125,대방,경부선
다사49504675,949625,1946875,샛강,9호선
다사49504700,949625,1947125,여의도,9호선
다사49504725,949625,1947375,여의나루,5호선
다사49504750,949625,1947625,여의나루,5호선
다사49504950,949625,1949625,광흥창(서강),6호선
다사49504975,949625,1949875,광흥창(서강),6호선
다사49505000,949625,1950125,광흥창(서강),6호선
다사49505075,949625,1950875,홍대입구,2호선
다사49505100,949625,1951125,홍대입구,2호선
다사49505600,949625,1956125,녹번,3호선
다사49505625,949625,1956375,불광,3호선
다사49505650,949625,1956625,불광,3호선
다사49505675,949625,1956875,불광,3호선
다사49505700,949625,1957125,불광,3호선
다사49505725,949625,1957375,불광,3호선
다사49505800,949625,1958125,독바위,6호선
다사49754175,949875,1941875,서울대벤처타운,신림선
다사49754200,949875,1942125,서원,신림선
다사49754225,949875,1942375,서원,신림선
다사49754250,949875,1942625,서원,신림선
다사49754275,949875,1942875,신림,2호선
다사49754300,949875,1943125,신림,2호선
다사49754325,949875,1943375,당곡,신림선
다사49754350,949875,1943625,당곡,신림선
다사49754400,949875,1944125,신대방삼거리,7호선
다사49754475,949875,1944875,신대방삼거리,7호선
다사49754500,949875,1945125,장승배기,7호선
다사49754550,949875,1945625,장승배기,7호선
다사49754575,949875,1945875,대방,경부선
다사49754600,949875,1946125,대방,경부선
다사49754650,949875,1946625,샛강,9호선
다사49754700,949875,1947125,여의나루,5호선
다사49754975,949875,1949875,광흥창(서강),6호선
다사49755000,949875,1950125,광흥창(서강),6호선
다사49755025,949875,1950375,서강대,경의중앙선
다사49755050,949875,1950625,서강대,경의중앙선
다사49755075,949875,1950875,신촌,2호선
다사49755100,949875,1951125,신촌,2호선
다사49755625,949875,1956375,녹번,3호선
다사49755700,949875,1957125,불광,3호선
다사49755725,949875,1957375,독바위,6호선
다사49755750,949875,1957625,독바위,6호선
다사50004150,950125,1941625,서울대벤처타운,신림선
다사50004200,950125,1942125,서원,신림선
다사50004225,950125,1942375,서원,신림선
다사50004275,950125,1942875,신림,2호선
다사50004300,950125,1943125,신림,2호선
