CELL_ID,outflow,inflow,total
다사62755425,3607.77,3488.74,7096.51
다사41005000,3514.15,3579.92,7094.07
다사56004475,3832.0,3261.76,7093.76
다사46754825,3470.18,3622.9,7093.08
다사58756250,3539.34,3550.6,7089.94
다사68254450,3624.54,3464.95,7089.49
다사45754325,3563.03,3524.1,7087.12
다사38755175,3588.26,3495.26,7083.53
다사54254950,3543.68,3534.64,7078.32
다사61255450,3516.87,3560.88,7077.75
다사48755175,3481.73,3595.67,7077.4
다사47505225,3602.74,3471.58,7074.32
다사62256150,3610.24,3461.65,7071.89
다사41754850,3634.87,3436.01,7070.88
다사50755025,3413.11,3648.71,7061.82
다사56254525,3466.68,3590.74,7057.42
다사47755025,3463.12,3593.13,7056.25
다사48005325,3579.28,3476.56,7055.84
다사48005100,3850.26,3202.49,7052.75
다사50505400,3630.96,3418.08,7049.04
다사59505175,3597.69,3449.69,7047.38
다사46004525,3413.63,3632.42,7046.06
다사51504300,3605.18,3435.22,7040.41
다사57255150,3491.42,3546.48,7037.9
다사63006350,3547.32,3490.19,7037.5
다사57005575,3514.0,3522.84,7036.84
다사59506275,3560.46,3473.08,7033.54
다사45254675,3648.19,3385.3,7033.49
다사47255250,3463.65,3568.89,7032.55
다사48754450,3484.68,3538.31,7022.99
다사41755050,3627.9,3393.54,7021.43
다사49754325,3573.32,3446.85,7020.18
다사66504525,3534.14,3482.44,7016.58
다사59004250,3403.43,3610.26,7013.69
다사63754575,3613.38,3397.84,7011.22
다사56255450,3397.7,3611.65,7009.35
다사38755275,3577.6,3428.88,7006.48
다사62254400,3550.32,3454.29,7004.61
다사55755100,4245.09,2758.97,7004.05
다사42254675,3633.43,3370.42,7003.85
다사44504925,3659.86,3342.96,7002.82
다사56506075,3473.92,3528.72,7002.64
다사67255050,3563.61,3436.59,7000.21
다사57005675,3570.29,3429.68,6999.96
다사58255350,3609.12,3389.49,6998.61
다사50255425,3592.46,3402.42,6994.88
다사64005400,3502.4,3492.37,6994.77
다사58504750,2996.91,3996.92,6993.83
다사66504800,3233.95,3758.51,6992.46
다사70255075,3549.33,3440.11,6989.45
다사57256100,3491.05,3493.78,6984.83
다사55005475,3537.12,3446.68,6983.8
다사51505025,3019.62,3963.07,6982.7
다사51504975,3518.11,3463.22,6981.33
다사52004525,3101.09,3879.38,6980.47
다사44504850,3493.75,3481.96,6975.71
다사67504625,3526.28,3446.96,6973.23
다사62005075,3566.48,3405.54,6972.02
다사68754975,3504.14,3460.97,6965.11
다사60755550,3600.08,3364.98,6965.07
다사59005675,3264.8,3700.2,6965.0
다사58005300,3451.54,3512.85,6964.39
다사62756200,3571.41,3389.45,6960.86
다사56255200,3462.11,3496.31,6958.42
다사46504225,3665.07,3289.36,6954.43
다사41005150,3501.2,3451.36,6952.57
다사55255225,3421.56,3527.81,6949.37
다사66504550,3336.9,3610.94,6947.84
다사44255025,3508.33,3438.98,6947.31
다사66754450,3511.89,3432.02,6943.92
다사47505275,3630.07,3312.79,6942.86
다사60505325,3516.75,3426.06,6942.81
다사67254400,3447.45,3494.49,6941.95
다사57255725,3537.53,3402.8,6940.33
다사61505050,3488.45,3451.65,6940.1
다사57005150,3263.31,3669.94,6933.25
다사53254700,3470.81,3461.55,6932.35
다사68504975,3509.84,3420.86,6930.7
다사63755375,3481.91,3443.51,6925.42
다사62255975,3450.69,3472.87,6923.56
다사67254550,3445.17,3477.91,6923.07
다사66004675,3453.56,3467.19,6920.75
다사54505350,3421.8,3498.64,6920.44
다사62255225,3495.47,3423.64,6919.11
다사55505200,3475.38,3439.65,6915.02
다사51505075,3458.13,3456.38,6914.5
다사50005500,3724.24,3189.9,6914.14
다사56754525,3473.07,3440.6,6913.67
다사48505350,2125.31,4787.85,6913.15
다사53504825,3343.91,3568.69,6912.6
다사67754875,3469.44,3442.91,6912.36
다사58755425,3608.94,3303.16,6912.1
다사51755175,3632.27,3271.42,6903.7
다사49505725,3586.65,3311.56,6898.21
다사52004975,3444.94,3449.15,6894.1
다사68004250,3520.48,3368.51,6888.99
다사45754100,3514.44,3372.8,6887.24
다사47005275,3483.99,3402.03,6886.02
다사57255550,3583.16,3300.92,6884.09
다사61755125,3499.63,3382.89,6882.53
다사53004775,3375.92,3500.96,6876.88
다사48755075,3238.92,3637.8,6876.72
다사59006000,3503.54,3372.42,6875.96
다사43505100,3505.88,3367.22,6873.1
다사55755175,3450.41,3421.27,6871.68
다사46505300,3435.34,3436.25,6871.59
다사55255425,3857.72,3013.31,6871.04
다사46254125,3536.2,3329.8,6866.0
다사64504550,3488.91,3374.39,6863.3
다사40255025,3505.37,3352.69,6858.06
다사59754375,3471.22,3386.14,6857.36
다사57504375,3394.35,3460.44,6854.79
다사60004625,3522.51,3329.57,6852.09
다사61504550,3450.69,3396.43,6847.11
다사68254375,3426.04,3420.05,6846.08
다사52504725,3307.43,3538.17,6845.6
다사47255050,3444.17,3400.85,6845.02
다사58754025,3498.57,3343.9,6842.46
다사68004400,3861.63,2979.75,6841.38
다사56505100,3474.24,3365.38,6839.62
다사63006075,3498.46,3340.46,6838.92
다사52755100,3266.71,3571.56,6838.27
다사57755250,3384.05,3449.46,6833.51
다사71255250,3470.82,3357.28,6828.1
다사56505650,3378.72,3447.26,6825.98
다사45254250,3412.32,3413.62,6825.95
다사68004975,3336.41,3489.14,6825.55
다사57255575,3511.53,3310.69,6822.21
다사59504725,3371.92,3448.72,6820.65
다사41504900,3436.55,3382.66,6819.21
다사57505575,3467.82,3349.01,6816.83
다사43004750,3417.8,3395.96,6813.76
다사63755100,3297.98,3514.4,6812.38
다사43504400,3481.3,3329.62,6810.92
다사43754875,3386.9,3412.78,6799.68
다사62504325,3342.87,3454.58,6797.45
다사48504125,3463.12,3329.63,6792.75
다사41504325,3424.34,3367.13,6791.47
다사43755000,3359.61,3429.48,6789.09
다사53004850,3494.18,3292.41,6786.59
다사58756325,3428.81,3356.88,6785.68
다사56755550,3474.53,3309.49,6784.02
다사58504650,3372.07,3410.97,6783.05
다사46004500,3310.02,3469.57,6779.59
다사50005175,4150.85,2627.98,6778.83
다사62254525,3442.05,3334.34,6776.38
다사70755025,3415.39,3357.44,6772.84
다사52755225,3433.71,3338.78,6772.49
다사68255050,3171.23,3592.55,6763.78
다사54755125,3365.87,3396.9,6762.77
다사63255425,3408.89,3349.17,6758.06
다사50504525,3402.5,3354.94,6757.43
다사46753850,3463.39,3292.34,6755.74
다사52754200,3565.37,3189.2,6754.57
다사44254950,3436.61,3316.82,6753.43
다사62504575,3386.98,3364.81,6751.79
다사44754525,3405.85,3345.87,6751.72
다사45504575,3251.98,3496.67,6748.65
다사65004425,3447.45,3299.76,6747.21
다사52004225,3446.52,3299.22,6745.74
다사66754800,3434.29,3310.13,6744.42
다사57256050,3420.22,3322.61,6742.83
다사60254425,3385.44,3355.53,6740.97
다사46754450,3388.43,3349.23,6737.66
다사60755350,2928.97,3804.43,6733.4
다사52004500,2169.24,4563.9,6733.14
다사50005600,3428.9,3302.6,6731.51
다사67004250,3501.96,3228.65,6730.61
다사68254775,3461.75,3267.59,6729.33
다사53255350,3328.82,3398.6,6727.42
다사67004800,3407.05,3318.41,6725.46
다사61504425,3445.89,3273.54,6719.44
다사41255150,3366.21,3351.85,6718.06
다사63255375,3480.34,3236.19,6716.54
다사58505000,3534.45,3180.6,6715.05
다사48255800,3573.39,3140.95,6714.34
다사42754775,3432.69,3275.45,6708.14
다사68755075,3260.48,3443.85,6704.33
다사47504275,3404.48,3299.03,6703.52
다사66754850,3266.85,3435.17,6702.02
다사48504400,3405.64,3293.47,6699.11
다사42505000,3372.18,3322.25,6694.43
다사54754400,3161.69,3529.29,6690.97
다사55755150,3451.96,3236.58,6688.54
다사57004600,3408.34,3278.82,6687.16
다사60755875,3668.37,3015.69,6684.07
다사57504700,3337.22,3345.18,6682.4
다사65504425,3383.92,3294.22,6678.14
다사62504875,3534.81,3143.24,6678.05
다사42004675,3331.85,3343.25,6675.11
다사49755775,3384.73,3289.03,6673.76
다사62754850,3161.79,3509.48,6671.28
다사69005125,3351.49,3317.87,6669.36
다사39755125,3460.84,3208.17,6669.01
다사60255850,3359.28,3305.96,6665.25
다사48505525,3383.11,3275.04,6658.14
다사50255025,3885.74,2771.88,6657.63
다사61256325,3413.22,3243.26,6656.47
다사60755250,3360.93,3294.7,6655.63
다사52505175,3032.4,3617.78,6650.18
다사66754500,3378.61,3268.98,6647.59
다사58504175,3253.34,3393.43,6646.78
다사60504250,3377.59,3268.39,6645.97
다사42504725,3374.57,3270.81,6645.38
다사64004525,3387.61,3242.68,6630.28
다사68254225,3359.79,3265.33,6625.12
다사52754900,3399.53,3222.3,6621.83
다사57756000,3285.59,3335.26,6620.85
다사67754975,3262.59,3351.5,6614.09
다사57255175,3235.31,3374.16,6609.46
다사57755375,3456.79,3150.5,6607.29
다사58506250,3369.14,3237.11,6606.24
다사43004525,3289.51,3313.86,6603.37
다사50255400,3354.77,3243.41,6598.17
다사57006050,3285.4,3309.62,6595.02
다사57004975,3342.14,3251.3,6593.44
다사57506000,3333.4,3259.26,6592.66
다사46254750,3398.52,3190.09,6588.61
다사48005650,3459.52,3120.9,6580.42
다사45754400,3299.21,3278.48,6577.68
다사59004725,3228.18,3345.48,6573.66
다사56255300,3328.79,3244.69,6573.48
다사42254775,3365.67,3207.38,6573.05
다사46004425,3048.29,3520.57,6568.86
다사65005550,3340.2,3227.14,6567.34
다사56754900,3239.85,3326.85,6566.7
다사52504750,3188.14,3377.46,6565.61
다사68754900,3441.28,3122.99,6564.27
다사49505175,3261.52,3302.08,6563.6
다사60504900,3291.73,3270.74,6562.47
다사48504800,3315.72,3241.77,6557.5
다사58006225,3336.07,3215.24,6551.31
다사41004850,3328.32,3222.22,6550.54
다사64755500,3319.38,3225.26,6544.65
다사49255600,3259.15,3285.09,6544.24
다사48254500,3340.84,3200.39,6541.23
다사54504325,3312.58,3221.69,6534.26
다사60506375,3311.66,3219.47,6531.14
다사58255150,3232.64,3297.29,6529.94
다사48505325,2849.74,3676.99,6526.73
다사48254800,3295.58,3226.49,6522.07
다사53005375,3367.35,3153.97,6521.32
다사47005125,3364.3,3151.68,6515.98
다사64255425,3395.57,3106.34,6501.9
다사61005325,3229.13,3272.13,6501.26
다사40005275,3186.21,3312.32,6498.53
다사62504825,3295.85,3201.81,6497.67
다사50504475,3353.99,3142.5,6496.49
다사63005525,3315.83,3178.69,6494.52
다사58005250,3288.25,3205.09,6493.34
다사51004575,3320.47,3170.82,6491.29
다사61754825,3180.22,3306.62,6486.84
다사43254500,3258.58,3227.35,6485.93
다사61756100,3162.85,3321.59,6484.43
다사57505200,3185.38,3297.78,6483.16
다사57255900,3296.63,3186.24,6482.87
다사54754450,3356.55,3124.82,6481.37
다사43504650,3269.18,3210.58,6479.75
다사56755725,3305.32,3171.03,6476.35
다사56255425,3193.72,3281.17,6474.89
다사61005975,3327.03,3145.88,6472.91
다사46755400,3295.33,3175.61,6470.94
다사60005000,3229.49,3238.76,6468.25
다사57006150,2780.41,3686.99,6467.4
다사43004400,3230.71,3235.75,6466.46
다사48005050,3267.63,3197.36,6464.99
다사50005325,3249.84,3214.94,6464.77
다사61504575,3278.51,3185.95,6464.45
다사58506175,3320.39,3142.41,6462.8
다사56254450,3404.54,3051.64,6456.18
다사43254400,3227.86,3225.68,6453.54
다사47753925,3270.19,3178.47,6448.66
다사48754600,3237.88,3210.62,6448.5
다사46004150,3324.18,3123.67,6447.85
다사58255825,3173.95,3266.47,6440.41
다사58505650,2923.34,3515.2,6438.54
다사67505050,3237.78,3199.85,6437.63
다사54004300,3026.23,3407.81,6434.03
다사58255600,3288.85,3144.19,6433.04
다사43505025,3326.39,3106.51,6432.9
다사61756200,3213.97,3214.62,6428.59
다사57006000,3072.16,3354.72,6426.88
다사55505250,3231.16,3194.57,6425.72
다사55504775,3452.72,2972.1,6424.82
다사48504300,3313.46,3108.82,6422.29
다사56755525,3245.54,3174.2,6419.74
다사62756275,3271.97,3146.31,6418.29
다사61006275,3206.34,3209.05,6415.39
다사50254975,3267.0,3147.93,6414.93
다사59756450,3266.66,3146.25,6412.91
다사51005500,3248.01,3164.14,6412.16
다사61005150,3201.68,3208.32,6410.0
다사63005050,3165.8,3241.34,6407.14
다사58254475,2900.36,3505.15,6405.51
다사42504825,3292.52,3111.98,6404.5
다사57255775,3193.58,3204.93,6398.52
다사50254675,3326.95,3070.6,6397.55
다사55504475,3091.66,3302.66,6394.32
다사55754175,3273.85,3119.71,6393.55
다사57755550,3307.99,3082.33,6390.32
다사60006475,3239.45,3142.17,6381.62
다사53004950,3084.45,3294.8,6379.25
다사41004750,3195.26,3183.76,6379.02
다사51504575,3214.2,3164.29,6378.49
다사55254275,3206.42,3170.68,6377.1
다사65005575,3279.29,3093.49,6372.78
다사66754400,3227.32,3142.87,6370.19
다사57506025,3240.33,3127.34,6367.67
다사61504800,3014.83,3352.83,6367.66
다사57005450,3168.22,3199.28,6367.5
다사48504775,3211.09,3156.25,6367.34
다사63505450,3166.05,3197.15,6363.2
다사48005750,3159.85,3201.56,6361.42
다사50005375,3179.07,3173.43,6352.5
다사44005325,3139.61,3212.07,6351.69
다사67254200,3192.43,3159.26,6351.68
다사60505450,3183.15,3167.69,6350.84
다사59004525,3243.86,3104.7,6348.55
다사59255950,3191.37,3155.89,6347.26
다사57254600,3143.26,3202.28,6345.54
다사47754500,3207.5,3136.83,6344.33
다사53504925,2968.45,3371.82,6340.27
다사56504300,2998.14,3342.08,6340.22
다사58254275,3257.0,3082.12,6339.12
다사43504700,3279.28,3054.54,6333.81
다사64004850,2876.12,3454.91,6331.03
다사54004350,3148.45,3182.47,6330.92
다사55504300,2814.39,3515.06,6329.45
다사47253875,3145.76,3182.02,6327.77
다사69004425,3214.46,3110.85,6325.31
다사55755475,3179.97,3143.14,6323.12
다사57754575,3108.61,3213.58,6322.19
다사47254400,3221.08,3097.95,6319.04
다사60754700,3159.98,3158.74,6318.73
다사41504650,3199.22,3118.01,6317.23
다사55255200,3136.18,3178.95,6315.13
다사44004875,3228.47,3086.54,6315.0
다사46504175,3112.58,3196.01,6308.59
다사53754350,3156.85,3151.48,6308.33
다사59254525,3179.1,3127.53,6306.62
다사60504725,3115.92,3189.35,6305.27
다사66004475,3168.26,3133.05,6301.31
다사55754850,3071.0,3230.08,6301.08
다사43004825,3216.21,3080.74,6296.95
다사62505425,3208.31,3086.24,6294.55
다사64504475,3177.68,3115.82,6293.5
다사49755200,3153.55,3138.06,6291.62
다사61255700,3173.1,3115.35,6288.45
다사47255100,3146.21,3133.45,6279.67
다사59504700,3202.31,3074.1,6276.41
다사57255875,3060.53,3209.64,6270.17
다사54504650,3082.75,3187.33,6270.07
다사60505775,3519.06,2749.26,6268.31
다사61006250,3168.42,3099.2,6267.62
다사66754475,3145.37,3122.15,6267.51
다사51255000,3184.16,3080.81,6264.97
다사56755950,3274.28,2990.64,6264.92
다사57254425,3126.57,3136.04,6262.61
다사48505500,3154.46,3104.94,6259.4
다사63005225,3190.81,3067.33,6258.15
다사47004800,3245.66,3012.3,6257.97
다사58004975,3110.79,3146.26,6257.04
다사60754275,3487.38,2768.69,6256.07
다사47505525,3228.53,3026.4,6254.93
다사51755250,3166.25,3085.63,6251.87
다사43504750,3090.05,3156.07,6246.12
다사61255675,3170.54,3072.97,6243.51
다사63755075,3176.56,3066.44,6243.01
다사63254625,3171.34,3066.3,6237.64
다사58255675,3199.9,3035.74,6235.64
다사39755250,3186.99,3046.32,6233.31
다사59505625,3245.62,2983.47,6229.09
다사67504725,3025.14,3200.4,6225.54
다사63255525,2912.58,3312.69,6225.27
다사55755275,3122.31,3098.78,6221.1
다사58005400,3624.42,2594.05,6218.48
다사64504900,3169.12,3048.91,6218.03
다사43254675,3140.41,3075.7,6216.11
다사46754250,3142.73,3070.6,6213.33
다사47254825,3078.24,3131.28,6209.52
다사51505500,3172.85,3036.25,6209.1
다사44254900,3128.21,3079.23,6207.44
다사41254875,3164.52,3042.15,6206.68
다사45504350,3101.79,3103.44,6205.24
다사49255000,4.6,6194.87,6199.47
다사61755225,3158.71,3040.64,6199.34
다사59006100,3275.13,2923.96,6199.09
다사56755175,2976.32,3219.9,6196.22
다사49506075,3154.9,3039.82,6194.72
다사60004725,3064.52,3129.47,6194.0
다사55505350,3155.58,3037.35,6192.93
다사51754975,3076.36,3107.7,6184.06
다사63504350,3136.14,3040.75,6176.89
다사63254950,3136.07,3039.97,6176.04
다사64005750,3103.84,3070.34,6174.19
다사62505650,3105.63,3068.12,6173.75
다사59754225,3107.39,3062.75,6170.14
다사59504300,3018.9,3144.63,6163.52
다사65004475,2907.57,3255.13,6162.7
다사56005450,3134.94,3025.2,6160.14
다사53505650,3123.94,3036.2,6160.14
다사48755725,3112.15,3043.99,6156.14
다사59006300,3105.48,3049.9,6155.38
다사48255475,3029.19,3123.99,6153.18
다사46004750,2949.28,3203.1,6152.38
다사41004950,3141.13,3009.7,6150.83
다사58004050,3172.92,2975.71,6148.63
다사50254125,3063.93,3084.64,6148.57
다사59504550,3068.47,3078.7,6147.18
다사50255125,3227.13,2919.14,6146.27
다사63504475,3072.77,3072.55,6145.32
다사48005825,3308.06,2836.79,6144.85
다사57254325,3264.35,2877.27,6141.62
다사50254950,3159.66,2979.17,6138.82
다사57254925,3095.11,3042.5,6137.62
다사59005725,3116.64,3016.41,6133.05
다사67004875,3045.64,3086.6,6132.24
다사57255200,3052.78,3079.12,6131.9
다사47004525,3056.08,3074.33,6130.41
다사46754525,3096.04,3031.2,6127.24
다사47004825,2978.82,3146.43,6125.25
다사57255075,3077.01,3048.23,6125.24
다사58755750,3024.16,3100.23,6124.4
다사47504350,3074.14,3048.94,6123.08
다사49504950,3113.9,3007.88,6121.78
다사60754225,3091.2,3027.67,6118.86
다사46504500,3142.66,2975.27,6117.93
다사43754475,3107.29,3010.52,6117.81
다사42254650,3115.57,2995.37,6110.94
다사60255450,3320.54,2787.59,6108.13
다사58505275,3121.26,2986.01,6107.27
다사52754950,3134.06,2970.63,6104.69
다사57505275,3015.72,3083.13,6098.85
다사45254175,3092.19,3005.11,6097.31
다사61505475,3092.39,3001.16,6093.56
다사63255550,3156.61,2935.93,6092.54
다사42755200,2995.61,3094.05,6089.67
다사53005625,3002.07,3085.03,6087.1
다사59004675,3021.06,3062.52,6083.58
다사48756025,3088.8,2992.72,6081.52
다사61255475,3111.84,2969.23,6081.07
다사49005900,3054.86,3024.77,6079.63
다사43754900,3064.71,3012.48,6077.19
다사47255350,3153.09,2923.65,6076.73
다사61506300,3529.04,2546.94,6075.98
다사50755525,3123.72,2952.15,6075.87
다사41754575,3083.84,2991.88,6075.73
다사60506450,3138.49,2936.5,6074.99
다사62505150,3067.74,3000.22,6067.97
다사58005950,2967.62,3098.91,6066.53
다사63005075,3063.84,3000.74,6064.58
다사67254925,3008.54,3048.06,6056.6
다사52504900,3131.09,2923.5,6054.59
다사38755250,3094.31,2958.31,6052.61
다사62255400,3055.71,2996.8,6052.52
다사49754200,3159.07,2893.18,6052.25
다사47755000,2944.36,3104.58,6048.94
다사62505525,3054.52,2992.09,6046.61
다사50255550,3092.11,2954.2,6046.32
다사40504875,3083.43,2961.35,6044.78
다사64504925,2839.33,3199.07,6038.4
다사60254650,3043.22,2994.95,6038.17
다사58255250,3039.78,2998.3,6038.09
다사52755150,2889.88,3146.31,6036.18
다사59255350,3023.85,3011.02,6034.87
다사61254525,3046.46,2987.91,6034.37
다사59255450,3062.81,2967.91,6030.72
다사56755475,3077.74,2950.72,6028.46
다사52755200,2954.09,3066.44,6020.53
다사46754100,2973.31,3039.78,6013.08
다사58006125,3112.05,2887.55,5999.6
다사63505825,3157.95,2840.52,5998.47
다사40505250,2939.08,3050.87,5989.95
다사71505250,3078.5,2909.93,5988.44
다사50755000,1810.64,4176.86,5987.51
다사56254325,2930.62,3056.1,5986.71
다사61756150,3024.64,2958.78,5983.42
다사49755725,2982.56,2999.78,5982.34
다사55504400,1659.73,4318.82,5978.56
다사55255700,3499.83,2477.32,5977.15
다사48504450,2994.77,2980.93,5975.7
다사59006250,2994.87,2978.75,5973.62
다사42255000,3117.44,2854.03,5971.47
다사61254600,3018.92,2952.25,5971.16
다사41754700,3022.52,2947.18,5969.7
다사65504175,3055.95,2912.66,5968.61
다사64005700,3060.45,2906.6,5967.05
다사56004900,3074.97,2883.58,5958.55
다사51505125,2994.2,2957.82,5952.02
다사53005000,2977.45,2970.62,5948.07
다사54255100,2973.06,2972.53,5945.59
다사42504775,3031.15,2911.51,5942.66
다사58506075,3133.1,2808.92,5942.02
다사54754825,2915.12,3021.36,5936.48
다사59255400,2825.18,3104.98,5930.16
다사59755150,3047.89,2880.63,5928.52
다사47504525,3032.25,2895.36,5927.61
다사45254500,2960.17,2967.04,5927.21
다사52255175,3203.99,2720.51,5924.51
다사40255200,2975.12,2948.38,5923.5
다사48506000,2912.2,3008.68,5920.88
다사49755550,3086.98,2833.67,5920.65
다사58004550,2863.75,3055.1,5918.85
다사56005475,3174.85,2737.8,5912.65
다사62754500,2994.42,2918.08,5912.51
다사58504375,2270.97,3640.1,5911.07
다사64754450,2997.66,2910.81,5908.47
다사51005450,2965.66,2942.65,5908.31
다사55505150,2920.21,2986.02,5906.23
다사49505100,2971.88,2933.63,5905.51
다사59754525,2972.03,2931.82,5903.85
다사46754475,2981.51,2920.62,5902.13
다사56505250,2867.1,3029.61,5896.71
다사39505275,2993.32,2900.59,5893.91
다사62255175,3035.88,2857.34,5893.22
다사61505250,2849.11,3041.69,5890.8
다사63005900,3717.58,2170.47,5888.05
다사55004300,2939.98,2945.41,5885.39
다사60506000,2916.88,2968.24,5885.12
다사52255225,2982.42,2893.49,5875.91
다사65255575,3128.49,2746.64,5875.13
다사41504300,2964.33,2905.12,5869.45
다사68254400,2864.89,3003.8,5868.69
다사54004175,2896.47,2969.01,5865.47
다사58006075,3049.99,2813.34,5863.33
다사63505175,2903.37,2959.31,5862.68
다사59254250,2956.67,2898.65,5855.32
다사59006075,2991.64,2862.34,5853.98
다사54755100,1431.69,4421.33,5853.02
다사61255725,2858.1,2994.64,5852.74
다사57005075,3183.63,2668.45,5852.08
다사61756075,2943.02,2904.07,5847.09
다사55254725,2994.27,2849.95,5844.21
다사62505975,3023.27,2819.45,5842.72
다사68754950,2977.04,2862.75,5839.79
다사61505500,2968.91,2866.86,5835.77
다사46004225,2913.9,2917.19,5831.09
다사63505375,2904.18,2923.55,5827.73
다사63755050,2943.19,2882.76,5825.95
다사62755775,2905.04,2916.03,5821.07
다사52254975,2932.22,2888.83,5821.05
다사63504950,2939.64,2881.3,5820.94
다사50254100,2962.34,2857.46,5819.8
다사54254375,2958.34,2859.11,5817.45
다사60504925,2785.22,3025.58,5810.81
다사61755000,2927.03,2881.13,5808.16
다사50004950,3015.94,2788.99,5804.93
다사42005125,2862.26,2941.86,5804.13
다사50005775,2949.33,2852.73,5802.07
다사39255225,2928.74,2871.02,5799.77
다사57005750,2724.0,3074.07,5798.07
다사67505025,2937.95,2858.72,5796.67
다사53754825,2878.0,2912.54,5790.54
다사69004450,2867.14,2920.58,5787.73
다사58256075,2789.19,2997.62,5786.81
다사58254825,2922.94,2863.32,5786.26
다사59005850,2943.18,2843.03,5786.2
다사61756225,2883.84,2900.82,5784.66
다사54504400,2897.66,2886.71,5784.38
다사68004925,2968.64,2812.08,5780.73
다사49755325,2993.66,2783.31,5776.97
다사60506325,2965.65,2810.2,5775.85
다사65754775,2934.97,2835.64,5770.61
다사65254175,2913.96,2851.51,5765.47
다사63754500,2932.57,2824.88,5757.45
다사47755750,2833.42,2921.89,5755.31
다사46504600,2768.8,2983.12,5751.93
다사53004350,2937.99,2812.04,5750.03
다사58756000,2938.97,2809.51,5748.47
다사48254425,2851.06,2895.69,5746.75
다사66754725,2892.06,2850.45,5742.5
다사52005125,2933.42,2807.45,5740.87
다사66254275,2764.77,2974.14,5738.91
다사42004850,2941.84,2793.45,5735.29
다사62255725,2943.88,2787.99,5731.86
다사45504725,2876.51,2853.74,5730.25
다사63505500,2836.09,2887.25,5723.34
다사50254200,2921.57,2799.39,5720.95
다사49004425,2912.71,2807.57,5720.28
다사52754125,2969.66,2745.19,5714.85
다사64005600,2859.4,2853.28,5712.68
다사49505225,2897.93,2812.48,5710.41
다사71254975,2882.09,2827.81,5709.91
다사63755000,2873.7,2835.42,5709.12
다사58255625,2833.24,2874.37,5707.61
다사57755925,2880.6,2822.24,5702.84
다사47004700,2901.32,2800.3,5701.63
다사56255075,2809.88,2891.07,5700.95
다사43504875,2736.83,2960.09,5696.92
다사55004500,3031.86,2663.4,5695.26
다사45504250,2754.47,2940.66,5695.13
다사60755275,2856.63,2836.36,5693.0
다사56255125,2810.52,2881.18,5691.7
다사46254800,2928.82,2759.71,5688.53
다사68254825,2864.18,2823.37,5687.55
다사58005375,3479.5,2207.46,5686.96
다사57005825,3041.85,2644.19,5686.04
다사61005750,2852.51,2831.08,5683.59
다사52754875,2890.2,2793.3,5683.49
다사50004150,2903.99,2778.6,5682.58
다사57254350,2953.12,2729.01,5682.13
다사61005175,2949.03,2732.93,5681.96
다사57005550,2921.47,2758.85,5680.32
다사56504525,2830.44,2847.32,5677.76
다사47755525,2874.76,2801.08,5675.84
다사55004175,2903.6,2770.63,5674.23
다사39755225,2823.27,2849.08,5672.35
다사61756000,2845.65,2820.78,5666.43
다사53504175,2785.44,2880.31,5665.74
다사52504525,2816.52,2848.89,5665.41
다사51253975,3538.69,2124.01,5662.7
다사62254925,3601.19,2059.81,5661.0
다사68504200,2819.45,2841.47,5660.92
다사61754475,2850.77,2808.18,5658.95
다사61755275,2842.51,2814.0,5656.51
다사63004900,2381.96,3272.51,5654.47
다사48255275,2845.01,2809.41,5654.42
다사61505700,2707.13,2941.26,5648.39
다사57005275,2772.35,2876.02,5648.37
다사49504250,2741.56,2905.58,5647.14
다사52254925,2889.37,2757.21,5646.57
다사62005575,2847.53,2794.26,5641.79
다사69005000,2958.23,2682.12,5640.35
다사64754675,2822.68,2816.43,5639.11
다사59254675,2829.82,2802.43,5632.25
다사64754075,2847.87,2783.97,5631.84
다사40005200,2861.24,2765.61,5626.85
다사54504250,2879.04,2738.37,5617.41
다사47504050,2805.49,2811.57,5617.06
다사62254300,2875.84,2739.98,5615.81
다사40754950,2840.29,2768.89,5609.19
다사67504400,2831.56,2777.21,5608.77
다사51754850,2865.83,2742.06,5607.89
다사46753950,2829.62,2777.26,5606.88
다사48004950,2760.39,2845.89,5606.28
다사59504075,2843.97,2761.72,5605.69
다사57004325,2846.92,2757.66,5604.58
다사47754750,2904.03,2694.42,5598.44
다사49504225,2842.83,2755.38,5598.21
다사49755900,3017.5,2580.03,5597.52
다사49005425,2899.37,2697.2,5596.57
다사49255150,2683.63,2911.55,5595.19
다사49504575,2816.71,2772.15,5588.86
다사59505750,2860.53,2719.44,5579.97
다사45254150,2782.27,2797.49,5579.76
다사50754225,2790.12,2785.82,5575.94
다사65255550,2836.2,2736.08,5572.28
다사46254700,2798.56,2773.53,5572.09
다사62506000,2801.28,2770.07,5571.35
다사52255025,2823.05,2748.08,5571.13
다사63505725,2766.23,2803.28,5569.51
다사40505125,2734.89,2832.21,5567.11
다사45255400,2807.64,2757.08,5564.72
다사71005125,2773.7,2786.39,5560.09
다사61255425,2668.6,2890.26,5558.86
다사57756025,2732.2,2826.23,5558.44
다사62005375,2938.57,2619.82,5558.39
다사43254300,2843.36,2711.96,5555.32
다사61254225,2636.69,2918.46,5555.15
다사57505350,2817.29,2734.78,5552.07
다사50504675,2784.48,2761.52,5546.0
다사49754750,2595.27,2948.89,5544.16
다사41505075,2832.32,2711.59,5543.91
다사67255025,2803.05,2740.36,5543.41
다사46255400,2782.44,2759.06,5541.5
