CELL_ID,mclp_green_walk_score_0_1
다사67504600,0.0
다사67504625,0.0
다사67504450,0.20926321711193754
다사67504475,0.6594414598182362
다사67504500,1.0
다사67504525,0.9039562258255932
다사67255075,0.7392909708860299
다사67255100,0.8691661787805229
다사67255125,0.2997452524415253
다사67255150,0.06301862641990266
다사67254975,0.6017765153639292
다사67255000,0.9572100910489111
다사67255025,0.05426445962023082
다사67255050,0.5275339686747638
다사67504150,0.0
다사67504175,0.0
다사67504200,0.004778198144011395
다사67504225,0.3448023952355226
다사67255175,0.0
다사67255200,0.0
다사67504100,0.0
다사67504125,0.0
다사67004175,0.2317376929600136
다사67004200,0.4410891450846821
다사67004225,0.29345041262857197
다사67004250,0.45186423384365065
다사66755175,0.0
다사67004100,0.1676149348658951
다사67004125,0.1789893179721189
다사67004150,0.1401834251255056
다사67004375,0.3981232267089312
다사67004400,0.028610598289151187
다사67004425,0.7241035040506341
다사67004450,0.38002921732509626
다사67004275,0.06904843176258392
다사67004300,1.0
다사67004325,0.9561085296496449
다사67004350,1.0
다사66754875,0.3759055786267243
다사66754900,0.5065689617916063
다사66754925,0.49502757471197667
다사66754950,1.0
다사66754775,0.7631194165665978
다사66754800,0.8859471577696366
다사66754825,0.14261032319533054
다사66754850,0.30818344491599536
다사66755075,0.5775696313869251
다사66755100,0.0
다사66755125,0.0
다사66755150,0.0
다사66754975,0.07828447947244428
다사66755000,0.3123026916385399
다사66755025,0.5263282223173555
다사66755050,0.5092005114016723
다사67004975,0.8776429602376815
다사67005000,0.7888930655021844
다사67005025,0.32696881619185036
다사67005050,0.45849924625621247
다사67004875,0.19022522707181014
다사67004900,0.0
다사67004925,0.01313507029930777
다사67004950,0.5137523034280264
다사67005175,0.0
다사67254100,0.0
다사67254125,0.0
다사67254150,0.0
다사67005075,0.008587338325971802
다사67005100,0.0
다사67005125,0.0
다사67005150,0.0
다사67004575,1.0
다사67004600,0.6596098019623028
다사67004625,0.0
다사67004650,0.0
다사67004475,1.0
다사67004500,0.7725128672276472
다사67004525,0.7706544708175622
다사67004550,0.26625087420405924
다사67004775,0.0
다사67004800,0.49731946531752314
다사67004825,0.0
다사67004850,0.39051323884191036
다사67004675,0.0
다사67004700,0.30040494626356
다사67004725,0.5571690258428628
다사67004750,0.6117579114851286
다사66504775,0.8703338661420662
다사66504800,1.0
다사66504825,0.8990932184893894
다사66504850,0.4564863437580373
다사66504675,0.0
다사66504700,0.0
다사66504725,0.0696424695824937
다사66504750,1.0
다사66504975,0.37730527805633407
다사66505000,0.18724510645799447
다사66505025,0.0
다사66505050,0.0
다사66504875,0.2728756226651571
다사66504900,0.2836976243054223
다사66504925,0.360737208056204
다사66504950,0.7240408658914365
다사66504375,0.5165007665965325
다사66504400,1.0
다사66504425,0.5109039024745035
다사66504450,0.4433172300894021
다사66504275,0.244137881142733
다사66504300,0.4087740478539945
다사66504325,0.5874143362239097
다사66504350,0.03983338130678722
다사66504575,0.6196781994952381
다사66504600,0.9941632731615018
다사66504625,0.01281988562517655
다사66504650,0.0
다사66504475,0.4308577961500806
다사66504500,0.5878945981766133
다사66504525,0.6347868037369587
다사66504550,0.8406150520789942
다사66754475,0.876558127726159
다사66754500,0.5658454216348485
다사66754525,0.43562079865942516
다사66754550,0.9428239782302361
다사66754375,0.46198880769509965
다사66754400,0.3618067862730767
다사66754425,0.5031355110986409
다사66754450,0.8129583008267716
다사66754675,0.0
다사66754700,0.0
다사66754725,0.4788119896666588
다사66754750,0.1019493588270289
다사66754575,0.7197422521811626
다사66754600,0.8376258339616993
다사66754625,0.0
다사66754650,0.0
다사66754075,0.0
다사66754100,0.12498253148325834
다사66754125,0.17684794473630921
다사66754150,0.046616009054391394
다사66505075,0.0
다사66505100,0.0
다사66505125,0.0
다사66505150,0.0
다사66754275,0.604828875209228
다사66754300,0.9927715835024062
다사66754325,0.3307007882158135
다사66754350,0.7123823786954103
다사66754175,0.019401453384038966
다사66754200,0.10021970010803549
다사66754225,0.7458302788116027
다사66754250,1.0
다사66254350,0.4127794839775753
다사66254375,1.0
다사66254400,1.0
다사66254425,1.0
다사66254250,0.0
다사66254275,0.0
다사66254300,0.05410958015569794
다사66254325,0.5515995558225081
다사66254550,0.5448309985082651
다사66254575,0.6236680705139221
다사66254600,0.8379192976247543
다사66254625,0.8306632910774571
다사66254450,0.6629196656405411
다사66254475,0.2598653440244954
다사66254500,0.4254820633292853
다사66254525,0.9285569340709455
다사66005725,0.0
다사66005750,0.0
다사66005775,0.0
다사66254025,0.0
다사66005625,0.0
다사66005650,0.0
다사66005675,0.0
다사66005700,0.0
다사66254150,0.0
다사66254175,0.0
다사66254200,0.0
다사66254225,0.0
다사66254050,0.0037224651726997875
다사66254075,0.01929391661910262
다사66254100,0.0037738274037362753
다사66254125,0.0
다사66255600,0.0
다사66255625,0.0
다사66255650,0.0
다사66504050,0.0
다사66255050,0.0
다사66255075,0.0
다사66255100,0.0
다사66255125,0.0
다사66504175,0.0
다사66504200,0.0
다사66504225,0.0
다사66504250,0.1277185086919013
다사66504075,0.0
다사66504100,0.0143683240545302
다사66504125,0.0
다사66504150,0.0
다사66254750,1.0
다사66254775,0.6343640004563654
다사66254800,0.3011046242084521
다사66254825,0.7318817141062326
다사66254650,0.0
다사66254675,0.0
다사66254700,0.0
다사66254725,0.09479799506758495
다사66254950,0.0
다사66254975,0.0
다사66255000,0.0
다사66255025,0.0
다사66254850,0.0
다사66254875,0.0
다사66254900,0.2988653125824014
다사66254925,0.17506681491371598
다사66004175,0.0
다사66004200,0.0
다사66004225,0.0
다사66004250,0.0
다사66004075,0.027535065887226467
다사66004100,0.0
다사66004125,0.0
다사66004150,0.0
다사66004375,0.5680127277028094
다사66004400,0.2529339156002516
다사66004425,0.30545133779144096
