CELL_ID,공원겹침비율
다사52754050,1.0
다사52754075,1.0
다사52754100,0.702
다사52754125,0.011
다사52753950,0.159
다사52753975,0.624
다사52754000,0.746
다사52754025,1.0
다사52505575,0.0
다사52505600,0.0
다사52505625,0.0
다사52505650,0.007
다사52505475,0.005
다사52505500,0.081
다사52505525,0.0
다사52505550,0.0
다사52505775,0.0
다사52505800,0.0
다사52505825,0.0
다사52505850,0.0
다사52505675,0.157
다사52505700,0.182
다사52505725,0.43
다사52505750,0.003
다사52255875,0.0
다사52255900,0.0
다사52255925,0.0
다사52255950,0.0
다사52255775,0.0
다사52255800,0.0
다사52255825,0.0
다사52255850,0.0
다사52256075,0.0
다사52503800,0.269
다사52503825,0.415
다사52503850,0.0
다사52255975,0.0
다사52256000,0.0
다사52256025,0.0
다사52256050,0.0
다사52255475,0.15
다사52255500,0.622
다사52255525,0.165
다사52255550,0.009
다사52255375,1.0
다사52255400,1.0
다사52255425,0.945
다사52255450,0.292
다사52255675,0.441
다사52255700,0.452
다사52255725,0.003
다사52255750,0.0
다사52255575,0.0
다사52255600,0.0
다사52255625,0.0
다사52255650,0.0
다사52504375,0.0
다사52504400,0.0
다사52504425,0.0
다사52504450,0.0
다사52504275,0.917
다사52504300,0.88
다사52504325,0.251
다사52504350,0.0
다사52504575,0.193
다사52504600,0.0
다사52504625,0.0
다사52504650,0.005
다사52504475,0.0
다사52504500,0.0
다사52504525,0.0
다사52504550,0.064
다사52503975,0.0
다사52504000,0.054
다사52504025,0.852
다사52504050,1.0
다사52503875,0.0
다사52503900,0.0
다사52503925,0.0
다사52503950,0.0
다사52504175,0.0
다사52504200,0.0
다사52504225,0.296
다사52504250,0.519
다사52504075,0.973
다사52504100,0.729
다사52504125,0.495
다사52504150,0.219
다사52254275,0.425
다사52254300,0.239
다사52254325,0.046
다사52254350,0.0
다사52254175,0.003
다사52254200,0.0
다사52254225,0.0
다사52254250,0.063
다사52254475,0.0
다사52254500,0.0
다사52254525,0.0
다사52254550,0.0
다사52254375,0.0
다사52254400,0.0
다사52254425,0.0
다사52254450,0.0
다사52253875,0.0
다사52253900,0.0
다사52253925,0.0
다사52253950,0.0
다사52006150,0.0
다사52253800,0.838
다사52253825,0.687
다사52253850,0.0
다사52254075,0.378
다사52254100,0.472
다사52254125,1.0
다사52254150,0.689
다사52253975,0.0
다사52254000,0.0
다사52254025,0.254
다사52254050,0.96
다사52255075,0.0
다사52255100,0.0
다사52255125,0.0
다사52255150,0.0
다사52254975,0.266
다사52255000,0.0
다사52255025,0.0
다사52255050,0.0
다사52255275,0.0
다사52255300,0.008
다사52255325,0.841
다사52255350,1.0
다사52255175,0.0
다사52255200,0.0
다사52255225,0.0
다사52255250,0.046
다사52254675,0.295
다사52254700,0.232
다사52254725,0.0
다사52254750,0.0
다사52254575,0.169
다사52254600,0.042
다사52254625,0.0
다사52254650,0.0
다사52254875,0.0
다사52254900,0.0
다사52254925,0.267
다사52254950,1.0
다사52254775,0.0
다사52254800,0.0
다사52254825,0.0
다사52254850,0.0
다사52005050,0.0
다사52005075,0.0
다사52005100,0.0
다사52005125,0.0
다사52004950,0.453
다사52004975,0.0
다사52005000,0.0
다사52005025,0.0
다사52005250,0.133
다사52005275,0.598
다사52005300,0.06
다사52005325,0.975
다사52005150,0.0
다사52005175,0.035
다사52005200,0.423
다사52005225,0.298
다사52004650,0.0
다사52004675,0.002
다사52004700,0.35
다사52004725,0.0
다사52004550,0.0
다사52004575,0.216
다사52004600,0.416
다사52004625,0.0
다사52004850,0.0
다사52004875,0.0
다사52004900,0.0
다사52004925,0.042
다사52004750,0.0
다사52004775,0.0
다사52004800,0.0
다사52004825,0.0
다사52005850,0.0
다사52005875,0.0
다사52005900,0.0
다사52005925,0.0
다사52005750,0.0
다사52005775,0.0
다사52005800,0.0
다사52005825,0.0
다사52006050,0.0
다사52006075,0.0
다사52006100,0.0
다사52006125,0.0
다사52005950,0.0
다사52005975,0.0
다사52006000,0.0
다사52006025,0.0
다사52005450,0.543
다사52005475,0.468
다사52005500,0.214
다사52005525,0.145
다사52005350,0.58
다사52005375,0.529
다사52005400,0.522
다사52005425,0.619
다사52005650,0.0
다사52005675,0.0
다사52005700,0.0
다사52005725,0.0
다사52005550,0.288
다사52005575,0.0
다사52005600,0.0
다사52005625,0.0
다사51755875,0.0
다사51755900,0.0
다사51755925,0.0
다사51755950,0.0
다사51755775,0.0
다사51755800,0.0
다사51755825,0.0
다사51755850,0.0
다사51756075,0.0
다사51756100,0.0
다사51756125,0.0
다사51756150,0.0
다사51755975,0.0
다사51756000,0.0
다사51756025,0.0
다사51756050,0.0
다사51755475,0.0
다사51755500,0.0
다사51755525,0.0
다사51755550,0.309
다사51755375,0.0
다사51755400,0.0
다사51755425,0.0
다사51755450,0.0
다사51755675,0.0
다사51755700,0.07
다사51755725,0.0
다사51755750,0.0
다사51755575,0.265
다사51755600,0.142
다사51755625,0.095
다사51755650,0.0
다사52004250,0.0
다사52004275,0.0
다사52004300,0.0
다사52004325,0.0
다사52004150,1.0
다사52004175,0.691
다사52004200,0.057
다사52004225,0.0
다사52004450,0.0
다사52004475,0.0
다사52004500,0.0
다사52004525,0.0
다사52004350,0.0
다사52004375,0.047
다사52004400,0.0
다사52004425,0.0
다사52003850,0.0
다사52003875,0.0
다사52003900,0.0
다사52003925,0.0
다사51756175,0.0
다사52003775,0.269
다사52003800,0.968
다사52003825,0.649
다사52004050,0.081
다사52004075,0.0
다사52004100,0.337
다사52004125,1.0
다사52003950,0.0
다사52003975,0.0
다사52004000,0.0
다사52004025,0.0
다사51754275,0.0
다사51754300,0.0
다사51754325,0.0
다사51754350,0.148
다사51754175,0.793
다사51754200,0.069
다사51754225,0.0
다사51754250,0.0
다사51754475,0.0
다사51754500,0.0
다사51754525,0.225
다사51754550,0.431
다사51754375,0.138
다사51754400,0.0
다사51754425,0.0
다사51754450,0.0
다사51753875,0.0
다사51753900,0.0
다사51753925,0.0
다사51753950,0.0
다사51753775,0.51
다사51753800,1.0
다사51753825,0.987
다사51753850,0.177
다사51754075,0.0
다사51754100,0.66
다사51754125,1.0
다사51754150,1.0
다사51753975,0.0
다사51754000,0.0
다사51754025,0.0
다사51754050,0.0
다사51755075,0.0
다사51755100,0.0
다사51755125,0.0
다사51755150,0.0
다사51754975,0.0
다사51755000,0.0
다사51755025,0.0
다사51755050,0.0
다사51755275,0.673
다사51755300,0.353
다사51755325,0.37
다사51755350,0.012
다사51755175,0.0
다사51755200,0.661
다사51755225,0.833
다사51755250,0.013
다사51754675,0.0
다사51754700,0.505
다사51754725,0.222
다사51754750,0.0
다사51754575,0.0
다사51754600,0.208
다사51754625,0.0
다사51754650,0.0
다사51754875,0.0
다사51754900,0.0
다사51754925,0.0
다사51754950,0.0
다사51754775,0.0
다사51754800,0.0
다사51754825,0.0
다사51754850,0.0
다사51505100,0.0
다사51505125,0.0
다사51505150,0.0
다사51505175,0.0
다사51505000,0.0
다사51505025,0.0
다사51505050,0.0
다사51505075,0.0
다사51505300,0.681
다사51505325,0.415
다사51505350,0.0
다사51505375,0.0
다사51505200,0.0
다사51505225,0.239
다사51505250,0.7
다사51505275,0.316
다사51504700,0.006
다사51504725,0.233
다사51504750,0.19
다사51504775,0.029
다사51504600,0.325
다사51504625,0.083
다사51504650,0.0
다사51504675,0.0
다사51504900,0.0
다사51504925,0.0
다사51504950,0.0
다사51504975,0.0
다사51504800,0.0
다사51504825,0.0
다사51504850,0.0
다사51504875,0.0
다사51505900,0.0
다사51505925,0.0
다사51505950,0.0
다사51505975,0.0
다사51505800,0.0
다사51505825,0.0
다사51505850,0.0
다사51505875,0.0
다사51506100,0.0
다사51506125,0.0
다사51506150,0.0
다사51506175,0.0
다사51506000,0.0
다사51506025,0.0
다사51506050,0.0
다사51506075,0.0
다사51505500,0.0
다사51505525,0.0
다사51505550,0.02
다사51505575,0.153
다사51505400,0.0
다사51505425,0.0
다사51505450,0.0
다사51505475,0.0
다사51505700,0.0
다사51505725,0.0
다사51505750,0.0
다사51505775,0.0
다사51505600,0.643
다사51505625,0.796
다사51505650,0.343
다사51505675,0.024
다사51255975,0.0
다사51256000,0.0
다사51256025,0.0
다사51256050,0.0
다사51255875,0.0
다사51255900,0.0
다사51255925,0.0
다사51255950,0.0
다사51256175,0.0
다사51256200,0.0
다사51256225,0.0
다사51503775,0.389
다사51256075,0.0
다사51256100,0.0
다사51256125,0.0
다사51256150,0.0
다사51255575,0.0
다사51255600,0.028
다사51255625,0.763
다사51255650,1.0
다사51255475,0.0
다사51255500,0.0
다사51255525,0.0
다사51255550,0.0
다사51255775,0.0
다사51255800,0.0
다사51255825,0.0
다사51255850,0.0
다사51255675,0.31
다사51255700,0.0
다사51255725,0.0
다사51255750,0.0
다사51504300,0.0
다사51504325,0.0
다사51504350,0.179
다사51504375,0.67
다사51504200,0.003
다사51504225,0.0
다사51504250,0.0
다사51504275,0.0
다사51504500,0.001
다사51504525,0.041
다사51504550,0.3
다사51504575,0.305
다사51504400,0.025
다사51504425,0.0
다사51504450,0.0
다사51504475,0.0
다사51503900,0.0
다사51503925,0.0
다사51503950,0.0
다사51503975,0.0
다사51503800,1.0
다사51503825,1.0
다사51503850,0.399
다사51503875,0.0
다사51504100,0.122
다사51504125,0.979
다사51504150,0.675
다사51504175,0.164
다사51504000,0.0
다사51504025,0.0
다사51504050,0.0
다사51504075,0.0
다사51254375,0.518
다사51254400,0.089
다사51254425,0.083
다사51254450,0.03
다사51254275,0.0
다사51254300,0.0
다사51254325,0.0
다사51254350,0.0
다사51254575,0.0
다사51254600,0.36
다사51254625,0.024
다사51254650,0.0
다사51254475,0.0
다사51254500,0.0
다사51254525,0.0
다사51254550,0.147
다사51253975,0.0
다사51254000,0.0
다사51254025,0.087
다사51254050,0.014
다사51253875,0.0
다사51253900,0.085
다사51253925,0.284
다사51253950,0.156
다사51254175,0.785
다사51254200,0.561
다사51254225,0.0
다사51254250,0.0
다사51254075,0.004
다사51254100,0.719
다사51254125,1.0
다사51254150,0.7
다사51255175,0.0
다사51255200,0.0
다사51255225,0.047
다사51255250,0.914
다사51255075,0.0
다사51255100,0.0
다사51255125,0.0
다사51255150,0.0
다사51255375,0.135
다사51255400,0.0
다사51255425,0.0
다사51255450,0.0
다사51255275,0.993
다사51255300,1.0
다사51255325,0.9
다사51255350,0.522
다사51254775,0.0
다사51254800,0.0
다사51254825,0.0
다사51254850,0.0
다사51254675,0.0
다사51254700,0.0
다사51254725,0.0
다사51254750,0.0
다사51254975,0.0
다사51255000,0.0
다사51255025,0.0
다사51255050,0.0
다사51254875,0.0
다사51254900,0.0
다사51254925,0.0
다사51254950,0.0
다사51005250,0.767
다사51005275,1.0
다사51005300,1.0
다사51005325,1.0
다사51005150,0.0
다사51005175,0.0
다사51005200,0.001
다사51005225,0.019
다사51005450,0.0
다사51005475,0.0
다사51005500,0.0
다사51005525,0.0
다사51005350,1.0
다사51005375,0.416
다사51005400,0.0
다사51005425,0.0
다사51004850,0.0
다사51004875,0.0
다사51004900,0.0
다사51004925,0.0
다사51004750,0.0
다사51004775,0.0
다사51004800,0.0
다사51004825,0.0
다사51005050,0.0
다사51005075,0.0
다사51005100,0.0
다사51005125,0.0
다사51004950,0.0
다사51004975,0.0
다사51005000,0.0
다사51005025,0.0
다사51006050,0.0
다사51006075,0.0
다사51006100,0.0
다사51006125,0.0
다사51005950,0.0
다사51005975,0.0
다사51006000,0.0
다사51006025,0.0
다사51253775,0.607
다사51253800,1.0
다사51253825,1.0
다사51253850,0.528
다사51006150,0.0
다사51006175,0.0
다사51006200,0.0
다사51006225,0.0
다사51005650,0.979
다사51005675,0.626
다사51005700,0.226
다사51005725,0.104
다사51005550,0.0
다사51005575,0.229
다사51005600,0.857
다사51005625,1.0
다사51005850,0.0
다사51005875,0.0
다사51005900,0.0
다사51005925,0.0
다사51005750,0.0
다사51005775,0.0
다사51005800,0.0
다사51005825,0.0
다사50756125,0.0
다사50756150,0.0
다사50756175,0.0
다사50756200,0.0
다사50756025,0.0
다사50756050,0.0
다사50756075,0.0
다사50756100,0.0
다사51003850,0.994
다사51003875,0.518
다사51003900,0.859
다사51003925,1.0
다사51003750,0.0
다사51003775,0.692
다사51003800,1.0
다사51003825,1.0
다사50755725,0.533
다사50755750,0.0
다사50755775,0.0
다사50755800,0.0
다사50755625,0.98
다사50755650,0.997
다사50755675,1.0
다사50755700,0.978
다사50755925,0.0
다사50755950,0.0
다사50755975,0.0
다사50756000,0.0
다사50755825,0.0
다사50755850,0.0
다사50755875,0.0
다사50755900,0.0
다사51004450,0.308
다사51004475,0.0
다사51004500,0.0
다사51004525,0.0
다사51004350,0.0
다사51004375,0.051
다사51004400,0.646
다사51004425,0.341
다사51004650,0.0
다사51004675,0.0
다사51004700,0.0
다사51004725,0.0
다사51004550,0.0
다사51004575,0.0
다사51004600,0.181
다사51004625,0.027
다사51004050,0.929
다사51004075,0.835
다사51004100,1.0
다사51004125,1.0
다사51003950,1.0
다사51003975,0.795
다사51004000,0.637
다사51004025,0.975
다사51004250,0.0
다사51004275,0.0
다사51004300,0.0
다사51004325,0.0
다사51004150,1.0
다사51004175,1.0
다사51004200,0.305
다사51004225,0.0
다사50754525,0.0
다사50754550,0.096
다사50754575,0.0
다사50754600,0.0
다사50754425,0.0
다사50754450,0.0
다사50754475,0.0
다사50754500,0.0
다사50754725,0.0
다사50754750,0.0
다사50754775,0.0
다사50754800,0.0
다사50754625,0.0
다사50754650,0.014
다사50754675,0.347
다사50754700,0.009
다사50754125,0.782
다사50754150,1.0
다사50754175,0.851
다사50754200,0.122
다사50754025,1.0
다사50754050,1.0
다사50754075,0.932
다사50754100,0.499
다사50754325,0.0
다사50754350,0.0
다사50754375,0.288
다사50754400,0.122
다사50754225,0.0
다사50754250,0.0
다사50754275,0.0
다사50754300,0.0
다사50755325,1.0
다사50755350,0.996
다사50755375,0.306
다사50755400,0.307
다사50755225,0.648
다사50755250,0.996
다사50755275,1.0
다사50755300,1.0
다사50755525,0.583
다사50755550,0.598
다사50755575,0.816
다사50755600,1.0
다사50755425,0.0
다사50755450,0.0
다사50755475,0.0
다사50755500,0.307
다사50754925,0.0
다사50754950,0.0
다사50754975,0.0
다사50755000,0.0
다사50754825,0.0
다사50754850,0.0
다사50754875,0.0
다사50754900,0.0
다사50755125,0.0
다사50755150,0.0
다사50755175,0.0
다사50755200,0.193
다사50755025,0.0
다사50755050,0.0
다사50755075,0.0
다사50755100,0.0
다사50505400,0.541
다사50505425,0.507
다사50505450,0.331
다사50505475,0.371
다사50505300,0.568
다사50505325,0.944
다사50505350,0.998
다사50505375,0.461
다사50505600,0.991
다사50505625,1.0
다사50505650,0.969
다사50505675,0.845
다사50505500,0.269
다사50505525,0.539
다사50505550,1.0
다사50505575,0.991
다사50505000,0.0
다사50505025,0.0
다사50505050,0.0
다사50505075,0.0
다사50504900,0.0
다사50504925,0.0
다사50504950,0.0
다사50504975,0.0
다사50505200,0.0
다사50505225,0.438
다사50505250,0.247
다사50505275,0.333
다사50505100,0.083
다사50505125,0.0
다사50505150,0.0
다사50505175,0.0
다사50506200,0.0
다사50753750,0.173
다사50753775,1.0
다사50753800,1.0
다사50506100,0.0
다사50506125,0.0
다사50506150,0.0
다사50506175,0.0
다사50753925,1.0
다사50753950,1.0
다사50753975,1.0
다사50754000,1.0
다사50753825,1.0
다사50753850,1.0
다사50753875,1.0
다사50753900,1.0
다사50505800,0.0
다사50505825,0.0
다사50505850,0.0
다사50505875,0.0
다사50505700,0.762
다사50505725,0.599
다사50505750,0.0
다사50505775,0.0
다사50506000,0.0
다사50506025,0.0
다사50506050,0.0
다사50506075,0.0
다사50505900,0.0
다사50505925,0.0
다사50505950,0.0
다사50505975,0.0
다사50503800,1.0
다사50503825,1.0
다사50503850,1.0
다사50503875,1.0
다사50256150,0.0
다사50256175,0.0
다사50503750,0.183
다사50503775,1.0
다사50504000,1.0
다사50504025,1.0
다사50504050,0.946
다사50504075,0.902
다사50503900,1.0
다사50503925,1.0
다사50503950,1.0
다사50503975,1.0
다사50255850,0.0
다사50255875,0.0
다사50255900,0.0
다사50255925,0.0
다사50255750,0.0
다사50255775,0.057
다사50255800,0.0
다사50255825,0.0
다사50256050,0.0
다사50256075,0.0
다사50256100,0.0
다사50256125,0.0
다사50255950,0.0
다사50255975,0.0
다사50256000,0.0
다사50256025,0.0
다사50504600,0.0
다사50504625,0.0
다사50504650,0.134
다사50504675,0.557
다사50504500,0.0
다사50504525,0.0
다사50504550,0.0
다사50504575,0.0
다사50504800,0.0
다사50504825,0.0
다사50504850,0.0
다사50504875,0.0
다사50504700,0.625
다사50504725,0.021
다사50504750,0.0
다사50504775,0.0
다사50504200,0.0
다사50504225,0.0
다사50504250,0.0
다사50504275,0.0
다사50504100,0.105
다사50504125,0.067
다사50504150,0.235
다사50504175,0.02
다사50504400,0.513
다사50504425,0.0
다사50504450,0.0
다사50504475,0.0
다사50504300,0.0
다사50504325,0.0
다사50504350,0.0
다사50504375,0.651
다사50254650,0.0
다사50254675,0.0
다사50254700,0.253
다사50254725,0.644
다사50254550,0.0
다사50254575,0.0
다사50254600,0.0
다사50254625,0.0
다사50254850,0.0
다사50254875,0.0
다사50254900,0.0
다사50254925,0.0
다사50254750,0.035
다사50254775,0.0
다사50254800,0.0
다사50254825,0.0
다사50254250,0.155
다사50254275,0.0
다사50254300,0.0
다사50254325,0.0
다사50254150,0.0
다사50254175,0.0
다사50254200,0.0
다사50254225,0.412
다사50254450,0.0
다사50254475,0.0
다사50254500,0.001
다사50254525,0.142
다사50254350,0.0
다사50254375,0.7
다사50254400,0.318
다사50254425,0.0
다사50255450,0.308
다사50255475,0.976
다사50255500,0.989
다사50255525,0.44
다사50255350,0.712
다사50255375,0.052
다사50255400,0.19
다사50255425,0.558
다사50255650,0.672
다사50255675,0.108
다사50255700,0.142
다사50255725,0.459
다사50255550,0.285
다사50255575,0.328
다사50255600,0.544
다사50255625,0.547
다사50255050,0.0
다사50255075,0.0
다사50255100,0.0
다사50255125,0.0
다사50254950,0.0
다사50254975,0.0
다사50255000,0.0
다사50255025,0.0
다사50255250,0.0
다사50255275,0.0
다사50255300,0.268
다사50255325,0.182
다사50255150,0.0
다사50255175,0.0
다사50255200,0.276
다사50255225,0.241
다사50005450,0.171
다사50005475,0.312
다사50005500,0.36
다사50005525,0.588
다사50005350,0.002
다사50005375,0.19
다사50005400,0.0
다사50005425,0.176
다사50005650,0.0
다사50005675,0.0
다사50005700,0.014
다사50005725,0.169
다사50005550,0.0
다사50005575,0.0
다사50005600,0.0
다사50005625,0.0
다사50005050,0.0
다사50005075,0.0
다사50005100,0.0
다사50005125,0.0
다사50004950,0.0
다사50004975,0.0
다사50005000,0.0
다사50005025,0.0
다사50005250,0.0
다사50005275,0.074
다사50005300,0.161
다사50005325,0.0
다사50005150,0.0
다사50005175,0.0
다사50005200,0.233
다사50005225,0.0
다사50253850,1.0
다사50253875,1.0
다사50253900,1.0
다사50253925,1.0
다사50253750,0.578
다사50253775,0.988
다사50253800,0.982
다사50253825,1.0
다사50254050,0.915
다사50254075,0.115
다사50254100,0.052
다사50254125,0.0
다사50253950,1.0
다사50253975,1.0
다사50254000,1.0
다사50254025,1.0
다사50005850,0.0
다사50005875,0.0
다사50005900,0.0
다사50005925,0.0
다사50005750,0.0
다사50005775,0.029
다사50005800,0.0
다사50005825,0.0
다사50006050,0.0
다사50006075,0.0
다사50006100,0.0
다사50006125,0.0
다사50005950,0.0
다사50005975,0.0
다사50006000,0.0
다사50006025,0.0
다사50003850,1.0
다사50003875,1.0
다사50003900,1.0
다사50003925,1.0
다사49756125,0.0
다사50003775,0.053
다사50003800,0.161
다사50003825,0.898
다사50004050,0.553
다사50004075,0.0
다사50004100,0.0
다사50004125,0.0
다사50003950,1.0
다사50003975,1.0
다사50004000,1.0
다사50004025,1.0
다사49755825,0.0
다사49755850,0.0
다사49755875,0.0
다사49755900,0.0
다사49755725,0.0
다사49755750,0.09
다사49755775,0.179
다사49755800,0.28
다사49756025,0.0
다사49756050,0.0
다사49756075,0.0
다사49756100,0.0
다사49755925,0.0
다사49755950,0.0
다사49755975,0.0
다사49756000,0.0
다사50004650,0.0
다사50004675,0.0
다사50004700,0.0
다사50004725,0.264
다사50004550,0.0
다사50004575,0.0
다사50004600,0.0
다사50004625,0.0
다사50004850,0.0
다사50004875,0.0
다사50004900,0.0
다사50004925,0.0
다사50004750,0.722
다사50004775,0.058
다사50004800,0.0
다사50004825,0.0
다사50004250,0.927
다사50004275,0.001
다사50004300,0.0
다사50004325,0.0
다사50004150,0.0
다사50004175,0.0
다사50004200,0.0
다사50004225,0.514
다사50004450,0.0
다사50004475,0.0
다사50004500,0.001
다사50004525,0.244
다사50004350,0.0
다사50004375,0.334
다사50004400,0.0
다사50004425,0.0
다사49754625,0.0
다사49754650,0.02
다사49754675,0.0
다사49754700,0.0
다사49754525,0.019
다사49754550,0.0
다사49754575,0.0
다사49754600,0.0
다사49754825,0.0
다사49754850,0.0
다사49754875,0.0
다사49754900,0.0
다사49754725,0.0
다사49754750,0.284
다사49754775,0.755
다사49754800,0.031
다사49754225,0.0
다사49754250,0.063
다사49754275,0.0
다사49754300,0.0
다사49754125,0.0
다사49754150,0.15
다사49754175,0.0
다사49754200,0.0
다사49754425,0.0
다사49754450,0.0
다사49754475,0.0
다사49754500,0.277
다사49754325,0.0
다사49754350,0.0
다사49754375,0.0
다사49754400,0.0
다사49755425,0.342
다사49755450,0.952
다사49755475,0.746
다사49755500,0.394
다사49755325,0.013
다사49755350,0.431
다사49755375,0.864
다사49755400,0.689
다사49755625,0.0
다사49755650,0.0
다사49755675,0.0
다사49755700,0.0
다사49755525,0.134
다사49755550,0.0
다사49755575,0.0
다사49755600,0.0
다사49755025,0.031
다사49755050,0.0
다사49755075,0.0
다사49755100,0.0
다사49754925,0.0
다사49754950,0.0
다사49754975,0.0
다사49755000,0.0
다사49755225,0.0
다사49755250,0.012
다사49755275,0.512
다사49755300,0.155
다사49755125,0.0
다사49755150,0.0
다사49755175,0.0
다사49755200,0.0
다사49505350,0.564
다사49505375,0.767
다사49505400,0.94
다사49505425,0.906
다사49505250,0.0
다사49505275,0.575
다사49505300,0.159
다사49505325,0.02
다사49505550,0.0
다사49505575,0.0
다사49505600,0.162
다사49505625,0.077
다사49505450,1.0
다사49505475,0.887
다사49505500,0.271
다사49505525,0.0
다사49504950,0.0
다사49504975,0.0
다사49505000,0.0
다사49505025,0.645
다사49504850,0.0
다사49504875,0.0
다사49504900,0.0
다사49504925,0.0
다사49505150,0.0
다사49505175,0.0
다사49505200,0.0
다사49505225,0.0
다사49505050,0.169
다사49505075,0.0
다사49505100,0.0
다사49505125,0.0
다사49753825,0.193
다사49753850,0.963
다사49753875,1.0
다사49753900,1.0
다사49506050,0.0
다사49506075,0.0
다사49506100,0.0
다사49506125,0.0
다사49754025,0.567
다사49754050,0.462
다사49754075,0.093
다사49754100,0.0
다사49753925,1.0
다사49753950,1.0
다사49753975,1.0
다사49754000,0.932
다사49505750,0.557
다사49505775,0.798
다사49505800,0.18
다사49505825,0.0
다사49505650,0.0
다사49505675,0.0
다사49505700,0.0
다사49505725,0.0
다사49505950,0.0
다사49505975,0.0
다사49506000,0.0
다사49506025,0.0
다사49505850,0.0
다사49505875,0.0
다사49505900,0.0
다사49505925,0.0
다사49256025,0.0
다사49256050,0.0
다사49256075,0.0
다사49256100,0.0
다사49255925,0.0
다사49255950,0.0
다사49255975,0.0
다사49256000,0.0
다사49503950,1.0
다사49503975,1.0
다사49504000,0.998
다사49504025,0.721
다사49503850,0.333
다사49503875,0.583
다사49503900,0.945
다사49503925,1.0
다사49255625,0.097
다사49255650,0.0
다사49255675,0.0
다사49255700,0.0
다사49255525,0.0
다사49255550,0.0
다사49255575,0.0
다사49255600,0.142
다사49255825,0.0
다사49255850,0.0
다사49255875,0.0
다사49255900,0.0
다사49255725,0.0
다사49255750,0.0
다사49255775,0.029
다사49255800,0.0
다사49504550,0.014
다사49504575,0.267
다사49504600,0.005
다사49504625,0.0
다사49504450,0.0
다사49504475,0.0
다사49504500,0.683
다사49504525,0.65
다사49504750,0.0
다사49504775,0.226
다사49504800,0.524
다사49504825,0.0
다사49504650,0.242
다사49504675,0.0
다사49504700,0.0
다사49504725,0.0
다사49504150,0.68
다사49504175,0.377
다사49504200,0.0
다사49504225,0.0
다사49504050,0.416
다사49504075,0.132
다사49504100,0.072
다사49504125,0.018
다사49504350,0.0
다사49504375,0.0
다사49504400,0.0
다사49504425,0.0
다사49504250,0.0
다사49504275,0.0
다사49504300,0.0
다사49504325,0.0
다사49254425,0.0
다사49254450,0.0
다사49254475,0.0
다사49254500,0.057
다사49254325,0.0
다사49254350,0.0
다사49254375,0.074
다사49254400,0.0
다사49254625,0.0
다사49254650,0.0
다사49254675,0.0
다사49254700,0.0
다사49254525,0.445
다사49254550,0.671
다사49254575,0.232
다사49254600,0.0
다사49254025,0.365
다사49254050,0.53
다사49254075,0.487
다사49254100,0.899
다사49253925,0.885
다사49253950,1.0
다사49253975,1.0
다사49254000,0.996
다사49254225,0.0
다사49254250,0.0
다사49254275,0.0
다사49254300,0.0
다사49254125,0.766
다사49254150,0.999
다사49254175,0.959
다사49254200,0.353
다사49255225,0.01
다사49255250,0.197
다사49255275,0.406
다사49255300,0.0
다사49255125,0.0
다사49255150,0.0
다사49255175,0.0
다사49255200,0.005
다사49255425,0.375
다사49255450,0.082
다사49255475,0.017
다사49255500,0.0
다사49255325,0.0
다사49255350,0.0
다사49255375,0.006
다사49255400,0.136
다사49254825,0.094
다사49254850,0.0
다사49254875,0.0
다사49254900,0.0
다사49254725,0.0
다사49254750,0.052
다사49254775,0.707
다사49254800,0.689
다사49255025,0.299
다사49255050,0.0
다사49255075,0.0
다사49255100,0.0
다사49254925,0.0
다사49254950,0.0
다사49254975,0.0
다사49255000,0.321
다사49005050,0.0
다사49005075,0.0
다사49005100,0.0
다사49005125,0.0
다사49004950,0.0
다사49004975,0.0
다사49005000,0.0
다사49005025,0.0
다사49005250,0.486
다사49005275,0.036
다사49005300,0.0
다사49005325,0.0
다사49005150,0.0
다사49005175,0.0
다사49005200,0.07
다사49005225,0.767
다사49004650,0.0
다사49004675,0.0
다사49004700,0.0
다사49004725,0.002
다사49004550,0.0
다사49004575,0.0
다사49004600,0.0
다사49004625,0.0
다사49004850,0.0
다사49004875,0.0
다사49004900,0.0
다사49004925,0.0
다사49004750,0.654
다사49004775,0.256
다사49004800,0.293
다사49004825,0.502
다사49005850,0.0
다사49005875,0.0
다사49005900,0.0
다사49005925,0.0
다사49005750,0.0
다사49005775,0.0
다사49005800,0.0
다사49005825,0.0
다사49006050,0.0
다사49006075,0.0
다사49253875,0.0
다사49253900,0.108
다사49005950,0.0
다사49005975,0.0
다사49006000,0.0
다사49006025,0.0
다사49005450,0.0
다사49005475,0.0
다사49005500,0.0
다사49005525,0.0
다사49005350,0.0
다사49005375,0.0
다사49005400,0.0
다사49005425,0.0
다사49005650,0.0
다사49005675,0.0
다사49005700,0.0
다사49005725,0.0
다사49005550,0.0
다사49005575,0.0
다사49005600,0.0
다사49005625,0.0
다사48755700,0.0
다사48755725,0.0
다사48755750,0.0
다사48755775,0.0
다사48755600,0.0
다사48755625,0.0
다사48755650,0.0
다사48755675,0.0
다사48755900,0.0
다사48755925,0.0
다사48755950,0.0
다사48755975,0.0
다사48755800,0.0
다사48755825,0.0
다사48755850,0.0
다사48755875,0.0
다사48755300,0.0
다사48755325,0.0
다사48755350,0.0
다사48755375,0.0
다사48755200,0.083
다사48755225,0.556
다사48755250,0.0
다사48755275,0.0
다사48755500,0.0
다사48755525,0.0
다사48755550,0.0
다사48755575,0.0
다사48755400,0.0
다사48755425,0.0
