CELL_ID,공원겹침비율
다사45255050,0.0
다사45255075,0.0
다사45255100,0.0
다사45255125,0.0
다사45254950,0.049
다사45254975,0.4
다사45255000,0.191
다사45255025,0.0
다사45254450,0.0
다사45254475,0.0
다사45254500,0.0
다사45254525,0.0
다사45254350,0.0
다사45254375,0.0
다사45254400,0.0
다사45254425,0.0
다사45254650,0.532
다사45254675,0.413
다사45254700,0.304
다사45254725,0.278
다사45254550,0.0
다사45254575,0.0
다사45254600,0.0
다사45254625,0.195
다사44755175,0.283
다사44755200,0.997
다사44755225,0.979
다사44755250,1.0
다사44755075,0.0
다사44755100,0.0
다사44755125,0.0
다사44755150,0.0
다사44755375,0.0
다사44755400,0.0
다사45004125,0.0
다사45004150,0.141
다사44755275,0.994
다사44755300,1.0
다사44755325,0.652
다사44755350,0.0
다사44754775,0.0
다사44754800,0.0
다사44754825,0.063
다사44754850,0.331
다사44754675,0.0
다사44754700,0.0
다사44754725,0.0
다사44754750,0.0
다사44754975,0.0
다사44755000,0.0
다사44755025,0.0
다사44755050,0.0
다사44754875,0.0
다사44754900,0.05
다사44754925,0.74
다사44754950,0.258
다사45004675,0.934
다사45004700,0.69
다사45004725,0.748
다사45004750,0.575
다사45004575,0.016
다사45004600,0.497
다사45004625,0.985
다사45004650,0.999
다사45004875,0.0
다사45004900,0.0
다사45004925,0.535
다사45004950,0.886
다사45004775,0.05
다사45004800,0.0
다사45004825,0.008
다사45004850,0.124
다사45004275,0.0
다사45004300,0.0
다사45004325,0.0
다사45004350,0.0
다사45004175,0.141
다사45004200,0.003
다사45004225,0.0
다사45004250,0.0
다사45004475,0.0
다사45004500,0.0
다사45004525,0.0
다사45004550,0.0
다사45004375,0.0
다사45004400,0.0
다사45004425,0.0
다사45004450,0.0
다사44504750,0.013
다사44504775,0.33
다사44504800,0.0
다사44504825,0.0
다사44504650,0.0
다사44504675,0.0
다사44504700,0.0
다사44504725,0.0
다사44504950,0.0
다사44504975,0.0
다사44505000,0.0
다사44505025,0.0
다사44504850,0.0
다사44504875,0.033
다사44504900,0.487
다사44504925,0.356
다사44504350,0.018
다사44504375,0.0
다사44504400,0.0
다사44504425,0.0
다사44504250,0.432
다사44504275,0.248
다사44504300,0.271
다사44504325,0.145
다사44504550,0.895
다사44504575,0.702
다사44504600,0.227
다사44504625,0.0
다사44504450,0.0
다사44504475,0.13
다사44504500,0.416
다사44504525,0.69
다사44754375,0.0
다사44754400,0.0
다사44754425,0.0
다사44754450,0.0
다사44754275,0.0
다사44754300,0.0
다사44754325,0.0
다사44754350,0.0
다사44754575,0.776
다사44754600,0.744
다사44754625,0.169
다사44754650,0.036
다사44754475,0.0
다사44754500,0.0
다사44754525,0.0
다사44754550,0.134
다사44505150,0.0
다사44505175,0.0
다사44505200,0.367
다사44505225,0.96
다사44505050,0.0
다사44505075,0.0
다사44505100,0.0
다사44505125,0.0
다사44754175,0.088
다사44754200,0.334
다사44754225,0.185
다사44754250,0.046
다사44505250,0.963
다사44505275,1.0
다사44505300,1.0
다사44505325,0.548
다사44005325,0.06
다사44254275,0.151
다사44254300,0.351
다사44254350,0.805
다사44005225,0.0
다사44005250,0.561
다사44005275,0.888
다사44005300,0.831
다사44254475,0.792
다사44254500,0.513
다사44254525,0.252
다사44254550,0.065
다사44254375,0.816
다사44254400,0.697
다사44254425,0.544
다사44254450,0.846
다사44004925,0.0
다사44004950,0.0
다사44004975,0.0
다사44005000,0.0
다사44004825,0.0
다사44004850,0.0
다사44004875,0.0
다사44004900,0.0
다사44005125,0.447
다사44005150,0.0
다사44005175,0.0
다사44005200,0.0
다사44005025,0.0
다사44005050,0.0
다사44005075,0.081
다사44005100,0.71
다사44255075,0.059
다사44255100,0.592
다사44255125,0.034
다사44255150,0.0
다사44254975,0.0
다사44255000,0.0
다사44255025,0.0
다사44255050,0.0
다사44255275,0.983
다사44255300,1.0
다사44255325,0.408
다사44504225,0.302
다사44255175,0.0
다사44255200,0.0
다사44255225,0.252
다사44255250,0.94
다사44254675,0.022
다사44254700,0.0
다사44254725,0.0
다사44254750,0.0
다사44254575,0.089
다사44254600,0.09
다사44254625,0.0
다사44254650,0.029
다사44254875,0.0
다사44254900,0.0
다사44254925,0.0
다사44254950,0.0
다사44254775,0.0
다사44254800,0.0
다사44254825,0.0
다사44254850,0.0
다사43754700,0.0
다사43754725,0.0
다사43754750,0.0
다사43754775,0.0
다사43754600,0.0
다사43754625,0.0
다사43754650,0.0
다사43754675,0.0
다사43754900,0.0
다사43754925,0.0
다사43754950,0.0
다사43754975,0.0
다사43754800,0.0
다사43754825,0.0
다사43754850,0.0
다사43754875,0.0
다사43505275,0.0
다사43505300,0.0
다사43754350,0.0
다사43754375,0.0
다사43505175,0.045
다사43505200,0.0
다사43505225,0.0
다사43505250,0.0
다사43754500,0.0
다사43754525,0.0
다사43754550,0.0
다사43754575,0.0
다사43754400,0.0
다사43754425,0.0
다사43754450,0.0
다사43754475,0.0
다사44004525,0.0
다사44004550,0.079
다사44004575,0.0
다사44004600,0.0
다사44004425,0.331
다사44004450,0.118
다사44004475,0.0
다사44004500,0.0
다사44004725,0.0
다사44004750,0.0
다사44004775,0.0
다사44004800,0.0
다사44004625,0.0
다사44004650,0.375
다사44004675,0.114
다사44004700,0.0
다사43755100,0.005
다사43755125,0.043
다사43755150,0.088
다사43755175,0.0
다사43755000,0.0
다사43755025,0.0
다사43755050,0.0
다사43755075,0.0
다사43755300,0.095
다사43755325,0.0
다사44004375,0.027
다사44004400,0.205
다사43755200,0.0
다사43755225,0.0
다사43755250,0.017
다사43755275,0.16
다사43255050,0.0
다사43255075,0.0
다사43255100,0.0
다사43255125,0.0
다사43254950,0.097
다사43254975,0.0
다사43255000,0.185
다사43255025,0.0
다사43255250,0.0
다사43255275,0.0
다사43255300,0.0
다사43504350,0.0
다사43255150,0.0
다사43255175,0.006
다사43255200,0.0
다사43255225,0.0
다사43254650,0.0
다사43254675,0.0
다사43254700,0.0
다사43254725,0.0
다사43254550,0.0
다사43254575,0.003
다사43254600,0.0
다사43254625,0.0
다사43254850,0.0
다사43254875,0.192
다사43254900,0.852
다사43254925,0.936
다사43254750,0.0
다사43254775,0.0
다사43254800,0.0
다사43254825,0.0
다사43504875,0.265
다사43504900,0.775
다사43504925,0.455
다사43504950,0.0
다사43504775,0.0
다사43504800,0.0
다사43504825,0.0
다사43504850,0.0
다사43505075,0.0
다사43505100,0.0
다사43505125,0.0
다사43505150,0.06
다사43504975,0.0
다사43505000,0.0
다사43505025,0.0
다사43505050,0.0
다사43504475,0.0
다사43504500,0.0
다사43504525,0.0
다사43504550,0.0
다사43504375,0.0
다사43504400,0.0
다사43504425,0.0
다사43504450,0.0
다사43504675,0.0
다사43504700,0.0
다사43504725,0.0
다사43504750,0.0
다사43504575,0.0
다사43504600,0.0
다사43504625,0.0
다사43504650,0.0
다사43004450,0.0
다사43004475,0.0
다사43004500,0.0
다사43004525,0.0
다사43004350,0.0
다사43004375,0.0
다사43004400,0.0
다사43004425,0.0
다사43004650,0.0
다사43004675,0.0
다사43004700,0.0
다사43004725,0.0
다사43004550,0.009
다사43004575,0.809
다사43004600,0.151
다사43004625,0.261
다사42755050,0.0
다사42755075,0.0
다사42755100,0.0
다사42755125,0.0
다사42754950,1.0
다사42754975,0.664
다사42755000,0.25
다사42755025,0.213
다사42755250,0.0
다사42755275,0.0
다사43004300,0.0
다사43004325,0.0
다사42755150,0.0
다사42755175,0.0
다사42755200,0.231
다사42755225,0.212
다사43005250,0.0
다사43005275,0.0
다사43254300,0.0
다사43254325,0.0
다사43005150,0.0
다사43005175,0.0
다사43005200,0.066
다사43005225,0.0
다사43254450,0.0
다사43254475,0.0
다사43254500,0.0
다사43254525,0.0
다사43254350,0.0
다사43254375,0.0
다사43254400,0.0
다사43254425,0.0
다사43004850,0.0
다사43004875,0.072
다사43004900,0.752
다사43004925,1.0
다사43004750,0.0
다사43004775,0.0
다사43004800,0.0
다사43004825,0.0
다사43005050,0.0
다사43005075,0.0
다사43005100,0.0
다사43005125,0.0
다사43004950,0.992
다사43004975,0.86
다사43005000,0.843
다사43005025,0.239
다사42504925,0.41
다사42504950,0.6
다사42504975,0.06
다사42505000,0.0
다사42504825,0.0
다사42504850,0.0
다사42504875,0.219
다사42504900,0.047
다사42505125,0.044
다사42505150,0.0
다사42505175,0.0
다사42505200,0.001
다사42505025,0.0
다사42505050,0.0
다사42505075,0.0
다사42505100,0.12
다사42504525,0.591
다사42504550,0.191
다사42504575,0.358
다사42504600,0.564
다사42504425,0.0
다사42504450,0.0
다사42504475,0.0
다사42504500,0.176
다사42504725,0.0
다사42504750,0.0
다사42504775,0.0
다사42504800,0.0
다사42504625,0.77
다사42504650,0.0
다사42504675,0.0
다사42504700,0.062
다사42754650,0.0
다사42754675,0.0
다사42754700,0.0
다사42754725,0.0
다사42754550,0.005
다사42754575,0.333
다사42754600,0.033
다사42754625,0.369
다사42754850,0.002
다사42754875,0.613
다사42754900,0.918
다사42754925,0.896
다사42754750,0.0
다사42754775,0.0
다사42754800,0.0
다사42754825,0.0
다사42754250,0.0
다사42754275,0.0
다사42754300,0.0
다사42754325,0.0
다사42505225,0.187
다사42505250,0.038
다사42505275,0.0
다사42505300,0.0
다사42754450,0.0
다사42754475,0.0
다사42754500,0.224
다사42754525,0.556
다사42754350,0.0
다사42754375,0.0
다사42754400,0.0
다사42754425,0.0
다사42254425,0.0
다사42254450,0.0
다사42254475,0.0
다사42254500,0.0
다사42254325,0.0
다사42254350,0.0
다사42254375,0.0
다사42254400,0.0
다사42254625,0.844
다사42254650,0.0
다사42254675,0.0
다사42254700,0.06
다사42254525,0.0
다사42254550,0.052
다사42254575,0.721
다사42254600,0.948
다사42005125,0.0
다사42005150,0.0
다사42005175,0.0
다사42005200,0.0
다사42005025,0.361
다사42005050,0.0
다사42005075,0.0
다사42005100,0.0
다사42005325,0.0
다사42254250,0.0
다사42254275,0.0
다사42254300,0.0
다사42005225,0.0
다사42005250,0.0
다사42005275,0.064
다사42005300,0.0
다사42255225,0.0
다사42255250,0.085
다사42255275,0.006
다사42255300,0.0
다사42255125,0.0
다사42255150,0.0
다사42255175,0.0
다사42255200,0.0
다사42504325,0.0
다사42504350,0.0
다사42504375,0.0
다사42504400,0.0
다사42255325,0.0
다사42504250,0.0
다사42504275,0.0
다사42504300,0.0
다사42254825,0.0
다사42254850,0.0
다사42254875,0.0
다사42254900,0.0
다사42254725,0.006
다사42254750,0.0
다사42254775,0.0
다사42254800,0.0
다사42255025,0.0
다사42255050,0.0
다사42255075,0.0
다사42255100,0.0
다사42254925,0.0
다사42254950,0.0
다사42254975,0.0
다사42255000,0.0
다사41755125,0.161
다사41755150,0.052
다사41755175,0.108
다사41755200,0.0
다사41755025,0.0
다사41755050,0.0
다사41755075,0.0
다사41755100,0.0
다사41755325,0.0
다사41755350,0.0
다사42004175,0.0
다사42004200,0.0
다사41755225,0.0
다사41755250,0.0
다사41755275,0.551
다사41755300,0.392
다사41754725,0.0
다사41754750,0.0
다사41754775,0.0
다사41754800,0.0
다사41754625,0.161
다사41754650,0.0
다사41754675,0.0
다사41754700,0.0
다사41754925,0.0
다사41754950,0.0
다사41754975,0.0
다사41755000,0.0
다사41754825,0.0
다사41754850,0.0
다사41754875,0.059
다사41754900,0.0
다사42004725,0.0
다사42004750,0.0
다사42004775,0.0
다사42004800,0.0
다사42004625,0.725
다사42004650,0.0
다사42004675,0.0
다사42004700,0.065
다사42004925,0.0
다사42004950,0.0
다사42004975,0.0
다사42005000,0.106
다사42004825,0.0
다사42004850,0.13
다사42004875,0.21
다사42004900,0.0
다사42004325,0.0
다사42004350,0.0
다사42004375,0.0
다사42004400,0.0
다사42004225,0.0
다사42004250,0.0
다사42004275,0.0
다사42004300,0.0
다사42004525,0.0
다사42004550,0.0
다사42004575,0.019
다사42004600,0.618
다사42004425,0.0
다사42004450,0.0
다사42004475,0.0
다사42004500,0.0
다사41504750,0.0
다사41504775,0.0
다사41504800,0.0
다사41504825,0.0
다사41504650,0.0
다사41504675,0.0
다사41504700,0.0
다사41504725,0.0
다사41504950,0.0
다사41504975,0.0
다사41505000,0.0
다사41505025,0.0
다사41504850,0.0
다사41504875,0.0
다사41504900,0.0
다사41504925,0.0
다사41504350,0.0
다사41504375,0.0
다사41504400,0.0
다사41504425,0.0
다사41504250,0.0
다사41504275,0.0
다사41504300,0.0
다사41504325,0.0
다사41504550,0.0
다사41504575,0.0
다사41504600,0.212
다사41504625,0.021
다사41504450,0.0
다사41504475,0.0
다사41504500,0.0
다사41504525,0.0
다사41754325,0.0
다사41754350,0.0
다사41754375,0.0
다사41754400,0.0
다사41754225,0.0
다사41754250,0.0
다사41754275,0.0
다사41754300,0.0
다사41754525,0.0
다사41754550,0.0
다사41754575,0.0
다사41754600,0.125
다사41754425,0.0
다사41754450,0.0
다사41754475,0.0
다사41754500,0.0
다사41505150,0.0
다사41505175,0.0
다사41505200,0.0
다사41505225,0.0
다사41505050,0.0
다사41505075,0.0
다사41505100,0.0
다사41505125,0.0
다사41505350,0.0
다사41505375,0.0
다사41754175,0.0
다사41754200,0.0
다사41505250,0.029
다사41505275,0.654
다사41505300,0.536
다사41505325,0.0
다사41254400,0.0
다사41254425,0.0
다사41254450,0.0
다사41254475,0.0
다사41254300,0.0
다사41254325,0.0
다사41254350,0.0
다사41254375,0.0
다사41254600,0.0
다사41254625,0.0
다사41254650,0.0
다사41254675,0.145
다사41254500,0.0
다사41254525,0.0
다사41254550,0.0
다사41254575,0.0
다사41005275,0.762
다사41005300,0.447
다사41005325,0.087
다사41005350,0.0
다사41005175,0.484
다사41005200,0.846
다사41005225,0.999
다사41005250,1.0
다사41254200,0.0
다사41254225,0.0
다사41254250,0.0
다사41254275,0.0
다사41005375,0.0
다사41005400,0.0
다사41005425,0.0
다사41254175,0.0
다사41255200,0.0
다사41255225,0.332
다사41255250,0.953
다사41255275,0.848
다사41255100,0.0
다사41255125,0.0
다사41255150,0.0
다사41255175,0.0
다사41255400,0.0
다사41504175,0.0
다사41504200,0.0
다사41504225,0.0
다사41255300,0.727
다사41255325,0.2
다사41255350,0.0
다사41255375,0.0
다사41254800,0.0
다사41254825,0.0
다사41254850,0.0
다사41254875,0.0
다사41254700,0.254
다사41254725,0.026
다사41254750,0.0
다사41254775,0.0
다사41255000,0.0
다사41255025,0.0
다사41255050,0.0
다사41255075,0.0
다사41254900,0.0
다사41254925,0.0
다사41254950,0.0
다사41254975,0.0
다사40755350,0.003
다사40755375,0.0
다사40755400,0.0
다사40755425,0.0
다사40755250,0.117
다사40755275,0.134
다사40755300,0.0
다사40755325,0.0
다사41004275,0.0
다사41004300,0.0
다사41004325,0.0
다사41004350,0.0
다사41004175,0.0
다사41004200,0.0
다사41004225,0.0
다사41004250,0.0
다사40754950,0.0
다사40754975,0.0
다사40755000,0.0
다사40755025,0.0
다사40754850,0.0
다사40754875,0.0
다사40754900,0.0
다사40754925,0.0
다사40755150,0.0
다사40755175,0.56
다사40755200,0.853
다사40755225,0.256
다사40755050,0.0
다사40755075,0.0
다사40755100,0.0
다사40755125,0.0
다사41004875,0.0
다사41004900,0.0
다사41004925,0.0
다사41004950,0.0
다사41004775,0.062
다사41004800,0.0
다사41004825,0.0
다사41004850,0.0
다사41005075,0.0
다사41005100,0.0
다사41005125,0.0
다사41005150,0.0
다사41004975,0.0
다사41005000,0.0
다사41005025,0.0
다사41005050,0.0
다사41004475,0.0
다사41004500,0.0
다사41004525,0.0
다사41004550,0.0
다사41004375,0.0
다사41004400,0.0
다사41004425,0.0
다사41004450,0.0
다사41004675,0.513
다사41004700,0.065
다사41004725,0.1
다사41004750,0.168
다사41004575,0.0
다사41004600,0.0
다사41004625,0.0
다사41004650,0.302
다사40505025,0.0
다사40505050,0.0
다사40505075,0.0
다사40505100,0.0
다사40504925,0.0
다사40504950,0.0
다사40504975,0.0
다사40505000,0.0
다사40505225,0.0
다사40505250,0.0
다사40505275,0.0
다사40505300,0.0
다사40505125,0.0
다사40505150,0.0
다사40505175,0.207
다사40505200,0.233
다사40504625,0.0
다사40504650,0.0
다사40504675,0.0
다사40504700,0.0
다사40504525,0.0
다사40504550,0.0
다사40504575,0.0
다사40504600,0.0
다사40504825,0.0
다사40504850,0.0
다사40504875,0.0
다사40504900,0.0
다사40504725,0.143
다사40504750,0.531
다사40504775,0.445
다사40504800,0.349
다사40754550,0.0
다사40754575,0.0
다사40754600,0.0
다사40754625,0.0
다사40754450,0.0
다사40754475,0.0
다사40754500,0.0
다사40754525,0.0
다사40754750,0.942
다사40754775,0.732
다사40754800,0.0
다사40754825,0.0
다사40754650,0.0
다사40754675,0.074
다사40754700,0.144
다사40754725,0.05
다사40505425,0.0
다사40505450,0.0
다사40754200,0.0
다사40754225,0.0
다사40505325,0.0
다사40505350,0.013
다사40505375,0.351
다사40505400,0.0
다사40754350,0.0
다사40754375,0.0
다사40754400,0.0
다사40754425,0.0
다사40754250,0.0
다사40754275,0.0
다사40754300,0.0
다사40754325,0.0
다사40254700,0.0
다사40254725,0.028
다사40254750,0.003
다사40254800,0.121
다사40254600,0.0
다사40254625,0.0
다사40254650,0.0
다사40254675,0.0
다사40254925,0.0
다사40254950,0.0
다사40254975,0.0
다사40255000,0.0
다사40254825,0.0
다사40254850,0.0
다사40254875,0.0
다사40254900,0.0
다사40254300,0.235
다사40254325,0.0
다사40254350,0.0
다사40254375,0.0
다사40254200,0.0
다사40254225,0.0
다사40254250,0.0
다사40254275,0.429
다사40254500,0.0
다사40254525,0.0
다사40254550,0.0
다사40254575,0.0
다사40254400,0.0
다사40254425,0.0
다사40254450,0.0
다사40254475,0.0
다사40504225,0.0
다사40504250,0.0
다사40504275,0.0
다사40504300,0.134
다사40255425,0.0
다사40255450,0.0
다사40255475,0.0
다사40504200,0.0
다사40504425,0.0
다사40504450,0.0
다사40504475,0.0
다사40504500,0.0
다사40504325,0.0
다사40504350,0.0
다사40504375,0.0
다사40504400,0.0
다사40255125,0.0
다사40255150,0.0
다사40255175,0.0
다사40255200,0.0
다사40255025,0.0
다사40255050,0.0
다사40255075,0.0
다사40255100,0.0
다사40255325,0.0
다사40255350,0.0
다사40255375,0.355
다사40255400,0.268
다사40255225,0.0
다사40255250,0.0
다사40255275,0.0
다사40255300,0.0
다사40004225,0.0
다사40004250,0.024
다사40004275,0.533
다사40004300,0.184
다사39755500,0.0
다사39755525,0.0
다사40004175,0.0
다사40004200,0.0
다사40004425,0.0
다사40004450,0.0
다사40004475,0.0
다사40004500,0.0
다사40004325,0.0
다사40004350,0.0
다사40004375,0.0
다사40004400,0.0
다사39755200,0.0
다사39755225,0.0
다사39755250,0.0
다사39755275,0.0
다사39755100,0.0
다사39755125,0.0
다사39755150,0.0
다사39755175,0.0
다사39755400,0.227
다사39755425,0.593
다사39755450,0.0
다사39755475,0.0
다사39755300,0.0
다사39755325,0.065
다사39755350,0.483
다사39755375,0.572
다사40005200,0.0
다사40005225,0.0
다사40005250,0.0
다사40005275,0.138
다사40005100,0.0
다사40005125,0.0
다사40005150,0.0
다사40005175,0.0
다사40005400,0.522
다사40005425,0.016
다사40005450,0.0
다사40005475,0.0
다사40005300,0.017
다사40005325,0.0
다사40005350,0.0
다사40005375,0.005
다사40004650,0.0
다사40004825,0.0
다사40004850,0.0
다사40004875,0.0
다사40004525,0.0
다사40004550,0.0
다사40004575,0.0
다사40004625,0.0
다사40005000,0.0
다사40005025,0.0
다사40005050,0.0
다사40005075,0.0
다사40004900,0.0
다사40004925,0.0
다사40004950,0.0
다사40004975,0.0
다사39504950,0.0
다사39504975,0.0
다사39505000,0.0
다사39505025,0.0
다사39504425,0.0
다사39504450,0.0
다사39504900,0.0
다사39504925,0.0
다사39505150,0.0
다사39505175,0.0
다사39505200,0.0
다사39505225,0.0
다사39505050,0.0
다사39505075,0.0
다사39505100,0.0
다사39505125,0.0
다사39255400,0.44
다사39255425,0.038
다사39255450,0.843
다사39255475,0.259
다사39255300,0.0
다사39255325,0.0
다사39255350,0.062
다사39255375,0.916
다사39504200,0.0
다사39504225,0.0
다사39504375,0.0
다사39504400,0.0
다사39255500,0.0
다사39255525,0.0
다사39255550,0.0
다사39504175,0.0
다사39754375,0.0
다사39754400,0.0
다사39754425,0.0
다사39754450,0.0
다사39754250,0.0
다사39754275,0.0
다사39754300,0.0
다사39754350,0.0
다사39755000,0.0
다사39755025,0.0
다사39755050,0.0
다사39755075,0.0
다사39754475,0.0
다사39754925,0.0
다사39754950,0.0
다사39754975,0.0
다사39505350,0.73
다사39505375,0.986
다사39505400,0.084
다사39505425,0.548
다사39505250,0.0
다사39505275,0.0
다사39505300,0.0
다사39505325,0.184
다사39505550,0.0
다사39754175,0.0
다사39754200,0.0
다사39754225,0.0
다사39505450,0.419
다사39505475,0.0
다사39505500,0.0
다사39505525,0.0
다사39005025,0.0
다사39005050,0.0
다사39005075,0.0
다사39005100,0.0
다사39004925,0.0
다사39004950,0.0
다사39004975,0.0
다사39005000,0.0
다사39005225,0.0
다사39005250,0.0
다사39005275,0.0
다사39005300,0.0
다사39005125,0.0
다사39005150,0.0
다사39005175,0.0
다사39005200,0.0
다사38755325,0.026
다사38755350,0.019
다사38755375,0.0
다사38755400,0.0
다사38755225,0.0
다사38755250,0.0
다사38755275,0.0
다사38755300,0.0
다사38755525,0.0
다사38755550,0.0
다사38755575,0.0
다사38755600,0.0
다사38755425,0.0
다사38755450,0.0
다사38755475,0.0
다사38755500,0.0
다사39255000,0.0
다사39255025,0.0
다사39255050,0.0
다사39255075,0.0
다사39254450,0.0
다사39254925,0.0
다사39254950,0.0
다사39254975,0.0
다사39255200,0.0
다사39255225,0.0
다사39255250,0.0
다사39255275,0.0
다사39255100,0.0
다사39255125,0.0
다사39255150,0.0
다사39255175,0.0
다사39005425,0.0
다사39005450,0.153
다사39005475,0.027
다사39005500,0.0
다사39005325,0.0
다사39005350,0.133
다사39005375,0.404
다사39005400,0.004
다사39254200,0.0
다사39254375,0.0
다사39254400,0.0
다사39254425,0.0
다사39005525,0.0
다사39005550,0.0
다사39005575,0.0
다사39254175,0.0
다사38255550,0.0
다사38255575,0.0
다사38255600,0.0
다사38255625,0.0
다사38255450,0.0
다사38255475,0.0
다사38255500,0.0
다사38255525,0.0
다사38505050,0.0
다사38505075,0.0
다사38505100,0.0
다사38505125,0.0
다사38504950,0.0
다사38504975,0.0
다사38505000,0.0
다사38505025,0.0
다사38255150,0.0
다사38255175,0.0
다사38255200,0.0
다사38255225,0.0
다사38255050,0.0
다사38255075,0.0
다사38255100,0.0
다사38255125,0.0
다사38255350,0.0
다사38255375,0.0
다사38255400,0.0
다사38255425,0.0
다사38255250,0.0
다사38255275,0.0
다사38255300,0.0
다사38255325,0.0
다사38754925,0.0
다사38754950,0.0
다사38754975,0.0
다사38755000,0.0
다사38505550,0.0
다사38505575,0.0
다사38505600,0.0
다사38505625,0.0
다사38755125,0.0
다사38755150,0.0
다사38755175,0.0
다사38755200,0.0
다사38755025,0.0
다사38755050,0.0
다사38755075,0.0
다사38755100,0.0
다사38505250,0.0
다사38505275,0.0
다사38505300,0.0
다사38505325,0.0
다사38505150,0.0
다사38505175,0.0
다사38505200,0.0
다사38505225,0.0
다사38505450,0.0
다사38505475,0.0
다사38505500,0.0
다사38505525,0.0
다사38505350,0.0
다사38505375,0.0
다사38505400,0.0
다사38505425,0.0
다사37755300,0.0
다사37755325,0.0
다사37755350,0.0
다사37755375,0.0
다사37755200,0.0
다사37755225,0.0
다사37755250,0.0
다사37755275,0.0
다사37755575,0.0
다사38004875,0.0
다사38004900,0.0
다사38004925,0.0
다사37755400,0.0
다사37755425,0.0
다사37755525,0.0
다사37755550,0.0
다사37754900,0.0
다사37754925,0.0
다사37754950,0.0
다사37754975,0.0
다사37505350,0.0
다사37505375,0.0
다사37505400,0.0
다사37754875,0.0
다사37755100,0.0
다사37755125,0.0
다사37755150,0.0
다사37755175,0.0
다사37755000,0.0
다사37755025,0.0
다사37755050,0.0
다사37755075,0.0
다사38005450,0.0
다사38005475,0.0
다사38005500,0.0
다사38005525,0.0
다사38005350,0.0
다사38005375,0.0
다사38005400,0.0
다사38005425,0.0
다사38254950,0.0
다사38254975,0.0
다사38255000,0.0
다사38255025,0.0
다사38005550,0.0
다사38005575,0.0
다사38005600,0.0
다사38254925,0.0
다사38005050,0.0
다사38005075,0.0
다사38005100,0.0
다사38005125,0.0
다사38004950,0.0
다사38004975,0.0
다사38005000,0.0
다사38005025,0.0
다사38005250,0.0
다사38005275,0.0
다사38005300,0.0
다사38005325,0.0
다사38005150,0.0
다사38005175,0.0
다사38005200,0.0
다사38005225,0.0
다사37005225,0.0
다사37005250,0.0
다사37005275,0.0
다사37005300,0.0
다사37005125,0.0
다사37005150,0.0
다사37005175,0.0
다사37005200,0.0
다사37255000,0.0
다사37255025,0.0
다사37255050,0.0
다사37255075,0.0
다사37005325,0.0
다사37254925,0.0
다사37254950,0.0
다사37254975,0.0
다사36755200,0.0
다사36755225,0.0
다사36755250,0.0
다사36755275,0.0
다사36755100,0.0
다사36755125,0.0
다사36755150,0.0
다사36755175,0.0
다사37005025,0.0
다사37005050,0.0
다사37005075,0.0
다사37005100,0.0
다사36755300,0.0
다사37004950,0.0
다사37004975,0.0
다사37005000,0.0
다사37505050,0.0
다사37505075,0.0
다사37505100,0.0
다사37505125,0.0
다사37504950,0.0
다사37504975,0.0
다사37505000,0.0
다사37505025,0.0
다사37505250,0.0
다사37505275,0.0
다사37505300,0.0
다사37505325,0.0
다사37505150,0.0
다사37505175,0.0
다사37505200,0.0
다사37505225,0.0
다사37255200,0.0
다사37255225,0.0
다사37255250,0.0
다사37255275,0.0
다사37255100,0.0
다사37255125,0.0
다사37255150,0.0
다사37255175,0.0
다사37504850,0.0
다사37504875,0.0
다사37504900,0.0
다사37504925,0.0
다사37255300,0.0
다사37255325,0.0
다사37255350,0.0
다사37255375,0.0
다사35755150,0.0
다사35755200,0.0
다사35755225,0.0
다사36004975,0.0
다사35755050,0.0
다사35755075,0.0
다사35755100,0.0
다사35755125,0.0
다사36005100,0.0
다사36005125,0.0
다사36005150,0.0
다사36005175,0.0
다사36005000,0.0
다사36005025,0.0
다사36005050,0.0
다사36005075,0.0
다사35255025,0.0
다사35255050,0.0
다사35255075,0.0
다사35255100,0.0
다사35005050,0.0
다사35005075,0.0
다사35005100,0.0
다사35505100,0.0
다사35505125,0.0
다사35755000,0.0
다사35755025,0.0
다사35505000,0.0
다사35505025,0.0
다사35505050,0.0
다사35505075,0.0
다사36505125,0.0
다사36505150,0.0
다사36505175,0.0
다사36505200,0.0
다사36505025,0.0
다사36505050,0.0
다사36505075,0.0
다사36505100,0.0
다사36755000,0.0
다사36755025,0.0
다사36755050,0.0
다사36755075,0.0
다사36505225,0.0
다사36505250,0.0
다사36505275,0.0
다사36754975,0.0
다사36255025,0.0
다사36255050,0.0
다사36255075,0.0
다사36255100,0.0
다사36005200,0.0
다사36005225,0.0
다사36254975,0.0
다사36255000,0.0
다사36255225,0.0
다사36255250,0.0
다사36504975,0.0
다사36505000,0.0
다사36255125,0.0
다사36255150,0.0
다사36255175,0.0
다사36255200,0.0
다사62506525,1.0
다사62506550,1.0
다사62506575,1.0
다사62506600,1.0
다사62506425,1.0
다사62506450,1.0
다사62506475,1.0
다사62506500,1.0
다사62753875,0.144
다사62753900,0.947
다사62753925,0.28
다사62753950,0.437
다사62506625,0.195
다사62753800,0.651
다사62753825,0.286
다사62753850,0.0
다사62506125,0.0
다사62506150,0.0
다사62506175,0.0
다사62506200,0.171
다사62506025,0.441
다사62506050,0.403
다사62506075,0.334
다사62506100,0.0
다사62506325,0.729
다사62506350,0.774
다사62506375,1.0
다사62506400,1.0
다사62506225,0.0
다사62506250,0.004
다사62506275,0.0
