CELL_ID,4월_유출,4월_유입,4월_총이동,9월_유출,9월_유입,9월_총이동,일평균_유출,일평균_유입,일평균_총이동
다사58255025,5996.55,5834.85,11831.4,5390.37,5118.15,10508.52,5693.46,5476.5,11169.96
다사49004750,8832.6,8291.5,17124.1,2638.7,2550.03,5188.73,5735.65,5420.765,11156.414999999999
다사66004700,5797.05,5801.25,11598.3,5413.78,5300.45,10714.23,5605.415,5550.85,11156.265
다사48505475,6103.65,5924.8,12028.45,5216.01,5044.34,10260.34,5659.83,5484.57,11144.395
다사47004850,5374.25,5759.95,11134.2,5374.37,5774.86,11149.23,5374.3099999999995,5767.405,11141.715
다사59505100,7021,5159.35,12180.35,5881.32,4203.92,10085.24,6451.16,4681.635,11132.795
다사51005400,5872.3,5958.4,11830.7,5170.41,5245.51,10415.93,5521.355,5601.955,11123.315
다사48004400,5429.2,5633.25,11062.45,5649.84,5528.8,11178.64,5539.52,5581.025,11120.545
다사67504825,6309.45,6222.65,12532.1,4864.26,4819,9683.26,5586.855,5520.825,11107.68
다사54005100,5924.8,5947.55,11872.35,5194.18,5147.15,10341.33,5559.49,5547.35,11106.84
다사57754675,5662.65,5926.55,11589.2,5132.84,5491.05,10623.89,5397.745,5708.8,11106.545
다사60504400,5467.35,5815.25,11282.6,5188.62,5741.68,10930.29,5327.985000000001,5778.465,11106.445
다사51504275,5979.05,5971,11950.05,5093.49,5167.59,10261.09,5536.27,5569.295,11105.57
다사46005275,5916.75,5753.3,11670.05,5270.29,5264.36,10534.65,5593.52,5508.83,11102.349999999999
다사58254300,5866.7,6053.25,11919.95,5054.22,5220.73,10274.95,5460.46,5636.99,11097.45
다사49255125,6002.5,6351.1,12353.6,4823.06,5011.42,9834.48,5412.780000000001,5681.26,11094.04
다사67254975,5844.3,5562.9,11407.2,5526.15,5252.57,10778.72,5685.225,5407.735,11092.96
다사59005050,5895.4,5774.65,11670.05,5323.18,5173.18,10496.36,5609.29,5473.915,11083.205
다사57755750,5470.85,5444.95,10915.8,5604.29,5632.16,11236.45,5537.57,5538.555,11076.125
다사42754650,5559.4,5396.65,10956.05,5705.04,5456.59,11161.62,5632.219999999999,5426.62,11058.835
다사63755025,6084.4,6045.2,12129.6,4954.09,5010.14,9964.23,5519.245,5527.67,11046.915
다사50755150,3903.9,8746.5,12650.4,2776.53,6663.14,9439.68,3340.215,7704.82,11045.04
다사52254550,5422.55,5798.1,11220.65,5238.53,5617.52,10856.06,5330.54,5707.81,11038.355
다사43755025,5643.75,5755.75,11399.5,5283.41,5380.88,10664.3,5463.58,5568.3150000000005,11031.9
다사66004525,6099.1,5933.9,12033,5079.1,4942.37,10021.47,5589.1,5438.135,11027.235
다사43754750,5879.3,5805.1,11684.4,5239.39,5106.33,10345.72,5559.345,5455.715,11015.06
다사51255075,5935.65,5572.7,11508.35,5401.59,5118.65,10520.24,5668.62,5345.674999999999,11014.295
다사45754525,5065.9,4976.65,10042.55,6024.24,5948.64,11972.88,5545.07,5462.645,11007.715
다사45755375,6049.75,5741.4,11791.15,5250.28,4973.22,10223.5,5650.014999999999,5357.3099999999995,11007.325
다사58255400,6319.25,6099.8,12419.05,4864.08,4697.56,9561.64,5591.665,5398.68,10990.345
다사53004900,5889.45,5920.6,11810.05,5051.98,5116.65,10168.63,5470.715,5518.625,10989.34
다사59504575,6513.5,6518.4,13031.9,4474.38,4469.51,8943.88,5493.9400000000005,5493.955,10987.89
다사59754650,6092.8,6068.65,12161.45,4904.67,4870.94,9775.61,5498.735000000001,5469.795,10968.53
다사57754450,4419.1,6489.7,10908.8,4682.18,6344.06,11026.24,4550.64,6416.88,10967.52
다사49254975,5975.9,5667.2,11643.1,5304.72,4965.51,10270.23,5640.3099999999995,5316.355,10956.665
다사59754675,5550.65,6238.75,11789.4,4701.34,5417.3,10118.64,5125.995,5828.025,10954.02
다사48005600,5470.5,5219.2,10689.7,5845.18,5369.2,11214.39,5657.84,5294.2,10952.045
다사68504925,6509.3,6293.7,12803,4623.45,4455.4,9078.85,5566.375,5374.549999999999,10940.925
다사61256100,5732.65,5329.8,11062.45,5599.24,5203.3,10802.53,5665.945,5266.55,10932.490000000002
다사48505725,5136.95,5041.05,10178,5915.41,5768.3,11683.72,5526.18,5404.675,10930.86
다사63004550,5578.3,5901,11479.3,4961.73,5413.75,10375.49,5270.014999999999,5657.375,10927.395
다사53504325,5884.2,5685.05,11569.25,5230.59,5051.73,10282.32,5557.395,5368.389999999999,10925.785
다사57505175,5670.7,5800.2,11470.9,5097,5279.83,10376.83,5383.85,5540.014999999999,10923.865
다사57504625,5971.7,6089.3,12061,4865.91,4915.07,9780.99,5418.805,5502.1849999999995,10920.994999999999
다사64505700,5581.1,5450.9,11032,5442.47,5367.18,10809.65,5511.785,5409.04,10920.825
다사55254525,5785.5,5731.25,11516.75,5150.58,5164.34,10314.91,5468.04,5447.795,10915.83
다사60006200,5852.7,5598.6,11451.3,5268.7,5075.42,10344.12,5560.7,5337.01,10897.71
다사58005325,5763.1,5793.55,11556.65,5108.11,5100.61,10208.72,5435.605,5447.08,10882.685
다사59505650,6877.5,4965.1,11842.6,5700.31,4219.25,9919.56,6288.905000000001,4592.175,10881.08
다사58505675,6932.45,6976.55,13909,3874.05,3968.5,7842.55,5403.25,5472.525,10875.775
다사56755050,5610.85,5730.2,11341.05,5161.37,5229.25,10390.62,5386.110000000001,5479.725,10865.835
다사49005775,5881.75,5782.35,11664.1,5098,4968.66,10066.66,5489.875,5375.505,10865.380000000001
다사56754925,5898.9,5663.7,11562.6,5171.4,4986.43,10157.83,5535.15,5325.0650000000005,10860.215
다사59256050,6465.9,6441.75,12907.65,4346.67,4455.91,8802.58,5406.285,5448.83,10855.115
다사63505075,6424.95,6209.7,12634.65,4597.77,4467.77,9065.54,5511.360000000001,5338.735000000001,10850.095000000001
다사58754000,5344.85,5506.55,10851.4,5345.03,5491.01,10836.04,5344.9400000000005,5498.780000000001,10843.720000000001
다사59756250,5501.65,5193.3,10694.95,5635.13,5357.18,10992.3,5568.389999999999,5275.24,10843.625
다사65505725,5564.3,5329.1,10893.4,5505.8,5273.07,10778.87,5535.05,5301.085,10836.135
다사64754300,5836.6,5923.4,11760,4869.58,5025.34,9894.91,5353.09,5474.37,10827.455
다사49005575,5390.7,5421.85,10812.55,5466.79,5365.72,10832.51,5428.745,5393.785,10822.529999999999
다사63754600,5496.05,5274.85,10770.9,5501.11,5349.44,10850.55,5498.58,5312.145,10810.724999999999
다사66504925,5656.35,5490.45,11146.8,5312.69,5130.64,10443.33,5484.52,5310.545,10795.064999999999
다사52505150,6338.15,5931.45,12269.6,4792.62,4518.7,9311.31,5565.385,5225.075,10790.455
다사61005300,4416.3,4371.5,8787.8,6463.73,6327.92,12791.66,5440.014999999999,5349.71,10789.73
다사56504550,5529.65,5794.6,11324.25,5007.43,5240.27,10247.69,5268.54,5517.435,10785.970000000001
다사64005625,5570.95,5736.85,11307.8,5012.94,5244.81,10257.75,5291.945,5490.83,10782.775
다사57255275,5518.1,5512.85,11030.95,5282.4,5250.24,10532.64,5400.25,5381.545,10781.795
다사51004225,6107.85,5767.65,11875.5,4934.15,4746.98,9681.13,5521,5257.315,10778.314999999999
다사60254950,5475.05,5577.95,11053,5193.8,5287.34,10481.14,5334.425,5432.645,10767.07
다사44754975,5426.05,5566.4,10992.45,5214.89,5317.82,10532.71,5320.47,5442.11,10762.58
다사50754200,5561.15,5337.85,10899,5414.73,5206.5,10621.24,5487.94,5272.175,10760.119999999999
다사63004850,5565.7,5703.6,11269.3,5034.97,5201.85,10236.82,5300.335,5452.725,10753.06
다사66754250,4762.45,4621.05,9383.5,6165.4,5900.76,12066.16,5463.924999999999,5260.905000000001,10724.83
다사59754475,6328.35,6309.45,12637.8,4449.08,4342.63,8791.7,5388.715,5326.04,10714.75
다사58754625,5350.8,5446,10796.8,5264.93,5355.26,10620.19,5307.865,5400.63,10708.494999999999
다사50005050,5752.95,5935.65,11688.6,4709.51,5013.5,9723.01,5231.23,5474.575,10705.805
다사45754475,5731.6,5638.15,11369.75,5041.56,4983.76,10025.32,5386.58,5310.955,10697.535
다사53004325,4426.45,4331.95,8758.4,6407.82,6205.82,12613.65,5417.135,5268.885,10686.025
다사57754500,5835.2,5868.1,11703.3,4776.17,4870.6,9646.77,5305.6849999999995,5369.35,10675.035
다사42255150,7112,6940.5,14052.5,3629.56,3639.08,7268.64,5370.78,5289.79,10660.57
다사51005000,5160.75,5068.35,10229.1,5564.37,5524.82,11089.19,5362.5599999999995,5296.585,10659.145
다사60004950,5705.35,5826.45,11531.8,4859.91,4925.53,9785.44,5282.63,5375.99,10658.619999999999
다사50504600,6610.1,5833.8,12443.9,4757.17,4103.61,8860.78,5683.635,4968.705,10652.34
다사60505250,5291.3,5085.85,10377.15,5562.25,5344.58,10906.83,5426.775,5215.215,10641.99
다사67004775,6154.4,6143.9,12298.3,4527.88,4451.15,8979.03,5341.139999999999,5297.525,10638.665
다사45504550,4872,4662.7,9534.7,6058.74,5675.26,11734.01,5465.37,5168.98,10634.355
다사70505025,5644.45,5468.75,11113.2,5153.54,5001.12,10154.66,5398.995,5234.9349999999995,10633.93
다사61506200,5913.25,5672.1,11585.35,4956.42,4724.05,9680.47,5434.835,5198.075000000001,10632.91
다사48005275,5204.5,5008.5,10213,5596.06,5427.09,11023.15,5400.280000000001,5217.795,10618.075
다사66504875,5779.2,5909.4,11688.6,4710.89,4832.74,9543.63,5245.045,5371.07,10616.115
다사62505875,5816.65,5363.75,11180.4,5216.28,4815.79,10032.06,5516.465,5089.77,10606.23
다사45254575,6798.75,6378.75,13177.5,4170.81,3858.39,8029.2,5484.780000000001,5118.57,10603.35
다사60254925,6162.1,6137.95,12300.05,4452.64,4442.36,8895,5307.370000000001,5290.155,10597.525
다사43004350,5482.05,5274.5,10756.55,5334.14,5090.46,10424.6,5408.095,5182.48,10590.575
다사58005900,4225.2,4177.95,8403.15,6535.26,6229.63,12764.89,5380.23,5203.79,10584.02
다사71005175,6198.5,6086.15,12284.65,4472.73,4405.07,8877.8,5335.615,5245.61,10581.224999999999
다사47505400,5480.3,5208.7,10689,5424.14,5034.53,10458.67,5452.22,5121.615,10573.835
다사60254300,6729.8,6707.75,13437.55,3897.59,3795.08,7692.67,5313.695,5251.415,10565.11
다사57255750,5688.9,5772.55,11461.45,4653.36,4998.1,9651.45,5171.129999999999,5385.325000000001,10556.45
다사46504675,4622.8,4948.3,9571.1,5639.8,5892.77,11532.57,5131.3,5420.535,10551.835
다사66254425,5769.4,5923.05,11692.45,4680.91,4722.96,9403.87,5225.155,5323.005,10548.16
다사53005150,6319.6,6032.25,12351.85,4461.4,4271.05,8732.45,5390.5,5151.65,10542.150000000001
다사49754150,5381.25,5448.1,10829.35,5142.42,5088.36,10230.77,5261.835,5268.23,10530.060000000001
다사52504950,7379.05,5301.45,12680.5,5030.2,3344.49,8374.69,6204.625,4322.969999999999,10527.595000000001
다사64504075,5676.65,5626.6,11303.25,4914.34,4807.7,9722.04,5295.495,5217.15,10512.645
다사42254825,5251.4,5454.75,10706.15,5074.9,5243.4,10318.29,5163.15,5349.075,10512.220000000001
다사49755050,5917.1,5858.65,11775.75,4648.12,4568.35,9216.47,5282.610000000001,5213.5,10496.11
다사41504925,5515.3,5692.75,11208.05,4849.09,4933.06,9782.15,5182.195,5312.905000000001,10495.099999999999
다사62255825,5897.5,6048.35,11945.85,4457.31,4582.1,9039.41,5177.405000000001,5315.225,10492.630000000001
다사63504975,5525.8,5093.9,10619.7,5439.17,4920.44,10359.61,5482.485000000001,5007.17,10489.655
다사57254650,5033,5054,10087,5424.64,5467.21,10891.85,5228.82,5260.605,10489.425
다사49005150,5713.4,5879.3,11592.7,4632.19,4742.05,9374.23,5172.795,5310.675,10483.465
다사60256425,5457.9,5471.2,10929.1,5030.04,5000.7,10030.74,5243.969999999999,5235.95,10479.92
다사62505500,5468.75,5483.1,10951.85,4969.96,5031.46,10001.41,5219.355,5257.280000000001,10476.630000000001
다사52254900,5684.35,6010.55,11694.9,4357.43,4881.65,9239.08,5020.89,5446.1,10466.99
다사45754225,5694.15,5632.2,11326.35,4776.91,4814.11,9591.03,5235.53,5223.155,10458.69
다사48254250,5564.3,5546.1,11110.4,4877.8,4924.07,9801.87,5221.05,5235.085,10456.135
다사41504800,5882.45,5726.35,11608.8,4871.86,4424.7,9296.56,5377.155,5075.525,10452.68
다사61755900,5585.65,5443.2,11028.85,5007.8,4866.52,9874.32,5296.725,5154.860000000001,10451.585
다사65004500,5688.55,5653.55,11342.1,4790.29,4768.93,9559.22,5239.42,5211.24,10450.66
다사51004250,8785.7,8910.3,17696,1633.3,1570.61,3203.9,5209.5,5240.455,10449.95
다사65504500,5859.7,5584.25,11443.95,4855.65,4589.47,9445.12,5357.674999999999,5086.860000000001,10444.535
다사56504350,5526.5,5381.25,10907.75,5079.52,4897.74,9977.26,5303.01,5139.495,10442.505000000001
다사62255275,5002.9,5017.25,10020.15,5426.23,5427.11,10853.33,5214.565,5222.18,10436.74
다사52004400,6201.65,5832.05,12033.7,4543.66,4285.64,8829.3,5372.655,5058.845,10431.5
다사67504975,5609.1,5492.9,11102,4956.89,4785.23,9742.12,5282.995000000001,5139.065,10422.060000000001
다사61504550,7068.25,6926.85,13995.1,3450.69,3396.43,6847.11,5259.47,5161.64,10421.105
다사46005350,5730.55,5832.4,11562.95,4600.59,4677.91,9278.5,5165.57,5255.155,10420.725
다사48505050,5536.3,5818.05,11354.35,4628.32,4851.63,9479.94,5082.3099999999995,5334.84,10417.145
다사46754850,6347.25,6561.1,12908.35,3868.47,4051.25,7919.72,5107.86,5306.175,10414.035
다사51005025,1788.85,1779.75,3568.6,8759.43,8484.89,17244.31,5274.14,5132.32,10406.455
다사58254575,5941.25,5734.05,11675.3,4643.11,4472,9115.11,5292.18,5103.025,10395.205
다사41754375,5740.7,5690.3,11431,4713.48,4635.85,9349.33,5227.09,5163.075000000001,10390.165
다사58755175,5670.7,5859.7,11530.4,4500.66,4737.7,9238.36,5085.68,5298.7,10384.380000000001
다사62256000,5374.25,5337.5,10711.75,5014.03,5023.8,10037.83,5194.139999999999,5180.65,10374.79
다사58756100,5026.35,5146.4,10172.75,5202.05,5372.5,10574.55,5114.200000000001,5259.45,10373.65
다사57505500,6057.8,5612.25,11670.05,4661.36,4409.76,9071.12,5359.58,5011.005,10370.585
다사62754275,5537.35,5415.9,10953.25,5003.24,4783.39,9786.63,5270.295,5099.645,10369.939999999999
다사57006100,5478.2,5382.3,10860.5,4976.5,4887.43,9863.93,5227.35,5134.865,10362.215
다사56505750,5780.25,5629.75,11410,4754.96,4549.9,9304.86,5267.605,5089.825,10357.43
다사55255175,5451.6,5781.3,11232.9,4609.71,4859.78,9469.49,5030.655000000001,5320.54,10351.195
다사58754675,6140.4,6209,12349.4,4144.83,4200.41,8345.25,5142.615,5204.705,10347.325
다사60505375,6193.25,5533.5,11726.75,4663.05,4282.95,8946,5428.15,4908.225,10336.375
다사57755175,5304.25,5479.25,10783.5,4894.12,4994.33,9888.45,5099.1849999999995,5236.79,10335.975
다사46254625,4173.05,4638.2,8811.25,5733.45,6114.92,11848.38,4953.25,5376.5599999999995,10329.814999999999
다사52505275,5643.05,5401.55,11044.6,4876.31,4729.31,9605.62,5259.68,5065.43,10325.11
다사58004650,5735.8,5804.4,11540.2,4506.39,4599.68,9106.06,5121.095,5202.04,10323.130000000001
다사62754875,6153.35,6026.3,12179.65,4210.18,4241.07,8451.25,5181.765,5133.6849999999995,10315.45
다사56005150,5737.9,5610.85,11348.75,4679.68,4600.5,9280.19,5208.79,5105.675,10314.470000000001
다사53254850,4354,4492.25,8846.25,5791.54,5982.91,11774.45,5072.77,5237.58,10310.35
다사59755275,5209.4,5096,10305.4,5158.83,5147.19,10306.01,5184.115,5121.594999999999,10305.705
다사62755025,6198.85,6099.1,12297.95,4183.5,4126.13,8309.64,5191.175,5112.615,10303.795
다사46504700,5946.15,5839.75,11785.9,4466.9,4353.97,8820.87,5206.525,5096.860000000001,10303.385
다사55755200,5188.4,5262.6,10451,5051.36,5100.61,10151.97,5119.879999999999,5181.605,10301.485
다사61754850,4274.55,4302.55,8577.1,6031.57,5991.67,12023.24,5153.0599999999995,5147.110000000001,10300.17
다사57255650,5032.65,5058.55,10091.2,5286.67,5214.08,10500.75,5159.66,5136.3150000000005,10295.975
다사41755125,5137.65,5087.95,10225.6,5095.94,5263.34,10359.28,5116.795,5175.645,10292.44
다사67004225,5187.7,5409.95,10597.65,4884.32,5092.9,9977.22,5036.01,5251.424999999999,10287.435
다사47754725,5790.05,5551,11341.05,4692.29,4537.6,9229.89,5241.17,5044.3,10285.47
다사57505375,5582.15,5515.3,11097.45,4745.59,4709.94,9455.53,5163.87,5112.62,10276.490000000002
다사49255675,5368.65,5277.3,10645.95,4952.37,4942.69,9895.06,5160.51,5109.995,10270.505000000001
다사52755325,5650.4,5462.45,11112.85,4797.61,4620.79,9418.4,5224.004999999999,5041.62,10265.625
다사44754800,4926.95,4926.95,9853.9,5346.03,5329.15,10675.18,5136.49,5128.049999999999,10264.54
다사71255000,6230,6034.35,12264.35,4177.29,4067.38,8244.67,5203.645,5050.865,10254.51
다사60006300,5127.85,4913.65,10041.5,5329.52,5121.2,10450.72,5228.685,5017.424999999999,10246.11
다사57504550,5686.1,5673.15,11359.25,4604.78,4527.96,9132.74,5145.4400000000005,5100.555,10245.994999999999
다사61506075,4574.5,4521.3,9095.8,5704.27,5683.11,11387.38,5139.385,5102.205,10241.59
다사55005175,4885.3,5820.15,10705.45,4375.93,5383.81,9759.74,4630.615,5601.98,10232.595000000001
다사52004325,5375.3,5281.85,10657.15,4946.2,4853.43,9799.63,5160.75,5067.64,10228.39
다사64754325,5380.9,5429.55,10810.45,4785.69,4856.37,9642.06,5083.295,5142.96,10226.255000000001
다사58256175,5591.95,5525.45,11117.4,4677.12,4657.68,9334.81,5134.535,5091.5650000000005,10226.105
다사53754150,5677.35,5541.9,11219.25,4702.64,4505.74,9208.38,5189.995000000001,5023.82,10213.814999999999
다사44754500,6287.05,6242.6,12529.65,3957.65,3913.02,7870.67,5122.35,5077.81,10200.16
다사56505675,4847.15,4802.7,9649.85,5394.65,5342.11,10736.75,5120.9,5072.405,10193.3
다사69505050,5634.3,5566.75,11201.05,4628.52,4551.16,9179.68,5131.41,5058.955,10190.365
다사42004575,5169.85,5040,10209.85,5170.15,4999.49,10169.64,5170,5019.745,10189.744999999999
다사51005100,5065.55,6463.45,11529,3994.49,4849.88,8844.37,4530.02,5656.665,10186.685000000001
다사64004275,5058.55,4831.4,9889.95,5588.69,4886.14,10474.83,5323.62,4858.77,10182.39
다사63755425,5758.2,5547.5,11305.7,4652.21,4405.88,9058.09,5205.205,4976.6900000000005,10181.895
다사70505000,5594.4,5294.8,10889.2,4884.18,4572.54,9456.71,5239.29,4933.67,10172.955
다사53505125,5546.8,5626.6,11173.4,4577.27,4588.68,9165.95,5062.035,5107.64,10169.675
다사61504900,5366.2,5566.75,10932.95,4620.32,4784.68,9404.99,4993.26,5175.715,10168.970000000001
다사64004100,5757.5,4993.45,10750.95,5194.66,4382.53,9577.19,5476.08,4687.99,10164.07
다사55004325,5417.65,5369.7,10787.35,4783.56,4751.56,9535.12,5100.605,5060.63,10161.235
다사47255050,6784.4,6679.75,13464.15,3444.17,3400.85,6845.02,5114.285,5040.3,10154.585
다사55505400,5860.75,5902.05,11762.8,4227.5,4302.99,8530.49,5044.125,5102.52,10146.645
다사48504150,5085.85,5041.75,10127.6,5116.12,5040.23,10156.34,5100.985000000001,5040.99,10141.970000000001
다사43754550,5202.4,5091.1,10293.5,5050.43,4939.69,9990.12,5126.415,5015.395,10141.810000000001
다사47255150,5374.6,5337.15,10711.75,4812.86,4756.83,9569.68,5093.73,5046.99,10140.715
다사54505300,5223.05,5258.75,10481.8,4896.25,4895.53,9791.77,5059.65,5077.139999999999,10136.785
다사61256275,5289.9,4807.6,10097.5,5288.91,4886.5,10175.41,5289.405,4847.05,10136.455
다사58005675,5116.3,5018.65,10134.95,5129.05,5008.17,10137.22,5122.675,5013.41,10136.085
다사63254875,5079.55,5285.7,10365.25,4876.5,5029.43,9905.93,4978.025,5157.5650000000005,10135.59
다사49004400,3880.45,3718.75,7599.2,6417.43,6248.35,12665.78,5148.9400000000005,4983.55,10132.49
다사57005775,5028.8,4833.15,9861.95,5281.33,5113.27,10394.6,5155.0650000000005,4973.21,10128.275000000001
다사60754450,5448.1,5514.95,10963.05,4618.61,4667.04,9285.65,5033.355,5090.995,10124.349999999999
다사57755025,5482.75,5010.95,10493.7,5057.18,4693.77,9750.95,5269.965,4852.360000000001,10122.325
다사47754450,4609.85,4455.85,9065.7,5698.54,5474.91,11173.45,5154.195,4965.38,10119.575
다사45254800,5282.9,5150.6,10433.5,4926.62,4862.65,9789.27,5104.76,5006.625,10111.385
다사64005500,5314.05,5163.9,10477.95,4974.85,4750.09,9724.94,5144.450000000001,4956.995,10101.445
다사59004550,5731.95,5820.5,11552.45,4312.76,4333.01,8645.77,5022.355,5076.755,10099.11
다사57755100,5267.5,5032.65,10300.15,5014.84,4865.25,9880.09,5141.17,4948.95,10090.119999999999
다사58255375,5834.5,5730.55,11565.05,4397.47,4212.09,8609.57,5115.985000000001,4971.32,10087.31
다사56504325,5695.9,5582.15,11278.05,4505.79,4367.79,8873.58,5100.844999999999,4974.969999999999,10075.814999999999
다사59256300,4945.15,4796.75,9741.9,5277.42,5096.44,10373.86,5111.285,4946.594999999999,10057.880000000001
다사56755625,5330.15,5232.15,10562.3,4808.44,4740.25,9548.69,5069.295,4986.2,10055.494999999999
다사49754450,5454.75,5513.55,10968.3,4552.63,4588.54,9141.17,5003.6900000000005,5051.045,10054.735
다사41255100,5190.15,5228.3,10418.45,4807.6,4873.68,9681.28,4998.875,5050.99,10049.865000000002
다사48255025,5140.1,5545.05,10685.15,4484.35,4920.52,9404.87,4812.225,5232.785,10045.01
다사58755575,4004.7,4145.05,8149.75,6018.73,5919.11,11937.84,5011.715,5032.08,10043.795
다사52004300,5331.2,5057.15,10388.35,4993.76,4663.31,9657.07,5162.48,4860.23,10022.71
다사49255725,5322.45,5535.95,10858.4,4492.61,4692.8,9185.4,4907.53,5114.375,10021.9
다사68254175,5399.1,5086.2,10485.3,4957.55,4594.77,9552.32,5178.325000000001,4840.485000000001,10018.81
다사58504275,5121.2,5245.1,10366.3,4775.89,4885.46,9661.35,4948.545,5065.280000000001,10013.825
다사61255250,5446,5235.3,10681.3,4787.38,4543.12,9330.5,5116.6900000000005,4889.21,10005.9
다사60254150,5245.1,5027.4,10272.5,4988.7,4744.28,9732.98,5116.9,4885.84,10002.74
다사57254525,5419.05,5150.25,10569.3,4827.32,4578.37,9405.69,5123.1849999999995,4864.3099999999995,9987.494999999999
다사61005250,4867.45,4856.6,9724.05,5125.32,5125.22,10250.55,4996.385,4990.91,9987.3
다사42505025,5182.1,5256.65,10438.75,4769.21,4765,9534.21,4975.655000000001,5010.825,9986.48
다사55255125,5274.15,5405.4,10679.55,4563.71,4729.22,9292.93,4918.93,5067.3099999999995,9986.24
다사52255250,6550.25,6167.35,12717.6,3681.84,3571.36,7253.21,5116.045,4869.3550000000005,9985.405
다사45254475,5304.25,5377.4,10681.65,4615.79,4667.32,9283.1,4960.02,5022.36,9982.375
다사59256200,5152,5005,10157,4937.85,4867.94,9805.78,5044.925,4936.469999999999,9981.39
다사47254800,5975.2,5721.1,11696.3,4228.87,4031.62,8260.5,5102.035,4876.360000000001,9978.4
다사61254875,5406.1,5346.6,10752.7,4650.72,4536.52,9187.24,5028.41,4941.56,9969.970000000001
다사62005825,4772.25,4793.6,9565.85,5191.34,5182.28,10373.62,4981.795,4987.9400000000005,9969.735
다사62254975,5323.85,5621,10944.85,4349.98,4640.65,8990.63,4836.915,5130.825,9967.74
다사60255650,4634.7,4512.55,9147.25,5504.91,5281.47,10786.39,5069.805,4897.01,9966.82
다사53005250,5184.9,5248.25,10433.15,4728.34,4740.92,9469.26,4956.62,4994.585,9951.205
다사65504625,5601.75,5658.1,11259.85,4309.55,4325.25,8634.8,4955.65,4991.675,9947.325
다사59505875,5170.55,5101.25,10271.8,4822.7,4798.6,9621.3,4996.625,4949.925,9946.55
다사43504975,5083.05,5018.3,10101.35,4916.67,4874.32,9790.99,4999.860000000001,4946.3099999999995,9946.17
다사59504750,3864,3792.95,7656.95,6084.58,6128.39,12212.98,4974.29,4960.67,9934.965
다사38255125,2250.15,7779.8,10029.95,2479.47,7358.28,9837.75,2364.81,7569.04,9933.85
다사67005025,5279.4,5249.3,10528.7,4668.84,4643.04,9311.88,4974.12,4946.17,9920.29
다사50504500,6179.6,6424.25,12603.85,3470.97,3765.74,7236.71,4825.285,5094.995,9920.28
다사55754425,5549.95,5626.95,11176.9,4321.65,4338.97,8660.62,4935.799999999999,4982.96,9918.76
다사57005200,5580.05,5466.3,11046.35,4388.83,4387.04,8775.87,4984.4400000000005,4926.67,9911.11
다사46755225,4462.15,4547.55,9009.7,5024.02,5788.01,10812.03,4743.085,5167.780000000001,9910.865000000002
다사47754375,4631.9,4731.3,9363.2,5195.47,5253.15,10448.62,4913.6849999999995,4992.225,9905.91
다사46005300,5544.7,5310.9,10855.6,4602.67,4348.23,8950.9,5073.6849999999995,4829.565,9903.25
다사49504975,4697.7,4581.15,9278.85,5307.86,5194.33,10502.19,5002.78,4887.74,9890.52
다사49004450,4702.95,4633.3,9336.25,5295.53,5146.75,10442.28,4999.24,4890.025,9889.265
다사47505050,5484.5,5490.1,10974.6,4435.68,4364.73,8800.4,4960.09,4927.415,9887.5
다사52254475,5188.4,4945.5,10133.9,4906.74,4714.55,9621.29,5047.57,4830.025,9877.595000000001
다사59504450,5456.5,5391.75,10848.25,4464.19,4429.25,8893.44,4960.344999999999,4910.5,9870.845000000001
다사62004950,5496.4,5443.9,10940.3,4410.12,4384.35,8794.47,4953.26,4914.125,9867.384999999998
다사61004275,4811.8,5410.3,10222.1,4413.42,5094.09,9507.51,4612.610000000001,5252.195,9864.805
다사46254875,5308.8,5322.45,10631.25,4529.89,4539.23,9069.12,4919.345,4930.84,9850.185000000001
다사63505025,5594.05,5610.85,11204.9,4292.44,4197.51,8489.95,4943.245,4904.18,9847.425
다사60505875,5107.55,4972.45,10080,4859.39,4750.32,9609.71,4983.47,4861.385,9844.855
다사60756325,5149.9,5127.5,10277.4,4679.3,4720,9399.3,4914.6,4923.75,9838.349999999999
다사43754725,4883.9,5026.35,9910.25,4663.84,5046.17,9710.01,4773.87,5036.26,9810.130000000001
다사52254325,5194.7,5045.95,10240.65,4808.9,4570.22,9379.11,5001.799999999999,4808.085,9809.880000000001
다사49254650,5594.4,5421.5,11015.9,4348.41,4245.94,8594.35,4971.405,4833.719999999999,9805.125
다사68004750,5495.35,5297.95,10793.3,4507.46,4303.7,8811.16,5001.405000000001,4800.825,9802.23
다사56755025,5017.25,4870.6,9887.85,4917.45,4771.78,9689.24,4967.35,4821.1900000000005,9788.545
다사48005775,5148.15,4732.35,9880.5,5113.14,4573.97,9687.11,5130.645,4653.16,9783.805
다사48505300,5204.85,4904.9,10109.75,4808.32,4611.9,9420.22,5006.585,4758.4,9764.985
다사53004925,5422.2,5448.1,10870.3,4285.5,4355.27,8640.77,4853.85,4901.685,9755.535
다사60256350,5259.1,4887.4,10146.5,4853.02,4510.35,9363.38,5056.06,4698.875,9754.939999999999
다사59005500,5173.35,5430.95,10604.3,4344.63,4542.97,8887.6,4758.99,4986.96,9745.95
다사61754400,4886,4691.4,9577.4,5077.73,4819.44,9897.17,4981.865,4755.42,9737.285
다사66004800,5283.25,5154.45,10437.7,4580.97,4451.29,9032.26,4932.110000000001,4802.87,9734.98
