CELL_ID,strava_score_raw
다사49004800,1237.3826923076924
다사49004825,1429.271581196581
다사49004975,840.0
다사49005100,285.0
다사49005125,285.0
다사49005150,285.0
다사49005225,3.5
다사49005250,3.5
다사49005925,370.75
다사49005950,351.4166666666667
다사49005975,301.4166666666667
다사49006000,301.4166666666667
다사49253875,30.75
다사49253925,1.5365853658536586
다사49253950,1.5365853658536586
다사49254000,39.14285714285714
다사49254025,36.0
다사49254050,8.0
다사49254100,13.5
다사49254150,8.75
다사49254175,18.5
다사49254200,9.75
다사49254275,638.8571428571429
다사49254525,269.0
다사49254550,269.0
다사49254625,53.075
다사49254650,300.7142857142857
다사49254750,1205.5
다사49254775,1205.5
다사49254800,1429.271581196581
다사49254825,191.88888888888889
다사49254975,840.0
다사49255000,53.333333333333336
다사49255025,53.333333333333336
다사49255100,285.0
다사49255225,3.5
다사49255250,3.5
다사49255450,32.707070707070706
다사49255475,15.818181818181818
다사49255925,370.75
다사49255950,5.166666666666667
다사49256000,301.4166666666667
다사49503850,30.75
다사49503875,30.75
다사49503950,1.5365853658536586
다사49503975,1.5365853658536586
다사49504000,11.142857142857142
다사49504025,11.142857142857142
다사49504050,11.142857142857142
다사49504075,11.142857142857142
다사49504625,53.075
다사49504775,1237.3826923076924
다사49504800,1429.271581196581
다사49504925,1744.7142857142858
다사49504975,840.0
다사49505025,53.333333333333336
다사49505050,12.0
다사49505200,3.5
다사49505225,3.5
다사49505375,16.88888888888889
다사49505400,16.88888888888889
다사49505425,32.707070707070706
다사49505450,32.707070707070706
다사49505475,15.818181818181818
다사49505500,15.818181818181818
다사49505900,24.5
다사49505925,24.5
다사49505950,5.166666666666667
다사49506000,88.66666666666667
다사49753825,37.833333333333336
다사49753975,1.5365853658536586
다사49754025,11.142857142857142
다사49754050,11.142857142857142
다사49754150,516.3333333333334
다사49754175,516.3333333333334
다사49754200,516.3333333333334
다사49754225,516.3333333333334
다사49754625,53.075
다사49754750,53.075
다사49754775,1237.3826923076924
다사49754800,690.0
다사49754925,1744.7142857142858
다사49754975,840.0
다사49755025,12.0
다사49755150,2284.0
다사49755350,16.88888888888889
다사49755375,16.88888888888889
다사49755400,16.88888888888889
다사49755500,15.818181818181818
다사49755525,15.818181818181818
다사49755825,1221.5
다사49755850,1221.5
다사49755900,453.2
다사49755950,5.166666666666667
다사49756000,88.66666666666667
다사50003775,85.58333333333334
다사50003800,37.833333333333336
다사50003825,37.833333333333336
다사50003925,98.0
다사50003950,98.0
다사50003975,99.53658536585364
다사50004000,1.5365853658536586
다사50004175,521.0833333333334
다사50004200,516.3333333333334
다사50004625,53.075
다사50004650,53.075
다사50004725,53.075
다사50004750,53.075
다사50004800,690.0
다사50004825,690.0
다사50004925,1744.7142857142858
다사50005150,2284.0
다사50005350,16.88888888888889
다사50005525,15.818181818181818
다사50005725,57.333333333333336
다사50005800,684.0
다사50005825,684.0
다사50005900,453.2
다사50005925,453.2
다사50006000,88.66666666666667
다사50006025,88.66666666666667
다사50253750,102.25
다사50253775,140.08333333333334
다사50253800,37.833333333333336
다사50254000,1.5365853658536586
다사50254175,4.75
다사50254650,53.075
다사50254700,53.075
다사50254725,53.075
다사50254825,690.0
다사50254850,690.0
다사50254900,1744.7142857142858
다사50254925,1744.7142857142858
다사50255500,15.818181818181818
다사50255525,15.818181818181818
다사50255550,11.1
다사50255700,362.1666666666667
다사50255725,419.5
다사50255750,57.333333333333336
다사50255800,684.0
다사50255925,453.2
다사50255975,227.33333333333331
다사50256000,227.33333333333331
다사50256025,88.66666666666667
다사50256075,227.33333333333331
다사50256100,250.91666666666669
다사50256125,23.58333333333333
다사50256150,23.58333333333333
다사50503750,47.75
다사50504000,1.5365853658536586
다사50504025,1.5365853658536586
다사50504175,4.75
다사50504650,3421.275
다사50504675,3421.275
다사50504700,53.075
다사50504850,2620.125
다사50504875,1788.8392857142858
다사50504900,1744.7142857142858
다사50504975,639.0
다사50505275,204.3
다사50505300,263.55
다사50505325,263.55
다사50505350,263.55
다사50505375,2.5
다사50505550,17.982352941176472
다사50505575,17.982352941176472
다사50505600,17.982352941176472
다사50505625,283.375
다사50505650,283.375
다사50505675,645.5416666666667
다사50505700,362.1666666666667
다사50505725,362.1666666666667
다사50505750,57.333333333333336
다사50505925,453.2
다사50506000,227.33333333333331
다사50506025,227.33333333333331
다사50506050,227.33333333333331
다사50506075,227.33333333333331
다사50506150,23.58333333333333
다사50753950,55.0
다사50753975,55.0
다사50754025,1.5365853658536586
다사50754175,4.75
다사50754650,3368.2
다사50754825,1930.125
다사50754850,1930.125
다사50754950,639.0
다사50754975,639.0
다사50755125,251.0
다사50755275,590.3
다사50755300,445.25
다사50755350,2.5
다사50755500,6.882352941176471
다사50755525,6.882352941176471
다사50755550,6.882352941176471
다사50755600,17.982352941176472
다사50755625,294.475
다사50755675,362.1666666666667
다사50755750,57.333333333333336
다사50755775,57.333333333333336
다사50756025,227.33333333333331
다사50756125,23.58333333333333
다사50756150,23.58333333333333
다사51003750,1.5365853658536586
다사51003775,32.28658536585366
다사51003800,1.5365853658536586
다사51003825,1.5365853658536586
다사51003850,1.5365853658536586
다사51003875,1.5365853658536586
다사51003900,1.5365853658536586
다사51003975,56.53658536585366
다사51004000,56.53658536585366
다사51004025,56.53658536585366
다사51004050,56.53658536585366
다사51004075,55.0
다사51004100,55.0
다사51004375,17.2
다사51004400,17.2
다사51004425,17.2
다사51004450,17.2
다사51004650,3368.2
다사51004825,1930.125
다사51004950,639.0
다사51005275,2.5
다사51005300,505.0
다사51005350,2.5
다사51005600,6.882352941176471
다사51005625,301.3573529411765
다사51005650,294.475
다사51006125,23.58333333333333
다사51006150,23.58333333333333
다사51253775,30.75
다사51253900,1.5365853658536586
다사51253925,1.5365853658536586
다사51253950,1.5365853658536586
다사51253975,1.5365853658536586
다사51254050,1664.0
다사51254075,1664.0
다사51254375,17.2
다사51254650,3368.2
다사51254800,1930.125
다사51254825,1930.125
다사51254950,639.0
다사51255250,2.5
다사51255275,119.0
다사51255300,119.0
다사51255325,2.5
다사51255350,2.5
다사51255625,6.882352941176471
다사51255650,301.3573529411765
다사51255750,58.77777777777778
다사51255775,58.77777777777778
다사51255800,58.77777777777778
다사51256150,23.58333333333333
다사51256175,23.58333333333333
다사51256225,23.58333333333333
다사51503775,30.75
다사51503875,148.66666666666666
다사51503900,148.66666666666666
다사51503925,148.66666666666666
다사51504125,572.0
다사51504150,782.3333333333334
다사51504175,210.33333333333331
다사51504200,210.33333333333331
다사51504525,50.0
다사51504550,50.0
다사51504575,50.0
다사51504725,44.125
다사51504750,44.125
다사51504775,44.125
다사51504800,1930.125
다사51505225,2.5
다사51505250,2.5
다사51505275,2.5
다사51505300,119.0
다사51505525,6.882352941176471
다사51505550,6.882352941176471
