CELL_ID,CELL_X,CELL_Y,GID,pop,행정동명,구명,거주인구
다사54504050,954625,1940625,다사54ba40ba,348.3,남현동,관악구,17772.0
다사54255675,954375,1956875,다사54ab56bb,121.7,평창동,종로구,17415.0
다사54255700,954375,1957125,다사54ab57aa,121.7,평창동,종로구,17415.0
다사54255725,954375,1957375,다사54ab57ab,121.7,평창동,종로구,17415.0
다사54255750,954375,1957625,다사54ab57ba,136.4,평창동,종로구,17415.0
다사54255575,954375,1955875,다사54ab55bb,339.5,성북동,성북구,15967.0
다사54255600,954375,1956125,다사54ab56aa,155.0,평창동,종로구,17415.0
다사54255625,954375,1956375,다사54ab56ab,121.7,평창동,종로구,17415.0
다사54255650,954375,1956625,다사54ab56ba,121.7,평창동,종로구,17415.0
다사54255875,954375,1958875,다사54ab58bb,411.7,정릉4동,성북구,24136.0
다사54255900,954375,1959125,다사54ab59aa,422.8,정릉4동,성북구,24136.0
다사54255925,954375,1959375,다사54ab59ab,422.8,정릉4동,성북구,24136.0
다사54255950,954375,1959625,다사54ab59ba,353.9,정릉4동,성북구,24136.0
다사54255775,954375,1957875,다사54ab57bb,186.0,평창동,종로구,17415.0
다사54255800,954375,1958125,다사54ab58aa,182.9,평창동,종로구,17415.0
다사54255825,954375,1958375,다사54ab58ab,246.2,정릉3동,성북구,15017.0
다사54255850,954375,1958625,다사54ab58ba,322.3,정릉3동,성북구,15017.0
다사54005750,954125,1957625,다사54aa57ba,121.7,평창동,종로구,17415.0
다사54005775,954125,1957875,다사54aa57bb,121.7,평창동,종로구,17415.0
다사54005800,954125,1958125,다사54aa58aa,121.7,평창동,종로구,17415.0
다사54005825,954125,1958375,다사54aa58ab,122.0,평창동,종로구,17415.0
다사54005650,954125,1956625,다사54aa56ba,121.7,평창동,종로구,17415.0
다사54005675,954125,1956875,다사54aa56bb,121.7,평창동,종로구,17415.0
다사54005700,954125,1957125,다사54aa57aa,121.7,평창동,종로구,17415.0
다사54005725,954125,1957375,다사54aa57ab,121.7,평창동,종로구,17415.0
다사54005950,954125,1959625,다사54aa59ba,120.5,정릉4동,성북구,24136.0
다사54006150,954125,1961625,다사54aa61ba,18.1,우이동,강북구,19895.0
다사54006175,954125,1961875,다사54aa61bb,57.1,우이동,강북구,19895.0
다사54006200,954125,1962125,다사54aa62aa,0.8,우이동,강북구,19895.0
다사54005850,954125,1958625,다사54aa58ba,191.1,평창동,종로구,17415.0
다사54005875,954125,1958875,다사54aa58bb,266.5,정릉3동,성북구,15017.0
다사54005900,954125,1959125,다사54aa59aa,422.8,정릉4동,성북구,24136.0
다사54005925,954125,1959375,다사54aa59ab,422.8,정릉4동,성북구,24136.0
다사54005350,954125,1953625,다사54aa53ba,167.3,삼청동,종로구,2246.0
다사54005375,954125,1953875,다사54aa53bb,148.8,삼청동,종로구,2246.0
다사54005400,954125,1954125,다사54aa54aa,117.9,삼청동,종로구,2246.0
다사54005425,954125,1954375,다사54aa54ab,99.8,삼청동,종로구,2246.0
다사54005250,954125,1952625,다사54aa52ba,173.4,종로1·2·3·4가동,종로구,6697.0
다사54005275,954125,1952875,다사54aa52bb,173.4,종로1·2·3·4가동,종로구,6697.0
다사54005300,954125,1953125,다사54aa53aa,142.6,삼청동,종로구,2246.0
다사54005325,954125,1953375,다사54aa53ab,137.9,삼청동,종로구,2246.0
다사54005550,954125,1955625,다사54aa55ba,346.8,성북동,성북구,15967.0
다사54005575,954125,1955875,다사54aa55bb,264.6,성북동,성북구,15967.0
다사54005600,954125,1956125,다사54aa56aa,121.7,평창동,종로구,17415.0
다사54005625,954125,1956375,다사54aa56ab,121.7,평창동,종로구,17415.0
다사54005450,954125,1954625,다사54aa54ba,95.0,삼청동,종로구,2246.0
다사54005475,954125,1954875,다사54aa54bb,95.0,삼청동,종로구,2246.0
다사54005500,954125,1955125,다사54aa55aa,98.2,삼청동,종로구,2246.0
다사54005525,954125,1955375,다사54aa55ab,295.3,성북동,성북구,15967.0
다사54254475,954375,1944875,다사54ab44bb,90.9,반포본동,서초구,229.0
다사54254500,954375,1945125,다사54ab45aa,14.7,반포본동,서초구,229.0
다사54254525,954375,1945375,다사54ab45ab,147.4,서빙고동,용산구,12460.0
다사54254550,954375,1945625,다사54ab45ba,282.5,서빙고동,용산구,12460.0
다사54254375,954375,1943875,다사54ab43bb,1738.0,방배본동,서초구,20432.0
다사54254400,954375,1944125,다사54ab44aa,1692.3,방배본동,서초구,20432.0
다사54254425,954375,1944375,다사54ab44ab,1451.8,방배본동,서초구,20432.0
다사54254450,954375,1944625,다사54ab44ba,680.0,사당2동,동작구,28195.0
다사54254675,954375,1946875,다사54ab46bb,293.9,서빙고동,용산구,12460.0
다사54254700,954375,1947125,다사54ab47aa,276.6,서빙고동,용산구,12460.0
다사54254725,954375,1947375,다사54ab47ab,276.6,서빙고동,용산구,12460.0
다사54254750,954375,1947625,다사54ab47ba,280.5,용산2가동,용산구,8937.0
다사54254575,954375,1945875,다사54ab45bb,283.9,서빙고동,용산구,12460.0
다사54254600,954375,1946125,다사54ab46aa,285.7,서빙고동,용산구,12460.0
다사54254625,954375,1946375,다사54ab46ab,298.1,서빙고동,용산구,12460.0
다사54254650,954375,1946625,다사54ab46ba,334.1,서빙고동,용산구,12460.0
다사54254075,954375,1940875,다사54ab40bb,338.8,남현동,관악구,17772.0
다사54254100,954375,1941125,다사54ab41aa,339.3,남현동,관악구,17772.0
다사54254125,954375,1941375,다사54ab41ab,460.0,남현동,관악구,17772.0
다사54254150,954375,1941625,다사54ab41ba,579.3,방배2동,서초구,18079.0
다사54253975,954375,1939875,다사54ab39bb,159.1,남현동,관악구,17772.0
다사54254000,954375,1940125,다사54ab40aa,338.8,남현동,관악구,17772.0
다사54254025,954375,1940375,다사54ab40ab,338.8,남현동,관악구,17772.0
다사54254050,954375,1940625,다사54ab40ba,338.8,남현동,관악구,17772.0
다사54254275,954375,1942875,다사54ab42bb,593.9,방배2동,서초구,18079.0
다사54254300,954375,1943125,다사54ab43aa,1309.1,방배4동,서초구,22836.0
다사54254325,954375,1943375,다사54ab43ab,1501.9,방배4동,서초구,22836.0
다사54254350,954375,1943625,다사54ab43ba,1607.8,방배4동,서초구,22836.0
다사54254175,954375,1941875,다사54ab41bb,593.9,방배2동,서초구,18079.0
다사54254200,954375,1942125,다사54ab42aa,593.9,방배2동,서초구,18079.0
다사54254225,954375,1942375,다사54ab42ab,593.9,방배2동,서초구,18079.0
다사54254250,954375,1942625,다사54ab42ba,593.9,방배2동,서초구,18079.0
다사54004150,954125,1941625,다사54aa41ba,348.5,남현동,관악구,17772.0
다사54004175,954125,1941875,다사54aa41bb,400.4,남현동,관악구,17772.0
다사54004200,954125,1942125,다사54aa42aa,1448.7,사당1동,동작구,22524.0
다사54004225,954125,1942375,다사54aa42ab,1786.3,사당1동,동작구,22524.0
다사54004050,954125,1940625,다사54aa40ba,338.8,남현동,관악구,17772.0
다사54004075,954125,1940875,다사54aa40bb,338.8,남현동,관악구,17772.0
다사54004100,954125,1941125,다사54aa41aa,338.8,남현동,관악구,17772.0
다사54004125,954125,1941375,다사54aa41ab,338.8,남현동,관악구,17772.0
다사54004350,954125,1943625,다사54aa43ba,638.2,사당2동,동작구,28195.0
다사54004375,954125,1943875,다사54aa43bb,638.2,사당2동,동작구,28195.0
다사54004400,954125,1944125,다사54aa44aa,638.2,사당2동,동작구,28195.0
다사54004425,954125,1944375,다사54aa44ab,638.2,사당2동,동작구,28195.0
다사54004250,954125,1942625,다사54aa42ba,1866.5,사당1동,동작구,22524.0
다사54004275,954125,1942875,다사54aa42bb,1844.5,사당1동,동작구,22524.0
다사54004300,954125,1943125,다사54aa43aa,770.5,사당2동,동작구,28195.0
다사54004325,954125,1943375,다사54aa43ab,680.6,사당2동,동작구,28195.0
다사53755775,953875,1957875,다사53bb57bb,121.7,평창동,종로구,17415.0
다사53755800,953875,1958125,다사53bb58aa,121.7,평창동,종로구,17415.0
다사53755825,953875,1958375,다사53bb58ab,121.7,평창동,종로구,17415.0
다사53755850,953875,1958625,다사53bb58ba,121.7,평창동,종로구,17415.0
다사53755675,953875,1956875,다사53bb56bb,121.7,평창동,종로구,17415.0
다사53755700,953875,1957125,다사53bb57aa,121.7,평창동,종로구,17415.0
다사53755725,953875,1957375,다사53bb57ab,121.7,평창동,종로구,17415.0
다사53755750,953875,1957625,다사53bb57ba,121.7,평창동,종로구,17415.0
다사54003950,954125,1939625,다사54aa39ba,6.5,남현동,관악구,17772.0
다사54003975,954125,1939875,다사54aa39bb,306.7,남현동,관악구,17772.0
다사54004000,954125,1940125,다사54aa40aa,338.8,남현동,관악구,17772.0
다사54004025,954125,1940375,다사54aa40ab,338.8,남현동,관악구,17772.0
다사53755875,953875,1958875,다사53bb58bb,138.0,평창동,종로구,17415.0
다사53755900,953875,1959125,다사53bb59aa,422.8,정릉4동,성북구,24136.0
다사53755925,953875,1959375,다사53bb59ab,302.1,정릉4동,성북구,24136.0
다사53755950,953875,1959625,다사53bb59ba,10.6,정릉4동,성북구,24136.0
다사54004950,954125,1949625,다사54aa49ba,283.5,용산2가동,용산구,8937.0
다사54004975,954125,1949875,다사54aa49bb,1022.8,후암동,용산구,16022.0
다사54005000,954125,1950125,다사54aa50aa,1157.3,후암동,용산구,16022.0
다사54005025,954125,1950375,다사54aa50ab,1157.3,후암동,용산구,16022.0
다사54004850,954125,1948625,다사54aa48ba,318.3,용산2가동,용산구,8937.0
다사54004875,954125,1948875,다사54aa48bb,314.9,용산2가동,용산구,8937.0
다사54004900,954125,1949125,다사54aa49aa,301.3,용산2가동,용산구,8937.0
다사54004925,954125,1949375,다사54aa49ab,284.0,용산2가동,용산구,8937.0
다사54005150,954125,1951625,다사54aa51ba,145.8,소공동,중구,2177.0
다사54005175,954125,1951875,다사54aa51bb,148.1,소공동,중구,2177.0
다사54005200,954125,1952125,다사54aa52aa,169.1,명동,중구,2621.0
다사54005225,954125,1952375,다사54aa52ab,172.3,종로1·2·3·4가동,종로구,6697.0
다사54005050,954125,1950625,다사54aa50ba,631.4,회현동,중구,4381.0
다사54005075,954125,1950875,다사54aa50bb,305.2,회현동,중구,4381.0
다사54005100,954125,1951125,다사54aa51aa,305.2,회현동,중구,4381.0
다사54005125,954125,1951375,다사54aa51ab,273.2,회현동,중구,4381.0
다사54004550,954125,1945625,다사54aa45ba,544.1,이촌1동,용산구,24989.0
다사54004575,954125,1945875,다사54aa45bb,544.1,이촌1동,용산구,24989.0
다사54004600,954125,1946125,다사54aa46aa,544.1,이촌1동,용산구,24989.0
다사54004625,954125,1946375,다사54aa46ab,544.1,이촌1동,용산구,24989.0
다사54004450,954125,1944625,다사54aa44ba,638.2,사당2동,동작구,28195.0
다사54004475,954125,1944875,다사54aa44bb,481.6,사당2동,동작구,28195.0
다사54004500,954125,1945125,다사54aa45aa,164.7,반포본동,서초구,229.0
다사54004525,954125,1945375,다사54aa45ab,371.7,반포본동,서초구,229.0
다사54004750,954125,1947625,다사54aa47ba,322.7,용산2가동,용산구,8937.0
다사54004775,954125,1947875,다사54aa47bb,330.6,용산2가동,용산구,8937.0
다사54004800,954125,1948125,다사54aa48aa,337.2,용산2가동,용산구,8937.0
다사54004825,954125,1948375,다사54aa48ab,349.7,용산2가동,용산구,8937.0
다사54004650,954125,1946625,다사54aa46ba,544.1,이촌1동,용산구,24989.0
다사54004675,954125,1946875,다사54aa46bb,398.5,서빙고동,용산구,12460.0
다사54004700,954125,1947125,다사54aa47aa,276.6,서빙고동,용산구,12460.0
다사54004725,954125,1947375,다사54aa47ab,277.5,서빙고동,용산구,12460.0
다사53754575,953875,1945875,다사53bb45bb,544.1,이촌1동,용산구,24989.0
다사53754600,953875,1946125,다사53bb46aa,544.1,이촌1동,용산구,24989.0
다사53754625,953875,1946375,다사53bb46ab,544.1,이촌1동,용산구,24989.0
다사53754650,953875,1946625,다사53bb46ba,544.1,이촌1동,용산구,24989.0
다사53754475,953875,1944875,다사53bb44bb,638.2,사당2동,동작구,28195.0
다사53754500,953875,1945125,다사53bb45aa,638.2,사당2동,동작구,28195.0
다사53754525,953875,1945375,다사53bb45ab,596.8,사당2동,동작구,28195.0
다사53754550,953875,1945625,다사53bb45ba,544.1,이촌1동,용산구,24989.0
다사53754775,953875,1947875,다사53bb47bb,460.4,한강로동,용산구,21126.0
다사53754800,953875,1948125,다사53bb48aa,460.4,한강로동,용산구,21126.0
다사53754825,953875,1948375,다사53bb48ab,459.5,한강로동,용산구,21126.0
다사53754850,953875,1948625,다사53bb48ba,363.4,남영동,용산구,6838.0
다사53754675,953875,1946875,다사53bb46bb,501.0,이촌1동,용산구,24989.0
다사53754700,953875,1947125,다사53bb47aa,310.4,서빙고동,용산구,12460.0
다사53754725,953875,1947375,다사53bb47ab,331.2,서빙고동,용산구,12460.0
다사53754750,953875,1947625,다사53bb47ba,460.4,한강로동,용산구,21126.0
다사53754175,953875,1941875,다사53bb41bb,338.8,남현동,관악구,17772.0
다사53754200,953875,1942125,다사53bb42aa,1791.0,사당1동,동작구,22524.0
다사53754225,953875,1942375,다사53bb42ab,2218.0,사당1동,동작구,22524.0
다사53754250,953875,1942625,다사53bb42ba,2218.0,사당1동,동작구,22524.0
다사53754075,953875,1940875,다사53bb40bb,338.8,남현동,관악구,17772.0
다사53754100,953875,1941125,다사53bb41aa,338.8,남현동,관악구,17772.0
다사53754125,953875,1941375,다사53bb41ab,338.8,남현동,관악구,17772.0
다사53754150,953875,1941625,다사53bb41ba,338.8,남현동,관악구,17772.0
다사53754375,953875,1943875,다사53bb43bb,638.2,사당2동,동작구,28195.0
다사53754400,953875,1944125,다사53bb44aa,638.2,사당2동,동작구,28195.0
다사53754425,953875,1944375,다사53bb44ab,638.2,사당2동,동작구,28195.0
다사53754450,953875,1944625,다사53bb44ba,638.2,사당2동,동작구,28195.0
다사53754275,953875,1942875,다사53bb42bb,1895.3,사당1동,동작구,22524.0
다사53754300,953875,1943125,다사53bb43aa,1361.5,사당3동,동작구,23726.0
다사53754325,953875,1943375,다사53bb43ab,638.2,사당2동,동작구,28195.0
다사53754350,953875,1943625,다사53bb43ba,638.2,사당2동,동작구,28195.0
다사53755375,953875,1953875,다사53bb53bb,276.1,청운효자동,종로구,11345.0
다사53755400,953875,1954125,다사53bb54aa,276.1,청운효자동,종로구,11345.0
다사53755425,953875,1954375,다사53bb54ab,239.2,청운효자동,종로구,11345.0
다사53755450,953875,1954625,다사53bb54ba,111.9,삼청동,종로구,2246.0
다사53755275,953875,1952875,다사53bb52bb,273.4,종로1·2·3·4가동,종로구,6697.0
다사53755300,953875,1953125,다사53bb53aa,271.9,청운효자동,종로구,11345.0
다사53755325,953875,1953375,다사53bb53ab,276.1,청운효자동,종로구,11345.0
다사53755350,953875,1953625,다사53bb53ba,276.1,청운효자동,종로구,11345.0
다사53755575,953875,1955875,다사53bb55bb,151.4,평창동,종로구,17415.0
다사53755600,953875,1956125,다사53bb56aa,121.7,평창동,종로구,17415.0
다사53755625,953875,1956375,다사53bb56ab,121.7,평창동,종로구,17415.0
다사53755650,953875,1956625,다사53bb56ba,121.7,평창동,종로구,17415.0
다사53755475,953875,1954875,다사53bb54bb,95.0,삼청동,종로구,2246.0
다사53755500,953875,1955125,다사53bb55aa,95.0,삼청동,종로구,2246.0
다사53755525,953875,1955375,다사53bb55ab,126.1,삼청동,종로구,2246.0
다사53755550,953875,1955625,다사53bb55ba,277.1,성북동,성북구,15967.0
다사53754975,953875,1949875,다사53bb49bb,1146.2,후암동,용산구,16022.0
다사53755000,953875,1950125,다사53bb50aa,1157.3,후암동,용산구,16022.0
다사53755025,953875,1950375,다사53bb50ab,1152.6,후암동,용산구,16022.0
다사53755050,953875,1950625,다사53bb50ba,932.9,후암동,용산구,16022.0
다사53754875,953875,1948875,다사53bb48bb,363.1,남영동,용산구,6838.0
다사53754900,953875,1949125,다사53bb49aa,363.1,남영동,용산구,6838.0
다사53754925,953875,1949375,다사53bb49ab,359.3,남영동,용산구,6838.0
다사53754950,953875,1949625,다사53bb49ba,374.0,남영동,용산구,6838.0
다사53755175,953875,1951875,다사53bb51bb,148.5,소공동,중구,2177.0
다사53755200,953875,1952125,다사53bb52aa,166.8,명동,중구,2621.0
다사53755225,953875,1952375,다사53bb52ab,265.2,종로1·2·3·4가동,종로구,6697.0
다사53755250,953875,1952625,다사53bb52ba,291.5,종로1·2·3·4가동,종로구,6697.0
다사53755075,953875,1950875,다사53bb50bb,322.7,회현동,중구,4381.0
다사53755100,953875,1951125,다사53bb51aa,305.2,회현동,중구,4381.0
다사53755125,953875,1951375,다사53bb51ab,257.3,회현동,중구,4381.0
다사53755150,953875,1951625,다사53bb51ba,144.3,소공동,중구,2177.0
다사53504975,953625,1949875,다사53ba49bb,923.2,후암동,용산구,16022.0
다사53505000,953625,1950125,다사53ba50aa,903.0,후암동,용산구,16022.0
다사53505025,953625,1950375,다사53ba50ab,609.0,남영동,용산구,6838.0
다사53505050,953625,1950625,다사53ba50ba,326.7,회현동,중구,4381.0
다사53504875,953625,1948875,다사53ba48bb,380.9,남영동,용산구,6838.0
다사53504900,953625,1949125,다사53ba49aa,363.1,남영동,용산구,6838.0
다사53504925,953625,1949375,다사53ba49ab,363.1,남영동,용산구,6838.0
다사53504950,953625,1949625,다사53ba49ba,415.4,남영동,용산구,6838.0
다사53505175,953625,1951875,다사53ba51bb,144.3,소공동,중구,2177.0
다사53505200,953625,1952125,다사53ba52aa,146.7,소공동,중구,2177.0
다사53505225,953625,1952375,다사53ba52ab,359.4,사직동,종로구,9016.0
다사53505250,953625,1952625,다사53ba52ba,486.8,사직동,종로구,9016.0
다사53505075,953625,1950875,다사53ba50bb,305.2,회현동,중구,4381.0
다사53505100,953625,1951125,다사53ba51aa,305.2,회현동,중구,4381.0
다사53505125,953625,1951375,다사53ba51ab,162.9,소공동,중구,2177.0
다사53505150,953625,1951625,다사53ba51ba,144.3,소공동,중구,2177.0
다사53504575,953625,1945875,다사53ba45bb,544.1,이촌1동,용산구,24989.0
다사53504600,953625,1946125,다사53ba46aa,544.1,이촌1동,용산구,24989.0
다사53504625,953625,1946375,다사53ba46ab,544.1,이촌1동,용산구,24989.0
다사53504650,953625,1946625,다사53ba46ba,544.1,이촌1동,용산구,24989.0
다사53504475,953625,1944875,다사53ba44bb,638.2,사당2동,동작구,28195.0
다사53504500,953625,1945125,다사53ba45aa,638.2,사당2동,동작구,28195.0
다사53504525,953625,1945375,다사53ba45ab,617.8,사당2동,동작구,28195.0
다사53504550,953625,1945625,다사53ba45ba,544.1,이촌1동,용산구,24989.0
다사53504775,953625,1947875,다사53ba47bb,460.4,한강로동,용산구,21126.0
다사53504800,953625,1948125,다사53ba48aa,460.4,한강로동,용산구,21126.0
다사53504825,953625,1948375,다사53ba48ab,459.5,한강로동,용산구,21126.0
다사53504850,953625,1948625,다사53ba48ba,410.4,남영동,용산구,6838.0
다사53504675,953625,1946875,다사53ba46bb,544.1,이촌1동,용산구,24989.0
다사53504700,953625,1947125,다사53ba47aa,480.7,한강로동,용산구,21126.0
다사53504725,953625,1947375,다사53ba47ab,460.4,한강로동,용산구,21126.0
다사53504750,953625,1947625,다사53ba47ba,460.4,한강로동,용산구,21126.0
다사53505775,953625,1957875,다사53ba57bb,121.7,평창동,종로구,17415.0
다사53505800,953625,1958125,다사53ba58aa,121.7,평창동,종로구,17415.0
다사53505825,953625,1958375,다사53ba58ab,121.7,평창동,종로구,17415.0
다사53505850,953625,1958625,다사53ba58ba,121.7,평창동,종로구,17415.0
다사53505675,953625,1956875,다사53ba56bb,121.7,평창동,종로구,17415.0
다사53505700,953625,1957125,다사53ba57aa,121.7,평창동,종로구,17415.0
다사53505725,953625,1957375,다사53ba57ab,121.7,평창동,종로구,17415.0
다사53505750,953625,1957625,다사53ba57ba,121.7,평창동,종로구,17415.0
다사53753975,953875,1939875,다사53bb39bb,338.8,남현동,관악구,17772.0
다사53754000,953875,1940125,다사53bb40aa,338.8,남현동,관악구,17772.0
다사53754025,953875,1940375,다사53bb40ab,338.8,남현동,관악구,17772.0
다사53754050,953875,1940625,다사53bb40ba,338.8,남현동,관악구,17772.0
다사53505875,953625,1958875,다사53ba58bb,132.6,평창동,종로구,17415.0
다사53505900,953625,1959125,다사53ba59aa,220.9,평창동,종로구,17415.0
다사53505925,953625,1959375,다사53ba59ab,29.1,평창동,종로구,17415.0
다사53753950,953875,1939625,다사53bb39ba,46.0,남현동,관악구,17772.0
다사53505375,953625,1953875,다사53ba53bb,276.1,청운효자동,종로구,11345.0
다사53505400,953625,1954125,다사53ba54aa,276.1,청운효자동,종로구,11345.0
다사53505425,953625,1954375,다사53ba54ab,276.1,청운효자동,종로구,11345.0
다사53505450,953625,1954625,다사53ba54ba,240.5,청운효자동,종로구,11345.0
다사53505275,953625,1952875,다사53ba52bb,486.8,사직동,종로구,9016.0
다사53505300,953625,1953125,다사53ba53aa,392.7,청운효자동,종로구,11345.0
다사53505325,953625,1953375,다사53ba53ab,313.1,청운효자동,종로구,11345.0
다사53505350,953625,1953625,다사53ba53ba,276.1,청운효자동,종로구,11345.0
다사53505575,953625,1955875,다사53ba55bb,121.7,평창동,종로구,17415.0
다사53505600,953625,1956125,다사53ba56aa,121.7,평창동,종로구,17415.0
다사53505625,953625,1956375,다사53ba56ab,121.7,평창동,종로구,17415.0
다사53505650,953625,1956625,다사53ba56ba,121.7,평창동,종로구,17415.0
다사53505475,953625,1954875,다사53ba54bb,151.5,삼청동,종로구,2246.0
다사53505500,953625,1955125,다사53ba55aa,163.7,삼청동,종로구,2246.0
다사53505525,953625,1955375,다사53ba55ab,232.6,부암동,종로구,9125.0
다사53505550,953625,1955625,다사53ba55ba,225.1,부암동,종로구,9125.0
다사53255375,953375,1953875,다사53ab53bb,276.1,청운효자동,종로구,11345.0
다사53255400,953375,1954125,다사53ab54aa,276.1,청운효자동,종로구,11345.0
다사53255425,953375,1954375,다사53ab54ab,276.1,청운효자동,종로구,11345.0
다사53255450,953375,1954625,다사53ab54ba,276.1,청운효자동,종로구,11345.0
다사53255275,953375,1952875,다사53ab52bb,486.8,사직동,종로구,9016.0
다사53255300,953375,1953125,다사53ab53aa,486.8,사직동,종로구,9016.0
다사53255325,953375,1953375,다사53ab53ab,433.8,사직동,종로구,9016.0
다사53255350,953375,1953625,다사53ab53ba,276.1,청운효자동,종로구,11345.0
다사53255575,953375,1955875,다사53ab55bb,153.1,평창동,종로구,17415.0
다사53255600,953375,1956125,다사53ab56aa,121.7,평창동,종로구,17415.0
다사53255625,953375,1956375,다사53ab56ab,121.7,평창동,종로구,17415.0
다사53255650,953375,1956625,다사53ab56ba,121.7,평창동,종로구,17415.0
다사53255475,953375,1954875,다사53ab54bb,276.1,청운효자동,종로구,11345.0
다사53255500,953375,1955125,다사53ab55aa,256.2,부암동,종로구,9125.0
다사53255525,953375,1955375,다사53ab55ab,250.9,부암동,종로구,9125.0
다사53255550,953375,1955625,다사53ab55ba,250.2,부암동,종로구,9125.0
다사53254975,953375,1949875,다사53ab49bb,419.1,남영동,용산구,6838.0
다사53255000,953375,1950125,다사53ab50aa,374.4,남영동,용산구,6838.0
다사53255025,953375,1950375,다사53ab50ab,363.1,남영동,용산구,6838.0
다사53255050,953375,1950625,다사53ab50ba,349.2,남영동,용산구,6838.0
다사53254875,953375,1948875,다사53ab48bb,481.0,한강로동,용산구,21126.0
다사53254900,953375,1949125,다사53ab49aa,491.3,남영동,용산구,6838.0
다사53254925,953375,1949375,다사53ab49ab,463.0,남영동,용산구,6838.0
다사53254950,953375,1949625,다사53ab49ba,442.5,남영동,용산구,6838.0
다사53255175,953375,1951875,다사53ab51bb,144.3,소공동,중구,2177.0
다사53255200,953375,1952125,다사53ab52aa,147.6,소공동,중구,2177.0
다사53255225,953375,1952375,다사53ab52ab,436.2,사직동,종로구,9016.0
다사53255250,953375,1952625,다사53ab52ba,486.8,사직동,종로구,9016.0
다사53255075,953375,1950875,다사53ab50bb,305.2,회현동,중구,4381.0
다사53255100,953375,1951125,다사53ab51aa,307.4,회현동,중구,4381.0
다사53255125,953375,1951375,다사53ab51ab,169.5,소공동,중구,2177.0
다사53255150,953375,1951625,다사53ab51ba,144.3,소공동,중구,2177.0
다사53504175,953625,1941875,다사53ba41bb,338.8,남현동,관악구,17772.0
다사53504200,953625,1942125,다사53ba42aa,1999.5,사당1동,동작구,22524.0
다사53504225,953625,1942375,다사53ba42ab,2213.2,사당1동,동작구,22524.0
다사53504250,953625,1942625,다사53ba42ba,2100.7,사당4동,동작구,13855.0
다사53504075,953625,1940875,다사53ba40bb,338.8,남현동,관악구,17772.0
다사53504100,953625,1941125,다사53ba41aa,338.8,남현동,관악구,17772.0
다사53504125,953625,1941375,다사53ba41ab,338.8,남현동,관악구,17772.0
다사53504150,953625,1941625,다사53ba41ba,338.8,남현동,관악구,17772.0
다사53504375,953625,1943875,다사53ba43bb,638.2,사당2동,동작구,28195.0
다사53504400,953625,1944125,다사53ba44aa,638.2,사당2동,동작구,28195.0
다사53504425,953625,1944375,다사53ba44ab,638.2,사당2동,동작구,28195.0
다사53504450,953625,1944625,다사53ba44ba,638.2,사당2동,동작구,28195.0
다사53504275,953625,1942875,다사53ba42bb,1745.0,사당3동,동작구,23726.0
다사53504300,953625,1943125,다사53ba43aa,1624.2,사당3동,동작구,23726.0
다사53504325,953625,1943375,다사53ba43ab,1159.3,사당3동,동작구,23726.0
다사53504350,953625,1943625,다사53ba43ba,673.4,사당2동,동작구,28195.0
다사53255775,953375,1957875,다사53ab57bb,121.7,평창동,종로구,17415.0
다사53255800,953375,1958125,다사53ab58aa,121.7,평창동,종로구,17415.0
다사53255825,953375,1958375,다사53ab58ab,121.7,평창동,종로구,17415.0
다사53255850,953375,1958625,다사53ab58ba,121.7,평창동,종로구,17415.0
다사53255675,953375,1956875,다사53ab56bb,121.7,평창동,종로구,17415.0
다사53255700,953375,1957125,다사53ab57aa,121.7,평창동,종로구,17415.0
다사53255725,953375,1957375,다사53ab57ab,121.7,평창동,종로구,17415.0
다사53255750,953375,1957625,다사53ab57ba,121.7,평창동,종로구,17415.0
다사53503975,953625,1939875,다사53ba39bb,338.8,남현동,관악구,17772.0
다사53504000,953625,1940125,다사53ba40aa,338.8,남현동,관악구,17772.0
다사53504025,953625,1940375,다사53ba40ab,338.8,남현동,관악구,17772.0
다사53504050,953625,1940625,다사53ba40ba,338.8,남현동,관악구,17772.0
다사53255875,953375,1958875,다사53ab58bb,121.7,평창동,종로구,17415.0
다사53255900,953375,1959125,다사53ab59aa,120.7,평창동,종로구,17415.0
다사53255925,953375,1959375,다사53ab59ab,15.0,평창동,종로구,17415.0
다사53503950,953625,1939625,다사53ba39ba,168.6,남현동,관악구,17772.0
다사53005800,953125,1958125,다사53aa58aa,121.7,평창동,종로구,17415.0
다사53005825,953125,1958375,다사53aa58ab,121.7,평창동,종로구,17415.0
다사53005850,953125,1958625,다사53aa58ba,121.7,평창동,종로구,17415.0
다사53005875,953125,1958875,다사53aa58bb,121.7,평창동,종로구,17415.0
다사53005700,953125,1957125,다사53aa57aa,121.7,평창동,종로구,17415.0
다사53005725,953125,1957375,다사53aa57ab,121.7,평창동,종로구,17415.0
다사53005750,953125,1957625,다사53aa57ba,121.7,평창동,종로구,17415.0
다사53005775,953125,1957875,다사53aa57bb,121.7,평창동,종로구,17415.0
다사53253975,953375,1939875,다사53ab39bb,338.8,남현동,관악구,17772.0
다사53254000,953375,1940125,다사53ab40aa,338.8,남현동,관악구,17772.0
다사53254025,953375,1940375,다사53ab40ab,338.8,남현동,관악구,17772.0
다사53254050,953375,1940625,다사53ab40ba,927.4,인헌동,관악구,25564.0
다사53005900,953125,1959125,다사53aa59aa,89.0,평창동,종로구,17415.0
