CELL_ID,위도,경도,생활이동인구,스트라바이용자수,거주인구,녹시율,공원겹침비율
다사52754775,37.52897944196292,126.96664771559887,18296.475,0.0,460.4,0.823875447218495,0.0
다사54755250,37.571892339498234,126.9889902979656,26206.715,0.0,0.0,0.0,0.192
다사64504625,37.51598502038963,127.09970087936527,25665.975,0.0,708.5,0.9889856796734348,0.0
다사54505225,37.56962675236027,126.986174803837,23810.91,0.0,0.4,0.0,0.0
다사60254400,37.49553213542316,127.05173096068759,21295.285,0.0,2038.7,0.454319687688591,0.0
다사47254700,37.521922072146346,126.90445636360937,21038.98,0.0,1392.6,0.7599257450054475,0.0
다사47504625,37.5151764376562,126.9073388782528,23910.300000000003,0.0,1536.4,0.3322156017836122,0.0
다사44254725,37.52399927921892,126.87048902587719,22249.42,0.0,1386.6,0.9652693481265548,0.0
다사66504250,37.48225903295779,127.12250236359178,21963.285,94.8,812.7,0.1277185086919013,0.0
다사58756075,37.64643862675809,127.03382222705095,23588.745000000003,0.0,2033.0,0.9319270288896264,0.0
다사42004650,37.517101032856665,126.84508624238573,13226.215,0.0,1965.9,0.0,0.0
다사40255125,37.55980123177584,126.82489859452495,13367.31,0.0,417.3,0.027022675496948,0.0
다사61004450,37.50007072689097,127.06018888664534,21208.675000000003,0.0,1475.1,0.5508688623643487,0.0
다사50005075,37.55587427449413,126.93532115258164,24371.365,0.0,643.4,0.5561468564412824,0.0
다사55505175,37.565168886629905,126.9975286452929,23909.69,0.0,439.0,1.0,0.0
다사54255125,37.56060119738196,126.98340616205381,22561.01,0.0,174.4,0.2258241207710718,0.0
다사60504500,37.50455622646813,127.05450553121081,21338.735,0.0,1686.7,0.0426986152996154,0.0
다사54255225,37.569614397096004,126.98334391619376,24374.435,3924.0,27.6,0.4315156033557854,0.0
다사61754900,37.540662219129004,127.06844022032679,23491.52,0.0,1176.4,0.2640442573434977,0.0
다사44754750,37.52628257643597,126.87612847849769,15220.49,0.0,1321.4,0.6795362104269839,0.0
다사54755225,37.569639039746185,126.98900569320428,23999.465,0.0,0.0,0.0,0.05
다사54005250,37.57185527070806,126.98049737920618,24389.385,0.0,0.0,0.0,0.0
다사67005000,37.54987785379748,127.12782207685441,24091.215,0.0,1405.0,0.7888930655021844,0.0
다사56005375,37.58321927331364,127.0030703275398,24384.42,0.0,625.0,0.0,0.0
다사54005150,37.56284207848308,126.98055997306025,22788.225,0.0,145.8,0.5516684109058783,0.0
다사63755525,37.59707610290514,127.09077078745615,23260.84,0.0,1854.4,0.57319984799788,0.0
다사57004375,37.49313356863198,127.01498014763304,23929.31,0.0,1010.7,0.333757850844203,0.0
다사49504300,37.485994863566496,126.93019193225025,23416.04,0.0,2655.2,0.4036876416545865,0.0
다사59755350,37.58113711651533,127.04555536472822,21582.58,0.0,1168.2,0.3198531040154426,0.0
다사64504575,37.511478307809476,127.09972494926258,24819.15,0.0,1356.4,0.2876320208127802,0.013
다사50255100,37.55814106335528,126.93813457907012,23967.55,0.0,468.1,1.0,0.0
다사59754950,37.54508397243149,127.04577431298131,23989.515,0.0,546.3,0.4522576812093939,0.089
다사51504225,37.479341841106624,126.95286291822698,23911.13,0.0,948.3,0.3916320160134017,0.0
다사63254575,37.51142953148728,127.08558128752033,23514.11,0.0,1247.0,0.3498054842514695,0.0
다사47255200,37.56698762319602,126.90409775224433,21584.68,0.0,1225.6,0.8040696780331827,0.0
다사61255850,37.62626751768447,127.06227950272005,22201.38,0.0,1582.2,0.0098371267385607,0.0
다사53755175,37.565082888840465,126.97771361357437,21227.615,0.0,148.5,0.7648259998157478,0.298
다사48005025,37.55125725614259,126.91271382404666,19036.335,0.0,763.1,0.3514419061818917,0.0
다사49254700,37.52203402775698,126.92708879434788,21928.06,0.0,245.1,0.9553880124544624,0.0
다사56255225,37.56971133860892,127.00599106508113,22975.41,0.0,195.0,0.0,0.0
