variable,H_statistic,p_value,significant_0.05
공원수,131.98877227246751,2.015879681995006e-28,True
공원면적합산(㎡),155.21791660408405,1.972604709950097e-33,True
도시자연공원수,299.3639355307702,1.3659370482197739e-64,True
한강공원수,306.8456510809453,3.281874839334363e-66,True
daily_avg,2.0340458501401746,0.5653705160908731,False
보정_이용자수합계,68.49512656501612,8.962915629886828e-15,True
