역사명,호선,환승역수,공원수,공원면적합산(㎡),도시자연공원수,한강공원수,daily_avg,위도,경도,러닝_segment수,보정_이용자수합계,보정_누적기록합계,거리보정_이용자수합계,거리보정_누적기록합계,평균_segment_매핑역수,평균_코스거리,평균_경사,평균_역_segment거리_m,최소_역_segment거리_m
독산,경부선,1,2,213279,0,0,30958,37.466613,126.889249,2.0,768.0,2870.0,782.9669783858526,2930.757040972273,1.5,3.42,0.0,401.43,335.67
금천구청,경부선,1,1,195350,0,0,20671,37.455626,126.89398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
구로,경부선,1,0,0,0,0,33739,37.503039,126.881966,2.0,3250.8333333333335,16645.833333333332,1617.9910548011558,8418.625927742676,2.5,3.11,0.0,792.855,789.65
수색,경의중앙선,1,2,160349,1,0,6032,37.580842,126.895611,2.0,1043.0,5275.0,498.97902966566875,1430.7172789397096,3.0,2.55,-2.1,783.13,769.33
가좌,경의중앙선,1,2,137998,0,0,11251,37.568491,126.915487,4.0,1626.3333333333333,6713.333333333334,1335.1345264479776,4867.278847948065,2.25,2.093,2.525,445.22,111.54
서강대,경의중앙선,1,2,92618,0,0,4359,37.551881,126.935711,4.0,1891.75,5871.6,315.37123545830326,1732.433203802871,4.25,0.76,-0.05000000000000002,586.0875,399.68
양원,중앙선,1,3,210379,1,0,5973,37.606596,127.107906,1.0,97.0,132.0,97.0,132.0,1.0,0.7911,6.1,664.88,664.88
망우,중앙선,1,1,1018689,0,0,14736,37.59955,127.091909,1.0,6.0,23.2,4.504027129357471,17.41557156684889,5.0,3.662,0.4,765.66,765.66
중랑,중앙선,1,1,145785,0,0,10545,37.594917,127.076116,5.0,3847.142857142857,31085.857142857145,4264.087601330522,35132.15627815095,4.8,3.8663999999999996,0.16,564.4739999999999,514.23
대모산입구,분당선,1,9,486038,0,0,10840,37.491373,127.07272,2.0,758.65,5658.6,930.6446587445603,6963.482592322708,6.5,5.545,0.0,362.90999999999997,239.24
개포동,분당선,1,10,587333,0,0,8573,37.489116,127.06614,3.0,791.15,5802.1,1242.4857825839708,9067.197764482684,5.666666666666667,4.43,0.0,186.36333333333334,84.22
구룡,분당선,1,10,583628,0,0,6695,37.486839,127.058856,3.0,366.0833333333333,1628.5,348.5823078264567,1543.4583453392418,5.0,4.63,0.0,371.97,155.44
한티,분당선,1,3,290868,0,0,30935,37.496237,127.052873,1.0,49.5,126.25,53.64653693690432,136.8257633996802,4.0,0.92,1.2,553.23,553.23
녹천,경원선,1,5,774858,0,0,7729,37.644799,127.051269,5.0,1748.5277777777776,18500.222222222223,2174.6818016292927,22976.830271851446,4.6,3.8006599999999997,1.46,452.8,345.27
월계,경원선,1,1,664905,0,0,12989,37.633212,127.058831,5.0,1163.611111111111,10968.055555555555,1520.3465005764033,14542.89945811051,3.8,3.54516,2.46,488.97799999999995,287.29
광운대,경원선,1,1,20243,0,0,16131,37.623632,127.061835,4.0,6670.0,102855.0,6279.004028116961,99074.74932989023,2.5,1.108325,0.17500000000000002,651.21,402.3
신이문,경원선,1,3,1441147,0,0,15319,37.601854,127.067325,5.0,1106.0761904761905,9084.057142857142,1257.8634538420206,9646.192865445184,5.8,3.9364,0.039999999999999994,480.188,381.96
외대앞,경원선,1,3,1174009,0,0,19822,37.596073,127.063549,4.0,3380.142857142857,27433.857142857145,2939.283677465729,23098.978830827324,5.75,4.5329999999999995,0.125,562.085,448.33
회기,중앙선,1,2,422219,0,0,51281,37.58946,127.057583,3.0,992.0,80063.0,992.0,80063.0,1.0,1.5336666666666667,-0.13333333333333333,560.0133333333333,410.14
응봉,경원선,1,2,1013714,0,0,3436,37.549946,127.034538,7.0,31734.833333333332,176922.75,34867.16251467488,192289.90629109737,2.4285714285714284,2.317285714285714,-0.5142857142857142,517.8371428571429,144.18
한남,경원선,1,1,28314,0,2,6806,37.52943,127.009169,4.0,47461.5,262638.0,45687.80344487418,252073.55016370758,1.5,0.6925,0.07500000000000001,642.5174999999999,261.94
서빙고,경원선,1,2,134252,0,1,4483,37.519594,126.988537,4.0,48167.625,263287.375,52671.59014293964,285101.4561782226,3.25,3.41975,-0.375,457.07,373.32
영등포,경부선,1,2,68000,0,0,83678,37.515504,126.907628,2.0,184.16666666666666,3112.0,236.29193340741693,2259.404088590214,2.5,1.545,0.0,467.765,179.51
용산,경부선,1,0,0,0,0,89751,37.529849,126.964561,1.0,106.66666666666667,297.6666666666667,69.86412896571969,194.9645848949615,3.0,0.33,0.0,441.7,441.7
남영,경부선,1,1,171277,0,0,18560,37.541021,126.9713,2.0,666.3333333333334,2626.0,293.0021452711263,1130.8684457564168,2.5,0.685,2.7,431.58000000000004,361.66
남태령,4호선,1,2,0,2,0,2586,37.463873,126.989134,1.0,817.0,1364.0,817.0,1364.0,1.0,1.08,6.9,667.8,667.8
총신대입구(이수),4호선,1,1,28785,0,0,39393,37.486263,126.981989,1.0,145.0,1685.6666666666667,141.50697288968615,1645.0592227658456,3.0,0.41,-0.6,233.78,233.78
신용산,4호선,1,0,0,0,0,42754,37.52917,126.967894,1.0,106.66666666666667,297.6666666666667,203.33212736259352,567.4237179212375,3.0,0.33,0.0,151.11,151.11
숙대입구(갈월),4호선,1,1,171277,0,0,29645,37.54456,126.972106,2.0,666.3333333333334,2626.0,1055.2729133773487,4147.399335871505,2.5,0.685,2.7,150.005,134.14
회현(남대문시장),4호선,1,4,90265,1,0,55293,37.558514,126.978246,3.0,6295.25,15014.0,6439.866079433621,15425.34378216772,4.333333333333333,3.2756666666666665,-1.2000000000000002,464.81,124.55
명동,4호선,1,1,0,1,0,75353,37.560989,126.986325,4.0,11156.75,76323.625,9260.55747999652,73535.8891837014,5.75,2.98075,0.4,655.3725,541.32
혜화,4호선,1,6,925846,1,0,73187,37.582336,127.001844,2.0,1242.5357142857142,6609.5,568.473536789453,2082.464123376791,5.5,1.613,0.15000000000000002,619.21,450.98
한성대입구(삼선교),4호선,1,5,581161,1,0,28164,37.588458,127.006221,4.0,1552.5357142857142,7802.5,2807.9714541335998,15769.58874098428,3.5,2.104,3.1,274.425,38.78
길음,4호선,1,1,297926,0,0,41446,37.603407,127.025053,3.0,382.66666666666663,6642.0,386.27615467264025,6651.9955052473115,1.6666666666666667,0.5175,-0.4666666666666668,485.44666666666666,342.63
미아사거리,4호선,1,2,1626998,0,0,50351,37.613292,127.030053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
미아(서울사이버대학),4호선,1,1,1368523,0,0,30351,37.62667,127.025983,2.0,52.5,203.5,53.05289577117962,204.5184922100677,1.5,0.5216999999999999,10.6,581.06,496.2
수유(강북구청),4호선,1,2,1416840,0,0,66513,37.638052,127.025732,3.0,1496.4,21838.2,1384.2417746219664,20728.19613509405,3.0,1.3946666666666665,2.8333333333333335,659.1566666666666,557.65
쌍문,4호선,1,2,376335,0,0,54359,37.648627,127.034709,4.0,1766.4,54107.2,1617.6683561697546,57566.49499774448,2.75,1.20865,1.275,696.0425,489.69
창동,4호선,1,2,32825,0,0,53907,37.653088,127.047274,6.0,2283.3611111111113,49773.22222222222,2193.7758078185116,43106.91247658581,5.0,4.013433333333333,-0.11666666666666665,627.1883333333334,562.88
상계,4호선,1,4,28585,2,0,36697,37.660878,127.073572,3.0,1006.9444444444445,14360.388888888889,1071.3785163397552,15323.127865145916,4.0,4.911,3.3333333333333335,337.6166666666666,177.99
불암산,4호선,1,2,0,2,0,17698,37.670272,127.079066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
경찰병원,3호선,1,7,325874,0,0,14012,37.495918,127.12454,4.0,87.16666666666667,551.3333333333333,90.02442778966147,592.726887250416,3.0,1.505,1.725,410.74,166.38
일원,3호선,1,1,12878,0,0,20558,37.483681,127.08439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대청,3호선,1,7,855002,0,0,19981,37.493514,127.079532,4.0,1116.9,18366.766666666666,775.8196102637438,16623.345661777996,3.5,1.92775,0.125,558.605,172.0
학여울,3호선,1,7,855670,0,0,4952,37.496663,127.070594,5.0,8231.65,40387.76666666667,7927.215475951913,38514.87000879668,4.6,3.3839999999999995,1.98,600.088,250.64
대치,3호선,1,9,497280,0,0,24111,37.494612,127.063642,3.0,791.15,5802.1,429.00454288110024,3143.156199313712,5.666666666666667,4.43,0.0,606.63,503.47
매봉,3호선,1,6,693378,0,0,23461,37.486947,127.046769,5.0,4725.583333333333,24850.5,4495.594090648537,23408.255743378155,3.4,3.1189999999999998,1.4200000000000002,475.12399999999997,388.39
남부터미널(예술의전당),3호선,1,1,0,1,0,59783,37.485013,127.016189,4.0,2103.333333333333,161004.33333333334,1940.6618128744376,140667.22962485073,1.5,0.644,9.825,519.4525,409.81
잠원,3호선,1,2,12791,0,1,11351,37.512759,127.01122,3.0,12286.333333333334,61427.333333333336,11941.577901920313,59948.4094143048,3.0,0.96,0.13333333333333333,563.1533333333333,390.63
압구정,3호선,1,2,141466,0,1,61025,37.527072,127.028461,2.0,5086.0,72683.0,5086.0,72683.0,1.0,0.43,0.0,684.01,637.38
금호,3호선,1,3,110050,1,0,15133,37.548034,127.015872,1.0,11.0,13.0,3.9578200720145107,4.677423721471695,2.0,0.59,7.4,301.92,301.92
동대입구,3호선,1,1,0,1,0,23177,37.559052,127.005602,5.0,19180.6,173684.0,19829.598389575513,176602.19246113824,4.4,2.4692,3.78,527.892,31.74
안국,3호선,1,7,1341210,0,0,54901,37.576477,126.985443,2.0,14098.75,73463.5,13327.226208319618,69516.83192644347,2.5,1.721,-0.4,606.64,528.55
경복궁(정부서울청사),3호선,1,7,724895,1,0,53613,37.575762,126.97353,3.0,2139.75,8893.5,4551.409517071481,21144.911004560956,2.6666666666666665,1.8873333333333333,-2.1666666666666665,442.99333333333334,82.83
독립문,3호선,1,4,281122,2,0,15968,37.574571,126.957748,7.0,7323.833333333334,17327.166666666664,8063.41204819373,19116.86033464254,2.142857142857143,1.9994285714285716,8.557142857142857,561.9342857142857,337.03
무악재,3호선,1,3,113022,2,0,8100,37.582299,126.950291,7.0,13038.333333333334,29790.666666666664,12293.735826322976,28020.468145791136,1.7142857142857142,1.8337142857142859,10.842857142857143,632.0828571428572,289.91
홍제,3호선,1,4,1010260,2,0,34259,37.589066,126.943736,2.0,76.83333333333333,235.16666666666666,60.13255223538218,194.46909546052004,2.5,5.8063,-0.05,698.185,639.8
녹번,3호선,1,3,1023629,1,0,27881,37.600927,126.935756,4.0,2610.5,5687.5,2618.27676314068,5715.217181450116,1.25,2.457425,0.3999999999999999,494.335,343.1
구파발,3호선,1,0,0,0,0,41947,37.636763,126.918821,11.0,8279.0,81388.0,8279.0,81388.0,1.0,1.0582636363636364,2.963636363636364,320.7936363636364,59.43
용두(동대문구청),2호선,1,1,17182,0,0,4995,37.574028,127.038091,4.0,1329.1839826839825,7702.955627705627,1123.2862420688825,6204.802620453619,7.0,2.643,-0.25,172.66500000000002,5.33
신정네거리,2호선,1,3,632025,0,0,19857,37.520074,126.852912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양천구청,2호선,1,5,831187,0,0,13274,37.512398,126.865819,5.0,2663.016666666667,76512.65,2334.9589353960355,73887.69394176848,2.8,2.0582000000000003,-0.32,615.654,514.55
도림천,2호선,1,0,0,0,0,2658,37.514287,126.882768,10.0,12314.6,241933.9833333333,12857.262452955607,247849.575754998,3.3,2.8274,-0.030000000000000006,361.08599999999996,60.65
신답,2호선,1,3,38377,0,0,3331,37.57004,127.046481,3.0,877.6839826839827,4180.205627705627,2083.475468969727,9979.423673102316,8.0,3.0233333333333334,-0.26666666666666666,60.61333333333334,2.63
용답,2호선,1,3,593521,0,0,5865,37.561904,127.050899,5.0,2161.183982683983,103920.40562770562,2631.0181812593346,62842.53323649884,6.2,1.9899999999999998,0.7200000000000001,262.25,46.09
아현,2호선,1,1,29682,0,0,20596,37.557345,126.956141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이대,2호선,1,1,5186,0,0,34447,37.556733,126.946013,1.0,251.0,13124.0,251.0,13124.0,1.0,0.224,-0.1,361.78,361.78
문래,2호선,1,2,36436,0,0,44623,37.517933,126.89476,4.0,169.6,8948.4,386.45821388424974,22764.772679667287,3.5,1.8599999999999999,0.175,419.505,40.34
구로디지털단지,2호선,1,0,0,0,0,107339,37.485266,126.901401,1.0,986.75,7236.5,72.84516837404206,534.2225091854627,4.0,0.998,-0.2,410.55,410.55
신대방,2호선,1,2,497213,0,0,47716,37.487462,126.913149,4.0,3154.95,99026.1,5127.006210802148,76858.28544589102,4.75,1.0655000000000001,-0.2,467.4875,6.9
봉천,2호선,1,2,129678,1,0,46020,37.482362,126.941892,2.0,779.25,5800.5,56.878504599219,414.723569614187,4.0,0.8664999999999999,4.05,766.61,734.82
서울대입구(관악구청),2호선,1,2,384026,1,0,88598,37.481247,126.952739,1.0,315.5,1152.5,432.7370220297953,1580.7588522641493,2.0,0.68,9.2,361.13,361.13
낙성대,2호선,1,3,421273,1,0,53058,37.47693,126.963693,5.0,2751.3333333333335,6988.333333333334,2759.315726740801,7015.231455586063,1.6,2.8032,4.38,634.358,400.6
방배,2호선,1,1,671580,0,0,32823,37.481426,126.997596,1.0,109.33333333333333,324.3333333333333,325.0830459493482,964.3469625265726,3.0,1.12,-0.9,1.77,1.77
서초,2호선,1,1,671580,0,0,41346,37.491897,127.007917,4.0,2389.5333333333333,162482.73333333334,1953.8582746342972,109599.13475391964,2.75,0.50175,7.65,618.555,484.31
역삼,2호선,1,1,33250,0,0,96543,37.500622,127.036456,2.0,62.75,171.5,65.58785358104771,182.78790217475432,4.0,0.6000000000000001,4.45,486.53499999999997,350.14
삼성(무역센터),2호선,1,2,947914,0,0,104657,37.508844,127.06316,7.0,9314.083333333334,37569.083333333336,9598.507323773969,39227.74819660349,3.142857142857143,0.8788571428571428,4.585714285714286,501.25857142857143,85.76
잠실새내,2호선,1,3,85909,0,1,46129,37.511687,127.086162,2.0,14871.0,68918.16666666667,14861.583148663174,68865.3603648994,3.5,3.4,-0.15,749.835,746.82
잠실나루,2호선,1,1,12793,0,1,27539,37.520733,127.10379,3.0,16995.666666666668,91663.33333333333,18187.104474431108,101982.0627399846,2.3333333333333335,3.3466666666666662,-0.19999999999999998,419.25333333333333,372.2
강변(동서울터미널),2호선,1,1,10427,0,0,52643,37.535095,127.094681,1.0,1377.3333333333333,1769.6666666666667,2254.6936190755805,2896.9429873359773,3.0,10.01,0.0,182.76,182.76
구의(광진구청),2호선,1,1,10427,0,0,50265,37.537077,127.085916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
성수,2호선,1,2,537918,0,0,102254,37.544581,127.055961,2.0,536.75,1285.0,535.1498282231885,1277.5908445060816,2.5,2.6799999999999997,0.2,374.68,169.91
뚝섬,2호선,1,3,1018912,0,0,49494,37.547184,127.047367,4.0,6136.083333333334,43365.0,2376.473116845622,20308.50788704207,3.25,2.25525,0.025,591.0550000000001,515.11
한양대,2호선,1,2,1013714,0,0,23125,37.555273,127.043655,5.0,7326.630952380952,132813.39047619049,7885.883860021764,179113.83195649958,4.2,1.8262,0.9,460.99799999999993,205.54
상왕십리,2호선,1,2,27973,0,0,27497,37.564354,127.029354,3.0,807.8030303030304,9069.515151515152,420.5045941192443,4701.682892512115,6.666666666666667,2.3066666666666666,2.1333333333333333,594.59,408.53
을지로입구,2호선,1,3,92841,0,0,97602,37.566014,126.982618,2.0,12373.7,27631.825,11771.316253645267,26050.612469286607,6.5,0.86,2.1999999999999997,360.16999999999996,283.65
제기동,1호선,1,1,17182,0,0,33000,37.578103,127.034893,6.0,2657.3506493506493,22729.95562770563,2419.185958792006,21185.120717695772,6.166666666666667,2.228666666666667,-0.16666666666666666,506.87833333333333,54.31
종로5가,1호선,1,5,661297,0,0,45902,37.570926,127.001849,2.0,6117.285714285715,13850.285714285714,10789.451171912637,24979.755405200875,7.0,1.5665,-0.5,420.26,185.61
종각,1호선,1,6,543037,0,0,74192,37.570161,126.982923,3.0,13740.45,34623.325,16593.197570845692,37285.88719426618,5.666666666666667,1.454,1.4666666666666666,421.25,150.03
건대입구,7호선,2,1,6999,0,0,103056,37.540786,127.071011,1.0,340.0,5406.5,443.6944257754425,7055.393861632147,2.0,1.08,0.0,340.26,340.26
교대(법원.검찰청),2호선,2,2,678585,0,0,87316,37.493961,127.014667,2.0,1385.5333333333333,158881.73333333334,1943.3611434355241,231986.31982010385,4.0,0.6285,3.1,524.7950000000001,330.99
노원,7호선,2,4,72381,0,0,82993,37.654836,127.060462,5.0,2028.8611111111113,17616.722222222223,2125.0637250055597,18509.770633202665,5.6,4.740119999999999,-0.13999999999999999,534.634,506.96
당산,2호선,2,1,110407,0,2,74145,37.534946,126.902767,3.0,5943.555555555556,21372.11111111111,3656.1797687719272,12870.845550897784,5.0,4.04,-0.2333333333333333,671.51,587.13
동대문,1호선,2,4,273726,0,0,61485,37.571687,127.01093,3.0,6147.922077922079,13900.467532467532,4597.165095098689,9572.620399679849,8.333333333333334,2.6443333333333334,-0.3333333333333333,405.6933333333333,124.02
마곡나루,9호선,2,2,525466,0,0,50941,37.566778,126.82731,4.0,4933.833333333333,125345.0,5526.453398070207,133443.14368364788,2.5,1.05825,0.05,278.34000000000003,209.33
상봉(시외버스터미널),중앙선,2,1,1018689,0,0,45012,37.596678,127.08504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시청,2호선,2,5,196864,0,0,100748,37.563588,126.975411,2.0,3540.25,7110.875,1677.3509237546336,3374.2119400492484,6.0,1.0150000000000001,1.5,623.7850000000001,555.49
신내,6호선,2,1,1018689,0,0,5255,37.613174,127.102231,1.0,28.0,271.3333333333333,13.750559530967891,133.2494697405698,3.0,2.71,-0.2,617.38,617.38
신당,2호선,2,3,36377,0,0,46364,37.56564,127.019614,4.0,332.569696969697,20553.015151515152,96.85881733389233,4805.96731882182,5.75,1.74,3.5,635.28,539.4
신촌,2호선,2,2,92618,0,0,77589,37.555131,126.936926,2.0,4580.0,80417.6,4578.021843894419,80402.829767745,3.0,2.05,0.45,693.605,595.2
영등포구청,5호선,2,2,36436,0,0,52689,37.5242,126.89503,2.0,144.0,8648.333333333332,28.65938977152388,1725.4434161685192,3.0,0.92,0.1,711.45,638.86
이촌(국립중앙박물관),4호선,2,2,134252,0,1,28886,37.522295,126.974733,6.0,29411.291666666668,126169.04166666667,26949.81714582359,116127.96873109121,2.6666666666666665,2.4146666666666667,-0.09999999999999999,644.25,405.08
잠실(송파구청),8호선,2,4,328076,0,0,199254,37.514692,127.104338,1.0,2133.2,33618.4,3591.3552793314666,56598.35848616022,5.0,2.652,0.0,257.88,257.88
고속터미널,9호선,3,1,671580,0,1,168332,37.50598,127.004403,2.0,145.325,494.275,225.86581022847398,653.2301248757292,6.5,5.3645000000000005,3.1,536.69,301.31
종합운동장,9호선(연장),2,2,685924,0,1,38856,37.511426,127.076275,4.0,4881.0,863596.4166666666,4768.398443083149,863320.1517256157,3.25,3.84075,2.05,762.185,729.37
강남,2호선,2,2,40255,0,0,191080,37.49799,127.027912,2.0,238.25,451.75,38.23784256430767,89.73541232274552,4.0,0.325,8.9,643.39,489.45
홍대입구,2호선,3,1,87432,0,0,188278,37.55679,126.923708,3.0,1183.0,4380.6,1045.08052704493,3858.7058415094693,3.6666666666666665,0.9,0.5,533.2966666666666,236.91
서울역,1호선,6,3,46706,1,0,222197,37.556228,126.972135,3.0,676.75,88783.5,555.2289942768766,74497.70522652622,4.666666666666667,2.982333333333333,2.2666666666666666,537.5366666666667,398.93
신림,2호선,2,2,129678,1,0,111309,37.484201,126.929715,2.0,1668.9,13973.6,1417.7241833249507,12894.960605479824,4.5,0.9475,-0.25,529.755,322.59
선릉,2호선,2,1,240593,0,0,127604,37.504286,127.048203,4.0,1496.1666666666665,11994.583333333332,874.5879219184834,6742.538981767031,3.25,0.9075,1.775,519.97,277.59
신도림,2호선,2,1,25188,0,0,103702,37.508961,126.891084,5.0,443.93333333333334,32949.4,335.66758630467586,27102.01424274437,2.6,1.3863999999999999,-0.020000000000000007,521.608,228.75
사당,2호선,2,2,0,2,0,134742,37.476538,126.981544,3.0,265.3333333333333,2024.0,91.97183063020015,861.9475158937515,2.6666666666666665,3.814666666666666,-0.5333333333333333,367.1699999999999,125.37
가산디지털단지,7호선,2,1,195350,0,0,110855,37.480338,126.882656,3.0,7238.333333333333,38441.666666666664,7170.994965083915,38179.44981169974,2.0,3.2933333333333334,0.09999999999999999,660.0,612.46
양재(서초구청),3호선,2,2,254648,1,0,89684,37.484477,127.033902,2.0,358.5,594.5,354.33986344386506,590.339863443865,1.5,0.8125,3.2,699.49,650.94
연신내,3호선,3,1,130345,0,0,69556,37.619229,126.921038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
합정,2호선,2,0,0,0,1,93393,37.549457,126.913808,3.0,36538.0,77972.0,35497.51805359344,76847.28856269387,2.0,0.9966666666666667,-0.03333333333333333,709.4333333333334,667.58
신논현,9호선,2,2,40255,0,0,82288,37.504598,127.02506,3.0,292.0833333333333,707.0833333333334,859.9181707324194,1696.9930276995547,4.666666666666667,0.66,6.0,367.1566666666667,24.15
충무로,4호선,2,1,0,1,0,60374,37.561207,126.99408,4.0,24591.5,186396.5357142857,21127.546597535045,175702.77495490774,5.0,2.989,0.4000000000000001,632.745,511.49
여의도,9호선,2,2,246039,0,0,111413,37.52176,126.92403,3.0,3775.8888888888887,52499.77777777778,3777.4407416635386,58255.419091762364,5.666666666666667,3.9433333333333334,0.26666666666666666,443.85666666666674,394.27
신사,3호선,2,3,42675,0,0,68333,37.516334,127.020114,2.0,437.3333333333333,983.8333333333334,681.8454960672416,1441.4469335371273,4.0,0.9850000000000001,5.3999999999999995,286.46000000000004,159.55
노량진,9호선,2,2,463574,0,1,70011,37.513534,126.941005,2.0,8656.388888888889,37008.77777777778,9521.559141837959,40900.52321102753,5.5,4.59,-0.35,444.75,424.32
을지로3가,2호선,2,4,237364,1,0,71896,37.566306,126.991696,3.0,17965.7,40692.110714285714,27859.276969309016,63223.7353176256,6.666666666666667,0.9266666666666667,1.5666666666666664,231.15,225.24
대림(구로구청),2호선,2,2,24587,0,0,65996,37.493243,126.894932,1.0,4081.0,27815.0,4081.0,27815.0,1.0,0.41,-0.1,566.6,566.6
청량리(서울시립대입구),1호선,2,1,15180,0,0,81205,37.579956,127.044585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
성신여대입구(돈암),4호선,2,2,435685,0,0,51095,37.592612,127.016441,7.0,3411.25,43392.25,3515.191270857042,44635.431473267956,2.7142857142857144,0.7251428571428572,3.414285714285714,583.7814285714286,187.04
천호(풍납토성),5호선,2,2,61899,0,1,75396,37.53864,127.123308,5.0,14953.833333333334,90842.33333333333,14778.062487000363,89411.6263303801,2.0,4.781999999999999,-0.04,661.508,595.64
동대문역사문화공원,4호선,3,3,219707,1,0,75571,37.565133,127.007885,3.0,6286.785714285715,14159.035714285714,3723.9107266596793,8501.542005345267,6.0,1.2943333333333333,2.9,693.4766666666668,563.7
수서,3호선,3,2,630145,0,0,70732,37.487378,127.101907,4.0,7493.0,27380.5,7812.350006827499,28996.906278776532,2.0,1.8957499999999998,6.125,560.2525,78.71
논현,7호선,2,2,36576,0,0,44987,37.511093,127.021415,3.0,662.3333333333334,1390.3333333333333,207.61969783801027,518.3199742422107,4.0,0.7799999999999999,6.966666666666666,659.9466666666666,478.32
공덕,6호선,4,1,171277,0,0,77817,37.543555,126.951678,2.0,927.75,22719.5,1054.7178120204983,18079.574330426713,3.0,0.64,-0.4,481.9,195.53
불광,3호선,2,3,160250,1,0,42748,37.610553,126.92982,1.0,172.0,214.5,141.62903167157558,176.6245772880986,2.0,1.09,-19.9,646.14,646.14
왕십리(성동구청),경원선,3,0,0,0,0,72382,37.561827,127.038352,1.0,36.0,93.2,28.753575136109916,74.43981118570677,5.0,0.39,4.4,546.62,546.62
강남구청,7호선,2,0,0,0,0,50659,37.517179,127.041255,2.0,39.25,98.5,47.68194228595795,121.3278044784125,3.0,0.12,10.05,367.98,306.38
종로3가,5호선,3,6,931390,0,0,103920,37.57254,126.990305,3.0,17965.7,40692.110714285714,13413.509599356774,30450.00324957839,6.666666666666667,0.9266666666666667,1.5666666666666664,489.8,465.02
디지털미디어시티,6호선,3,2,140022,1,0,58555,37.576108,126.901391,4.0,719.3333333333334,4878.166666666667,891.924924206525,6392.834479299182,3.25,4.342499999999999,-2.425,441.28,98.85
을지로4가,2호선,2,3,235692,0,0,40366,37.566595,126.997817,3.0,17965.7,40692.110714285714,15800.46625788618,36103.38483790256,6.666666666666667,0.9266666666666667,1.5666666666666664,443.1033333333333,266.61
신설동,1호선,3,2,54019,0,0,39350,37.576048,127.024634,4.0,3788.969696969697,52527.681818181816,3731.272296011443,51055.23666158216,6.25,1.7349999999999999,-0.2,501.83,284.27
군자(능동),7호선,2,3,1118924,0,0,50603,37.556897,127.079338,3.0,1825.0,26831.333333333336,1190.6883933096574,17413.655051019156,3.0,1.4373333333333334,-0.13333333333333333,625.6566666666666,569.29
약수,3호선,2,2,96582,1,0,31532,37.554867,127.010541,2.0,181.1,347.75,39.12351749251455,80.80358867845106,4.5,0.725,8.8,604.23,589.37
석계,6호선,2,2,552963,0,0,39285,37.614872,127.065595,4.0,944.7428571428572,6376.842857142858,916.9440471120922,6308.655348163714,5.75,2.3954999999999997,0.075,501.2175,311.09
동묘앞,1호선,2,3,255798,0,0,39037,37.573197,127.01648,2.0,555.922077922078,840.1818181818181,309.7292489758749,469.79676031469654,9.0,3.4364999999999997,-0.65,463.94499999999994,311.09
대방,경부선,2,2,432110,0,0,26238,37.513342,126.926382,3.0,941.4722222222223,32168.944444444445,609.8920038130774,27595.358446921382,5.333333333333333,3.223333333333333,0.0,428.74666666666667,267.11
김포공항,5호선,5,0,0,0,0,63073,37.562384,126.801292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
충정로(경기대입구),2호선,2,2,46706,0,0,28919,37.559704,126.964378,1.0,555.5,88449.5,644.6626052616296,102646.41782914221,2.0,0.264,0.0,360.38,360.38
선정릉,9호선(연장),2,1,240593,0,0,33258,37.510297,127.043999,5.0,1485.9166666666665,11966.833333333332,2458.451821533027,20434.08038865938,3.0,0.5900000000000001,5.2,356.948,109.67
도봉산,7호선,2,1,51470,0,0,31761,37.689241,127.046509,1.0,2359.0,23819.0,2359.0,23819.0,1.0,1.28,0.1,268.79,268.79
석촌,8호선,2,4,358864,0,0,36630,37.505557,127.106832,3.0,2490.7,43574.9,2220.2772332509417,39521.53575312266,3.0,1.7473333333333334,0.0,549.9133333333333,410.62
올림픽공원(한국체대),9호선(연장),2,2,1593122,0,0,28376,37.516269,127.130288,5.0,12612.125,72532.29166666667,15994.608397509066,63146.30821091868,4.0,1.8018,0.30000000000000004,353.838,32.8
온수(성공회대입구),7호선,2,1,200956,0,0,30035,37.492092,126.823023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
옥수,3호선,2,1,0,1,1,17823,37.541684,127.017269,3.0,5061.5,25181.75,4674.371338329151,23260.26295444688,2.6666666666666665,4.073333333333333,2.5,391.95,65.45
가락시장,3호선,2,4,59459,0,0,34436,37.492245,127.117757,1.0,3.0,4.5,11.24200527518836,16.86300791278254,4.0,5.01,-0.1,10.73,10.73
태릉입구,7호선,2,3,1571652,0,0,28320,37.618294,127.075397,5.0,1302.7428571428572,10703.509523809524,957.6092718270319,6338.335936076243,5.2,2.1284,0.12,534.28,239.81
