segment_id,출처,이름_도경,이름_동관,이름_진숙,이름_수진,이용자수_도경,누적기록_도경,거리km_도경,경사_도경,도시_도경,이용자수_동관,누적기록_동관,거리km_동관,경사_동관,이용자수_진숙,누적기록_진숙,경사_진숙,거리km_진숙,이용자수_수진,누적기록_수진,거리km_수진,경사_수진,시작_위도,시작_경도,끝_위도,끝_경도
19372253,동관 파일에만 존재,,진옥자전거캠프- 청계산추모공원- 1차쉼터(JOBC),,,,,,,,527.0,1277.0,2.12,14.4,,,,,,,,,37.453263,127.043851,37.439272,127.035896
19381377,도경+진숙+수진 파일에 존재,[Tom's] Rose Garden Climb to Bulgwangsa,,[Tom's] Rose Garden Climb to Bulgwangsa,[Tom's] Rose Garden Climb to Bulgwangsa,2173.0,4167.0,0.68,5.3,Eunpyeong-gu,,,,,,,5.3,0.675,2173.0,4167.0,0.6752999999999999,5.3,37.610308,126.942045,37.613279,126.93863
19410641,네 파일 모두 존재,진옥자전거캠프- 고덕산전망대(JOBC),진옥자전거캠프- 고덕산전망대(JOBC),진옥자전거캠프- 고덕산전망대(JOBC),진옥자전거캠프- 고덕산전망대(JOBC),864.0,1834.0,0.27,15.6,Gangdong-gu,864.0,1834.0,0.27,15.6,864.0,1834.0,15.6,0.273,864.0,1834.0,0.27,15.6,37.565426,127.142166,37.565777,127.14471
19410689,수진 파일에만 존재,,,,진옥자전거캠프- 서울둘레길3구간고덕산(JOBC),,,,,,,,,,,,,,1100.0,1803.0,1.39,2.0,37.555267,127.15705,37.548363,127.16378
19436144,도경+동관+수진 파일에 존재,진옥자전거캠프- 터미널구간(JOBC),진옥자전거캠프- 터미널구간(JOBC),,진옥자전거캠프- 터미널구간(JOBC),569.0,896.0,0.34,10.6,Seocho-gu,569.0,896.0,0.34,10.6,,,,,569.0,896.0,0.34,10.6,37.448591,127.03766,37.451289,127.03663
19442292,도경+수진 파일에 존재,진옥자전거캠프- 백세문-태능방향삼거리(JOBC),,,진옥자전거캠프- 백세문-태능방향삼거리(JOBC),1338.0,3361.0,2.25,5.9,Nowon-gu,,,,,,,,,1338.0,3361.0,2.2533000000000003,5.9,37.628212,127.085464,37.642918,127.0942
19442318,진숙 파일에만 존재,,,진옥자전거캠프- 서울둘레길구간(JOBC),,,,,,,,,,,1943.0,4717.0,6.5,1.548,,,,,37.636936,127.09073,37.64788,127.09331
19450989,동관+진숙 파일에 존재,,진옥자전거캠프- 태능선수촌체력단련구간(JOBC),진옥자전거캠프- 태능선수촌체력단련구간(JOBC),,,,,,,2021.0,5009.0,0.99,5.8,2021.0,5009.0,5.8,0.992,,,,,37.643246,127.09446,37.651325,127.09337
19460470,진숙 파일에만 존재,,진옥자전거캠프- 서울둘레길3구간-일자산산2쉼터(JOBC),진옥자전거캠프- 서울둘레길3구간-일자산산2쉼터(JOBC),,,,,,,1408.0,2357.0,1.62,4.1,1408.0,2357.0,4.1,1.618,,,,,37.542126,127.167915,37.53276,127.15706
19460481,도경+수진 파일에 존재,진옥자전거캠프- 서울둘레길3구간-일자산구간해맞이광장(JOBC),,,진옥자전거캠프- 서울둘레길3구간-일자산구간해맞이광장(JOBC),500.0,745.0,0.99,5.9,Gangdong-gu,,,,,,,,,500.0,745.0,0.99,5.9,37.522118,127.14634,37.528515,127.15255
19460546,네 파일 모두 존재,진옥자전거캠프- 수락산구간1(JOBC),진옥자전거캠프- 수락산구간1(JOBC),진옥자전거캠프- 수락산구간1(JOBC),진옥자전거캠프- 수락산구간1(JOBC),1753.0,3684.0,2.02,17.1,Namyangju-si,1753.0,3684.0,2.02,17.1,1753.0,3684.0,17.1,2.021,1753.0,3684.0,2.0213,17.1,37.682474,127.093372,37.691054,127.085615
19467230,네 파일 모두 존재,진옥자전거캠프- 서울둘레길3구간-일자산간해맞광장계단(JOBC),진옥자전거캠프- 서울둘레길3구간-일자산간해맞광장계단(JOBC),진옥자전거캠프- 서울둘레길3구간-일자산간해맞광장계단(JOBC),진옥자전거캠프- 서울둘레길3구간-일자산간해맞광장계단(JOBC),1032.0,2913.0,0.23,12.9,Gangdong-gu,1032.0,2910.0,0.23,12.9,1032.0,2910.0,12.9,0.232,1032.0,2913.0,0.23,12.9,37.52674,127.150795,37.528362,127.15236
19477949,도경+수진 파일에 존재,진옥자전거캠프-서울둘레길3구간(강일-상일)(JOBC),,,진옥자전거캠프-서울둘레길3구간(강일-상일)(JOBC),932.0,1287.0,3.05,0.4,Gangdong-gu,,,,,,,,,933.0,1288.0,3.05,0.4,37.56279,127.15746,37.545853,127.16682
19478921,도경+동관+수진 파일에 존재,북한산 자락길 (완전 개통),북한산 자락길 (완전 개통),,북한산 자락길 (완전 개통),66.0,251.0,4.06,-0.6,Seodaemun-gu,66.0,251.0,4.06,-0.6,,,,,66.0,251.0,4.062,-0.6,37.59496,126.942796,37.596786,126.952843
19482363,동관+진숙 파일에 존재,,진옥자전거캠프- 서울둘레길3구간-일자산구간해맞이광장(JOBC),진옥자전거캠프- 서울둘레길3구간-일자산구간해맞이광장(JOBC),,,,,,,2368.0,9303.0,1.32,1.2,2368.0,9303.0,1.2,1.323,,,,,37.537685,127.16294,37.530045,127.15333
19495819,도경+동관+수진 파일에 존재,[10k]신정교_안합_신정교_반시계,[10k]신정교_안합_신정교_반시계,,[10k]신정교_안합_신정교_반시계,132.0,260.0,10.06,-0.0,Yeongdeungpo-gu,132.0,260.0,10.06,-0.0,,,,,132.0,260.0,10.06,-0.0,37.516553,126.881555,37.517269,126.879023
19512331,네 파일 모두 존재,진옥자전거캠프-수서-대모산(대모산정상)(JOBC),진옥자전거캠프-수서-대모산(대모산정상)(JOBC),진옥자전거캠프-수서-대모산(대모산정상)(JOBC),진옥자전거캠프-수서-대모산(대모산정상)(JOBC),1488.0,3574.0,1.27,11.7,Gangnam-gu,1488.0,3573.0,1.27,11.7,,,11.7,1.265,1488.0,3574.0,1.27,11.7,37.47739,127.090788,37.47504,127.078327
19517272,도경+수진 파일에 존재,진옥자전거캠프-구룡산정상(JOBC),,,진옥자전거캠프-구룡산정상(JOBC),1604.0,3834.0,0.57,19.9,Seocho-gu,,,,,,,,,1604.0,3834.0,0.57,19.9,37.470348,127.067064,37.469103,127.061554
19565106,도경+수진 파일에 존재,진옥자전거캠프-서울둘레길3구간(상일-강일)(JOBC),,,진옥자전거캠프-서울둘레길3구간(상일-강일)(JOBC),299.0,416.0,3.11,-0.3,Sangil-dong,,,,,,,,,299.0,416.0,3.11,-0.3,37.54572,127.166725,37.562958,127.15696
19565161,동관+진숙 파일에 존재,,진옥자전거캠프-서울둘레길3구간(강일-정수장)(JOBC),진옥자전거캠프-서울둘레길3구간(강일-정수장)(JOBC),,,,,,,346.0,487.0,1.61,0.9,346.0,487.0,0.9,1.609,,,,,37.56289,127.15615,37.565617,127.14226
19565187,동관 파일에만 존재,,진옥자전거캠프-서울둘레길3구간(고덕)(JOBC),,,,,,,,379.0,713.0,0.79,2.7,,,,,,,,,37.555943,127.15849,37.561775,127.15949
19601290,도경+수진 파일에 존재,진옥자전거캠프-불암산(태능선수촌극기훈련코스)(JOBC),,,진옥자전거캠프-불암산(태능선수촌극기훈련코스)(JOBC),2148.0,5491.0,0.77,19.5,Nowon-gu,,,,,,,,,2148.0,5491.0,0.7711,19.5,37.651142,127.093216,37.657207,127.091866
19638234,도경+진숙+수진 파일에 존재,N1RC코스:[공릉동철길]좌측왕복_하이파이브런@ddamdo,,N1RC코스:[공릉동철길]좌측왕복_하이파이브런@ddamdo,N1RC코스:[공릉동철길]좌측왕복_하이파이브런@ddamdo,95.0,696.0,2.25,0.1,Nowon-gu,,,,,95.0,696.0,0.1,2.249,95.0,698.0,2.2492,0.1,37.631457,127.069886,37.631441,127.070025
19638249,도경+진숙+수진 파일에 존재,[공릉동철길] 언덕뺑뺑이 2바퀴,,[공릉동철길] 언덕뺑뺑이 2바퀴,[공릉동철길] 언덕뺑뺑이 2바퀴,107.0,244.0,0.17,0.5,Nowon-gu,,,,,107.0,244.0,0.5,0.169,107.0,244.0,0.1687,0.5,37.631288,127.065674,37.631287,127.06568
19639448,도경+수진 파일에 존재,진옥자전거캠프-망우산순환코스(언덕구간1)(JOBC),,,진옥자전거캠프-망우산순환코스(언덕구간1)(JOBC),875.0,4381.0,1.29,7.7,Jungnang-gu,,,,,,,,,875.0,4381.0,1.2903,7.7,37.597871,127.115273,37.592437,127.115864
19639462,진숙 파일에만 존재,,진옥자전거캠프-망우산순환코스(언덕구간2)(JOBC),진옥자전거캠프-망우산순환코스(언덕구간2)(JOBC),,,,,,,1197.0,6922.0,0.9,1.8,1197.0,6921.0,1.8,0.903,,,,,37.59243,127.115824,37.587053,127.110134
19639522,도경+수진 파일에 존재,진옥자전거캠프-망우산(나무계단-정자)(JOBC),,,진옥자전거캠프-망우산(나무계단-정자)(JOBC),580.0,2428.0,1.11,2.5,Guri-si,,,,,,,,,580.0,2428.0,1.11,2.5,37.579796,127.102864,37.586546,127.110032
19639562,동관 파일에만 존재,,진옥자전거캠프-서울둘레길2구간(망우산도로)(JOBC),,,,,,,,3090.0,11428.0,1.8,4.5,,,,,,,,,37.597779,127.115041,37.584746,127.107024
19684498,동관 파일에만 존재,,진옥자전거캠프-망우산(순환코스역방향)(JOBC),,,,,,,,653.0,2514.0,2.39,-0.4,,,,,,,,,37.584814,127.10694,37.595501,127.119685
19698662,네 파일 모두 존재,원터근린공원 한바퀴,원터근린공원 한바퀴,원터근린공원 한바퀴,원터근린공원 한바퀴,58.0,1282.0,0.54,0.0,Gangdong-gu,58.0,1282.0,0.54,0.0,58.0,1282.0,0.0,0.539,58.0,1282.0,0.54,0.0,37.552388,127.150505,37.552383,127.150493
19729948,도경+동관+수진 파일에 존재,진옥자전거캠프-일자산(보훈병원-해맞이광장1)(JOBC),진옥자전거캠프-일자산(보훈병원-해맞이광장1)(JOBC),,진옥자전거캠프-일자산(보훈병원-해맞이광장1)(JOBC),151.0,559.0,0.5,15.0,Gangdong-gu,151.0,558.0,0.5,15.0,,,,,151.0,559.0,0.5,15.0,37.527374,127.14822,37.528473,127.15263
19729959,도경+수진 파일에 존재,진옥자전거캠프-이자산(일자산자연공원-해맞이광장2)(JOBC),,,진옥자전거캠프-이자산(일자산자연공원-해맞이광장2)(JOBC),48.0,109.0,0.49,11.8,Gangdong-gu,,,,,,,,,48.0,109.0,0.49,11.8,37.530964,127.1508,37.528442,127.15229
19776115,네 파일 모두 존재,Courtyard Seoul Botanic Park -> Magok Batminton Court,Courtyard Seoul Botanic Park -> Magok Batminton Court,Courtyard Seoul Botanic Park -> Magok Batminton Court,Courtyard Seoul Botanic Park -> Magok Batminton Court,4362.0,112625.0,0.6,-0.1,Gangseo-gu,4361.0,112546.0,0.6,-0.1,4360.0,112501.0,-0.1,0.601,4364.0,112662.0,0.6,-0.1,37.567152,126.830128,37.572218,126.831796
19811809,네 파일 모두 존재,과기대 200m 업힐 @ddamdo,과기대 200m 업힐 @ddamdo,과기대 200m 업힐 @ddamdo,과기대 200m 업힐 @ddamdo,531.0,8280.0,0.29,7.1,Nowon-gu,531.0,8280.0,0.29,7.1,531.0,8280.0,7.1,0.29,530.0,8281.0,0.2904,7.1,37.631757,127.082428,37.63383,127.081809
19817612,도경 파일에만 존재,관악고등학교 트랙,,,,42.0,1974.0,0.27,-0.2,Yeongdeungpo-gu,,,,,,,,,,,,,37.521603,126.883091,37.521593,126.883089
19818775,도경+동관+수진 파일에 존재,진옥자전거캠프-아차산(고구려대장간-고구려정삼거리)(JOBC),진옥자전거캠프-아차산(고구려대장간-고구려정삼거리)(JOBC),,진옥자전거캠프-아차산(고구려대장간-고구려정삼거리)(JOBC),177.0,336.0,0.9,16.3,Guri-si,177.0,336.0,0.9,16.3,,,,,177.0,336.0,0.9,16.3,37.561074,127.110274,37.559159,127.102423
19818814,도경+동관+수진 파일에 존재,진옥자전거캠프-용마산(용마폭포-용마봉)(,진옥자전거캠프-용마산(용마폭포-용마봉)(,,진옥자전거캠프-용마산(용마폭포-용마봉)(,285.0,504.0,1.0,24.8,Gwangjin-gu,285.0,503.0,1.0,24.8,,,,,285.0,504.0,1.0,24.8,37.570331,127.088707,37.570938,127.095806
19818844,네 파일 모두 존재,진옥자전거캠프-용마산(용마폭포삼거리-용마봉)(JOBC),진옥자전거캠프-용마산(용마폭포삼거리-용마봉)(JOBC),진옥자전거캠프-용마산(용마폭포삼거리-용마봉)(JOBC),진옥자전거캠프-용마산(용마폭포삼거리-용마봉)(JOBC),771.0,2165.0,0.33,31.1,Gwangjin-gu,771.0,2164.0,0.33,31.1,771.0,2164.0,31.1,0.332,771.0,2165.0,0.33,31.1,37.568499,127.094276,37.570938,127.095806
19818878,도경+진숙+수진 파일에 존재,진옥자전거캠프-아차산(청노루표시판-전망대)(JOBC),,진옥자전거캠프-아차산(청노루표시판-전망대)(JOBC),진옥자전거캠프-아차산(청노루표시판-전망대)(JOBC),4275.0,12689.0,0.6,8.3,Guri-si,,,,,4274.0,12687.0,8.3,0.596,4276.0,12690.0,0.6,8.3,37.572162,127.103249,37.566841,127.102889
19856350,동관 파일에만 존재,,진옥자전거캠프-망우산(시청-도로.사각정)(JOBC),,,,,,,,57.0,169.0,2.62,8.1,,,,,,,,,37.591518,127.131144,37.586868,127.11007
19965794,동관+진숙 파일에 존재,,진옥자전거캠프-서울둘레길1구간(학도암삼거리-불암삼거리)(JOBC),진옥자전거캠프-서울둘레길1구간(학도암삼거리-불암삼거리)(JOBC),,,,,,,1639.0,3174.0,1.51,6.8,1639.0,3173.0,6.8,1.512,,,,,37.652331,127.085063,37.642707,127.091563
19965815,동관+진숙 파일에 존재,,진옥자전거캠프-서울둘레길1구간(불암산계단구간)(JOBC),진옥자전거캠프-서울둘레길1구간(불암산계단구간)(JOBC),,,,,,,1707.0,3225.0,0.81,8.8,1707.0,3224.0,8.8,0.814,,,,,37.647783,127.088964,37.642666,127.091587
20051823,네 파일 모두 존재,stairs up Ansan,stairs up Ansan,stairs up Ansan,stairs up Ansan,1158.0,3132.0,0.38,21.2,Seodaemun-gu,1158.0,3131.0,0.38,21.2,1158.0,3127.0,21.2,0.383,1158.0,3134.0,0.38,21.2,37.57489,126.943744,37.576816,126.946886
20071570,동관 파일에만 존재,,도봉산 도봉탐방지원센터 ~ 신선대,,,,,,,,634.0,945.0,3.17,20.3,,,,,,,,,37.686249,127.03613,37.698771,127.015178
20091476,네 파일 모두 존재,진옥자전거캠프-관악산(연주대깔닥계단)(JOBC),진옥자전거캠프-관악산(연주대깔닥계단)(JOBC),진옥자전거캠프-관악산(연주대깔닥계단)(JOBC),진옥자전거캠프-관악산(연주대깔닥계단)(JOBC),1427.0,2440.0,1.13,22.2,Gwanak-gu,1427.0,2440.0,1.13,22.2,1427.0,2440.0,22.2,1.133,1427.0,2440.0,1.13,22.2,37.444605,126.95877,37.445045,126.964149
20204917,도경+진숙+수진 파일에 존재,기원정사 오르막,,기원정사 오르막,기원정사 오르막,657.0,2570.0,0.31,11.5,Gwangjin-gu,,,,,,,11.5,0.306,657.0,2570.0,0.31,11.5,37.554982,127.093454,37.556651,127.09586
20240740,동관 파일에만 존재,,진옥자전거캠프-남한산성(수어장대-마천버스종점)(JOBC),,,,,,,,20.0,28.0,2.18,-18.8,,,,,,,,,37.479576,127.175198,37.490217,127.158244
20299261,동관+진숙 파일에 존재,,진관배수지 한바퀴,진관배수지 한바퀴,,,,,,,31.0,1993.0,0.22,0.2,31.0,1993.0,0.2,0.222,,,,,37.629957,126.91635,37.629971,126.91634
20367879,도경+수진 파일에 존재,샛강생태공원(E2W),,,샛강생태공원(E2W),2105.0,5326.0,1.14,0.7,Seoul,,,,,,,,,2105.0,5326.0,1.14,0.7,37.516599,126.928055,37.520886,126.91703
20377755,도경+동관+수진 파일에 존재,Seonjeongneung CW,Seonjeongneung CW,,Seonjeongneung CW,1003.0,7706.0,1.98,-0.0,Gangnam-gu,1003.0,7706.0,1.98,-0.0,,,,,1003.0,7714.0,1.98,-0.0,37.507185,127.047183,37.507197,127.047167
20414792,동관+진숙 파일에 존재,,[Tom's] Jokduri 'Easy' Climb,[Tom's] Jokduri 'Easy' Climb,,,,,,,126.0,226.0,0.93,22.9,,,22.9,0.93,,,,,37.620034,126.936881,37.617704,126.941994
20446497,도경+동관+수진 파일에 존재,강남릴레이구간,강남릴레이구간,,강남릴레이구간,243.0,989.0,2.86,-0.0,Gangnam-gu,243.0,989.0,2.86,-0.0,,,,,243.0,989.0,2.86,-0.0,37.493258,127.071997,37.493242,127.071806
20513634,도경+진숙+수진 파일에 존재,양재천 1.5km (kooR),,양재천 1.5km (kooR),양재천 1.5km (kooR),3757.0,28171.0,1.47,0.0,Gangnam-gu,,,,,,,0.0,1.467,3757.0,28178.0,1.47,0.0,37.50032,127.073828,37.490596,127.067227
20513649,진숙 파일에만 존재,,,탄천1교~탄천교 (kooR),,,,,,,,,,,,,0.0,1.822,,,,,37.499726,127.081592,37.49337,127.100481
20559240,도경+동관+수진 파일에 존재,봉제산점심메인업힐,봉제산점심메인업힐,,봉제산점심메인업힐,83.0,507.0,0.37,10.2,Gangseo-gu,83.0,507.0,0.37,10.2,,,,,83.0,507.0,0.37,10.2,37.546764,126.856932,37.549184,126.856805
20587020,도경+수진 파일에 존재,노원마라톤5K,,,노원마라톤5K,482.0,1307.0,4.97,-0.0,Nowon-gu,,,,,,,,,481.0,1303.0,4.9692,-0.0,37.652762,127.054608,37.652795,127.054638
20595135,동관 파일에만 존재,,진옥자전거캠프-아차산(용마공원-청노루표지삼거리)(JOBC),,,,,,,,278.0,858.0,1.2,12.6,,,,,,,,,37.563522,127.097046,37.5722,127.10313
20732253,진숙 파일에만 존재,,,Jarak-Gil Climb,,,,,,,,,,,,,6.6,1.104,,,,,37.596674,126.952911,37.603658,126.952658
20766366,도경+수진 파일에 존재,새벽강변마라톤 -- 5km Route.,,,새벽강변마라톤 -- 5km Route.,15394.0,59230.0,2.3,-0.6,Yeongdeungpo-gu,,,,,,,,,15396.0,59248.0,2.3,-0.6,37.528698,126.931727,37.533402,126.909678
20777220,동관+진숙 파일에 존재,,[처음처런] 질주 구간,[처음처런] 질주 구간,,,,,,,4241.0,50596.0,0.73,-0.5,4241.0,50586.0,-0.5,0.726,,,,,37.652951,127.054659,37.646141,127.056351
20804843,도경+수진 파일에 존재,와우산체육공원,,,와우산체육공원,124.0,632.0,0.29,0.7,Mapo-gu,,,,,,,,,124.0,632.0,0.29,0.7,37.550867,126.926995,37.550865,126.929241
20824762,도경+동관+수진 파일에 존재,서울식물원 습지원(CW#01),서울식물원 습지원(CW#01),,서울식물원 습지원(CW#01),4393.0,33560.0,0.72,0.4,Gangseo-gu,4389.0,33526.0,0.72,0.4,,,,,4395.0,33579.0,0.72,0.4,37.572698,126.833331,37.577942,126.834803
20824793,네 파일 모두 존재,서울식물원 습지원(CCW#01),서울식물원 습지원(CCW#01),서울식물원 습지원(CCW#01),서울식물원 습지원(CCW#01),3809.0,25955.0,0.71,-0.3,Gangseo-gu,3807.0,25943.0,0.71,-0.3,3805.0,25935.0,-0.3,0.713,3810.0,25966.0,0.71,-0.3,37.577942,126.834803,37.572694,126.833318
20824817,네 파일 모두 존재,서울식물원(CCW#01),서울식물원(CCW#01),서울식물원(CCW#01),서울식물원(CCW#01),2079.0,28558.0,2.31,0.1,Gangseo-gu,2078.0,28550.0,2.31,0.1,2078.0,28542.0,0.1,2.312,2080.0,28568.0,2.31,0.1,37.572131,126.833254,37.572125,126.833254
20824836,동관 파일에만 존재,,서울식물원(CW#01),,,,,,,,1625.0,33522.0,2.33,-0.0,,,,,,,,,37.572144,126.833395,37.572141,126.833395
20861170,도경+수진 파일에 존재,Bangbae to Sadang Hill,,,Bangbae to Sadang Hill,328.0,971.0,1.12,-0.9,Seoul,,,,,,,,,328.0,973.0,1.12,-0.9,37.481463,126.997664,37.477522,126.987229
20928313,동관 파일에만 존재,,KOREA FKT_2019_02_북한원효,,,,,,,,39.0,56.0,22.2,0.0,,,,,,,,,37.613034,126.939736,37.613035,126.939722
20970436,네 파일 모두 존재,장미공원 트랙 (800m/반시계),장미공원 트랙 (800m/반시계),장미공원 트랙 (800m/반시계),장미공원 트랙 (800m/반시계),418.0,10354.0,0.81,0.0,Dongdaemun-gu,418.0,10354.0,0.81,0.0,,,0.0,0.805,418.0,10362.0,0.8052,0.0,37.604652,127.073181,37.604643,127.073191
20983445,동관 파일에만 존재,,진옥자전거캠프-청광종주(터미널삼거리-옥녀봉)(JOBC),,,,,,,,1340.0,2516.0,1.2,18.4,,,,,,,,,37.448656,127.037621,37.439192,127.035902
20983481,동관 파일에만 존재,,진옥자전거캠프-청광종주(서울추모공원-터미널삼거리)(JOBC),,,,,,,,686.0,1248.0,1.47,7.5,,,,,,,,,37.456856,127.047235,37.44863,127.037599
21064635,도경+수진 파일에 존재,진옥자전거캠프-성남누비길(옛골-내곡동터널위)(JOBC),,,진옥자전거캠프-성남누비길(옛골-내곡동터널위)(JOBC),661.0,1043.0,1.74,11.4,Seongnam-si,,,,,,,,,661.0,1043.0,1.74,11.4,37.431013,127.071937,37.442341,127.072238
21064639,도경+수진 파일에 존재,진옥자전거캠프-성남누비길(옛골-인능산)(JOBC),,,진옥자전거캠프-성남누비길(옛골-인능산)(JOBC),510.0,1023.0,2.54,7.7,Seongnam-si,,,,,,,,,510.0,1023.0,2.54,7.7,37.431304,127.072338,37.441043,127.080863
21064649,도경+수진 파일에 존재,진옥자전거캠프-성남누비길(옛골-범바위산)(JOBC),,,진옥자전거캠프-성남누비길(옛골-범바위산)(JOBC),644.0,992.0,3.47,6.0,Seongnam-si,,,,,,,,,644.0,992.0,3.47,6.0,37.431304,127.072338,37.444914,127.087568
21064655,도경+수진 파일에 존재,진옥자전거캠프-성남누비길(인능산입구-범바위산)(JOBC),,,진옥자전거캠프-성남누비길(인능산입구-범바위산)(JOBC),701.0,1122.0,2.48,5.7,Seocho-gu,,,,,,,,,701.0,1122.0,2.48,5.7,37.437596,127.073866,37.444958,127.087709
21074178,도경+진숙+수진 파일에 존재,진옥자전거캠프-성남누비길(인능산등산로입구-인능산정상)(JOBC),,진옥자전거캠프-성남누비길(인능산등산로입구-인능산정상)(JOBC),진옥자전거캠프-성남누비길(인능산등산로입구-인능산정상)(JOBC),515.0,1012.0,2.97,5.9,Seongnam-si,,,,,515.0,1012.0,5.9,2.965,515.0,1012.0,2.97,5.9,37.434608,127.07601,37.445038,127.087848
21074200,도경+진숙+수진 파일에 존재,진옥자전거캠프-성남누비길(인능산등산로입구-내곡터널)(JOBC),,진옥자전거캠프-성남누비길(인능산등산로입구-내곡터널)(JOBC),진옥자전거캠프-성남누비길(인능산등산로입구-내곡터널)(JOBC),661.0,1038.0,2.0,7.8,Seongnam-si,,,,,661.0,1038.0,7.8,2.001,661.0,1038.0,2.0,7.8,37.434593,127.076025,37.441046,127.080843
21074278,도경+수진 파일에 존재,진옥자전거캠프-성남누비길(인능산-옛골)(JOBC),,,진옥자전거캠프-성남누비길(인능산-옛골)(JOBC),42.0,61.0,3.67,-3.6,Seocho-gu,,,,,,,,,42.0,61.0,3.67,-3.6,37.448781,127.088346,37.433309,127.074312
21074308,네 파일 모두 존재,진옥자전거캠프-성남누비길(인능산구간)(JOBC),진옥자전거캠프-성남누비길(인능산구간)(JOBC),진옥자전거캠프-성남누비길(인능산구간)(JOBC),진옥자전거캠프-성남누비길(인능산구간)(JOBC),142.0,275.0,1.84,4.5,Seocho-gu,142.0,275.0,1.84,4.5,142.0,275.0,4.5,1.844,142.0,275.0,1.84,4.5,37.452445,127.090742,37.440344,127.081426
21075336,동관+진숙 파일에 존재,,미성아파트 산책로,미성아파트 산책로,,,,,,,88.0,3206.0,0.58,0.1,,,0.1,0.576,,,,,37.617408,127.067122,37.622316,127.066087
21075363,동관+진숙 파일에 존재,,미성아파트 산책로 리버스,미성아파트 산책로 리버스,,,,,,,79.0,3176.0,0.63,-0.1,,,-0.1,0.634,,,,,37.622378,127.066041,37.617123,127.0672
21090683,동관 파일에만 존재,,북한산 둘레길 20코스 / Bukhansan Trail #20,,,,,,,,1569.0,2890.0,1.42,0.9,,,,,,,,,37.662141,127.024581,37.663169,127.012858
21090737,동관+진숙 파일에 존재,,북한산 둘레길 2코스 / Bukhansan Trail #2,북한산 둘레길 2코스 / Bukhansan Trail #2,,,,,,,1966.0,3503.0,2.33,2.9,1966.0,3503.0,2.9,2.334,,,,,37.651622,127.011716,37.64233,127.002228
21090764,도경+수진 파일에 존재,북한산 둘레길 3코스 / Bukhansan Trail #3,,,북한산 둘레길 3코스 / Bukhansan Trail #3,1724.0,2848.0,4.3,1.1,Gangbuk-gu,,,,,,,,,1724.0,2848.0,4.2997,1.1,37.642334,127.002307,37.620985,127.007628
21090774,동관+진숙 파일에 존재,,북한산 둘레길 4코스 / Bukhansan Trail #4,북한산 둘레길 4코스 / Bukhansan Trail #4,,,,,,,1787.0,3134.0,1.45,-2.9,,,-2.9,1.451,,,,,37.621057,127.00727,37.618661,126.996838
21091723,네 파일 모두 존재,북한산 둘레길 10코스 / Bukhansan Trail #10(NEW),북한산 둘레길 10코스 / Bukhansan Trail #10(NEW),북한산 둘레길 10코스 / Bukhansan Trail #10(NEW),북한산 둘레길 10코스 / Bukhansan Trail #10(NEW),283.0,356.0,3.69,0.4,Eunpyeong-gu,283.0,356.0,3.69,0.4,283.0,356.0,0.4,3.687,283.0,356.0,3.6866,0.4,37.647273,126.938358,37.662382,126.951122
21102177,네 파일 모두 존재,휴먼링 시계방향(꿈에그린),휴먼링 시계방향(꿈에그린),휴먼링 시계방향(꿈에그린),휴먼링 시계방향(꿈에그린),520.0,5936.0,4.35,0.0,Songpa-gu,520.0,5936.0,4.35,0.0,,,0.0,4.351,520.0,5940.0,4.35,0.0,37.476179,127.137719,37.47615,127.137964
21112124,동관 파일에만 존재,,Yeomchang Tunnel to GaYang Bridge,,,,,,,,15649.0,63538.0,1.59,-0.1,,,,,,,,,37.557138,126.872491,37.566179,126.858658
21125154,진숙 파일에만 존재,,,진옥자전거캠프-성남누비길(세곡터널-신촌동)(JOBC),,,,,,,,,,,,,-14.3,1.135,,,,,37.456644,127.095166,37.458535,127.106149
21125245,도경+수진 파일에 존재,진옥자전거캠프-서울둘레길3구간(일자산1쉼터-마지막전망대왕복)(JOBC),,,진옥자전거캠프-서울둘레길3구간(일자산1쉼터-마지막전망대왕복)(JOBC),86.0,208.0,5.36,0.0,Hanam-si,,,,,,,,,86.0,208.0,5.36,0.0,37.540199,127.163917,37.540169,127.163882
21149268,도경+수진 파일에 존재,Seorae Island(CCW),,,Seorae Island(CCW),640.0,2178.0,1.33,0.0,Seocho-gu,,,,,,,,,640.0,2178.0,1.33,0.0,37.508835,126.992081,37.508797,126.992104
21150424,도경+동관+수진 파일에 존재,진옥자전거캠프-성남누비길(내곡터넝초입)(JOBC),진옥자전거캠프-성남누비길(내곡터넝초입)(JOBC),,진옥자전거캠프-성남누비길(내곡터넝초입)(JOBC),682.0,1092.0,0.4,17.7,Seongnam-si,682.0,1092.0,0.4,17.7,,,,,682.0,1092.0,0.4,17.7,37.439181,127.072137,37.442144,127.072818
21201994,도경+동관+수진 파일에 존재,진옥자전거캠프-서울둘레길3구간(상일쉼터-해맞이광장왕복)(JOBC),진옥자전거캠프-서울둘레길3구간(상일쉼터-해맞이광장왕복)(JOBC),,진옥자전거캠프-서울둘레길3구간(상일쉼터-해맞이광장왕복)(JOBC),735.0,3875.0,3.9,-0.0,Hanam-si,735.0,3875.0,3.9,-0.0,,,,,735.0,3875.0,3.9,-0.0,37.540836,127.16454,37.54099,127.16463
