id,name,athlete_count,effort_count,distance_km,avg_grade,city,start_lat,start_lng,end_lat,end_lng
25933753,TRB 화랑- 오금공원 버티컬3,19,148,0.22,-0.3,Ogeum-dong,37.499891,127.13376,37.499933,127.133728
29503954,진옥자전거캠프-노고산(솔고개등산로입구-장흥갈림길)(JOBC),19,11,0.6,25.8,Yangju-si,37.697172,126.964005,37.699873,126.960521
23003773,강서철인클럽 근전환 코스,19,129,1.34,-0.5,Gangseo-gu,37.546542,126.824119,37.546612,126.824141
23927113,TRB - 오금공원,18,331,0.26,-3.4,Songpa-gu,37.503239,127.132623,37.504304,127.133074
35801460,동네 한바퀴 뛰기,18,40,2.51,0.0,Beoman-dong,37.463978,126.827886,37.464078,126.827858
37408761,오류동역 1k,18,648,1.0,0.1,Oryu 1(il)-dong,37.495161,126.844008,37.495246,126.844051
34410820,대림아파트 공원 >> 관악산 둘레길,17,35,0.54,19.6,만안구,37.431023,126.905993,37.431846,126.910947
5846433,Segment,17,29,0.68,5.9,South Korea,37.532095,126.847168,37.536768,126.844066
24094576,Dopo 1bv ponte al lago,17,16,0.48,-1.1,Mapo-gu,37.561794,126.896505,37.562894,126.896298
30291440,진옥자전거캠프-거마산(송내공원-거마산)(JOBC),16,23,1.76,9.7,Bucheon,37.479813,126.764039,37.466633,126.765899
27777751,진옥자전거캠프-북한산(우이.방학갈림길-우이암-방학.우이갈림길)(JOBC),16,30,3.33,-0.0,Dobong-gu,37.675126,127.013986,37.675118,127.013975
17364425,Seodalsan: The Climb and the Fall,15,26,2.66,0.8,Seoul,37.50682,126.966843,37.489331,126.96575
37408902,오류동역-문화공원 2k,15,200,2.0,0.0,Oryu 1(il)-dong,37.495193,126.844002,37.495186,126.84392
28960448,성산 파틀렉 1000m,15,42,1.02,3.2,Mapo-gu,37.560987,126.914961,37.560995,126.914959
22303257,궁동저수지생태공원 서측,15,64,0.41,0.0,Guro-gu,37.500834,126.828847,37.500868,126.828932
22350595,진옥자전거캠프-불암산(천보사-헬기장)(JOBC),15,25,0.64,29.4,Namyangju-si,37.656182,127.095366,37.657712,127.091829
17138730,삼성산 시민 휴식 공원 #1,14,202,0.28,-1.2,Seoul,37.454817,126.910413,37.45478,126.910404
40608282,iljasan trail running,14,41,1.41,-0.1,Dunchon 2(i)-dong,37.52445,127.14903,37.534608,127.154135
28037549,봉화산 둘레길 1바퀴_반시계방향,14,62,4.12,-0.4,Jungnang-gu,37.612628,127.090843,37.612989,127.091054
11137163,위시티_달리기_6KM,13,67,6.19,0.0,Goyang-si,37.683796,126.812873,37.683763,126.812146
28375533,중랑천육교↔당현천,13,26,12.95,-0.0,Nowon-gu,37.667187,127.050099,37.667165,127.050074
16333085,[hirun]월곡초등학교 운동장,13,337,0.29,0.0,,37.609489,127.04585,37.609455,127.045901
38442853,군부대 업힐훈련,13,101,0.32,7.9,원신동,37.674221,126.839682,37.672857,126.836956
28738524,스타필드뺑뻉,13,159,1.39,0.1,Goyang-si,37.648213,126.89502,37.648348,126.895022
27298004,자운봉-도봉탐방로,13,12,3.22,-18.4,Dobong-gu,37.700932,127.016829,37.686339,127.035807
11913114,훼밀리아파트5KM-마트조형물시작,12,18,5.01,-0.1,Seoul,37.49174,127.116785,37.491119,127.114273
36066903,Hwasu Park Loop,12,94,0.49,0.0,화정1동,37.644109,126.837108,37.644101,126.837138
21855229,520m loop,12,215,0.53,-0.6,Goyang-si,37.677815,126.813471,37.677795,126.813436
6693151,Segment,11,15,0.78,10.2,South Korea,37.49899,127.154807,37.503426,127.157583
24397233,TRB -  이성산 버티칼,11,18,0.45,24.8,Hanam-si,37.52865,127.178726,37.527907,127.182362
10178152,삼육고-도로,11,26,0.66,13.3,,37.597769,127.126535,37.594954,127.120119
6487452,Segment,11,26,0.63,11.5,South Korea,37.630016,127.054042,37.634554,127.054744
40444327,RUNRUNRUN 도덕산-구름산-보건소,10,12,6.78,-2.5,Haan 1(il)-dong,37.46555,126.85737,37.456101,126.879424
5562883,Segment,10,13,0.78,9.4,South Korea,37.517031,127.171467,37.520284,127.178177
28216606,Jeungsan 5k - The Climb,10,25,0.84,15.8,Eunpyeong-gu,37.585366,126.904922,37.59013,126.900157
